"subject","version","assignmentId","cc1","cc2","experienced","instructions_time","total_time","stamp","id"
"A3D3NEQ158WUB0","caus_thomas_boxes_v2","33L7PJKHCGZQVXB7FGK6W2YJA8F8T0","No","Yes","No","60636","92433","2017-10-04 16:20:46","970"
"AMKEGABQMZYIK","caus_thomas_boxes_v2","3XIQGXAUMC9TC0F8ALTX75NUCK27X0","No","Yes","Yes","37375","84832","2017-10-04 16:20:47","971"
"A3JFM7PRPF0G5H","caus_thomas_boxes_v2","3BWI6RSP7GAK60ORFG35JG2NWER7ER","No","Yes","Yes","17379","38825","2017-10-04 16:20:50","972"
"A2JOHICL072IY3","caus_thomas_boxes_v2","3O7L7BFSHEQHVK5NY772A5SWAU1IEW","No","Yes","Yes","72124","138722","2017-10-04 16:21:02","973"
"A2LO0Y6U9D4PRV
","caus_thomas_boxes_v2","3Z3ZLGNNSIVR2KD9MVVF0GFLAFT3QU","No","No","No","57258","107701","2017-10-04 16:21:10","974"
"AL6DWYE72TPK2","caus_thomas_boxes_v2","3WYP994K17SZ85RDW7A7K5U7JFBY6X","No","Yes","No","79555","137323","2017-10-04 16:21:19","975"
"A26L7403RHRQP8","caus_thomas_boxes_v2","3K4J6M3CXEU09GIGSE5DTAPPA2CGA8","No","Yes","No","30321","59756","2017-10-04 16:21:29","976"
"A2LL81ERU0Y7E6","caus_thomas_boxes_v2","3DUZQ9U6SMPNR9U5Y9QQEBM5JN6SV4","No","Yes","Not sure","64780","130471","2017-10-04 16:21:35","977"
"A1L5LL9EJ8DC5
","caus_thomas_boxes_v2","3VJ40NV2QIOTGPYNMX92TOOJPDOOTO","Not sure","Yes","No","8522","32249","2017-10-04 16:21:38","978"
"AWHCA5PZ6MTKB","caus_thomas_boxes_v2","3YGXWBAF70I8QFMUHRZ3QGIAK0O4CB","No","Yes","No","43333","83263","2017-10-04 16:21:38","979"
"A3ACDKL2RDEY60","caus_thomas_boxes_v2","3S96KQ6I9M52CS7YWOVMIUCKLZGTDV","No","Yes","Not sure","53742","108185","2017-10-04 16:21:45","980"
"A2F2OPQMYBHCK9","caus_thomas_boxes_v2","3M0NZ3JDP1Z3UR14NA2L66P9TE4Z59","Yes","Not sure","Not sure","62879","125426","2017-10-04 16:21:58","981"
"A3I9FTHSULHPYS","caus_thomas_boxes_v2","3H7Z272LX78NIC2JSOKQWXJS55TLPU","No","Yes","No","19587","43807","2017-10-04 16:22:50","982"
"A240OTT1T85UGT","caus_thomas_boxes_v2","3A7Y0R2P2OPMWVGABUIUAVS33FXXJS","No","Yes","No","39308","77884","2017-10-04 16:22:55","983"
"A1AULL8HT23K1H","caus_thomas_boxes_v2","3CTOC39K37RSHGAJTHEWGWFF1MNJ7O","No","No","No","42872","137531","2017-10-04 16:22:57","984"
"A1TXCO12MCTP8P","caus_thomas_boxes_v2","36PW28KO4ZX2P2MPMJFPT74DXMXEAP","No","Yes","No","40048","87979","2017-10-04 16:23:10","985"
"A22I5RTLJTY3JZ","caus_thomas_boxes_v2","3IXQG4FA2TZQDG00KMZZW4N8O7XB92","No","Yes","Yes","35656","92922","2017-10-04 16:23:19","986"
"A3KKPCU6AHF1ZV","caus_thomas_boxes_v2","3TPWUS5F892KZH5ERX5ML8114TNCW5","No","Not sure","Yes","22664","57954","2017-10-04 16:23:26","987"
"A1E1FPUGATIFAY","caus_thomas_boxes_v2","34X6J5FLPTZ2NYFYPGN2GNWA6CFJQM","No","Yes","Yes","53749","120314","2017-10-04 16:23:34","988"
"AJLAQAJ1OJMEJ","caus_thomas_boxes_v2","3W2LOLRXLBGXAJ0GKGCEMS6SHNFRKS","No","Yes","Not sure","58894","102114","2017-10-04 16:24:11","989"
"A1RVDQI5SU8A6C","caus_thomas_boxes_v2","3EJJQNKU9R668TZ8EV9H90Q0P6DHRG","No","Yes","Yes","47382","93487","2017-10-04 16:24:21","990"
"AHSQOWJG4HA3S","caus_thomas_boxes_v2","39GXDJN2OTF58PFWKBKLXKM47TV8VG","Not sure","Not sure","Not sure","10336","1912571","2017-10-04 16:24:25","991"
"APW9F8OTJ4KXO","caus_thomas_boxes_v2","3VSOLARPKBALALWN5TKTELPW0FL93A","No","Yes","No","39272","74828","2017-10-04 16:24:34","992"
"AT94Y12KGEKNO","caus_thomas_boxes_v2","3WYGZ5XF3WG9BY0TZ5CJC2BO3P0SKJ","No","Yes","Yes","29724","69545","2017-10-04 16:24:47","993"
"A1GTW607BQF9JH","caus_thomas_boxes_v2","3PXX5PX6LXZ4IZA5CSDZSZYSUPKABL","No","Yes","Yes","61455","134418","2017-10-04 16:24:58","994"
"A2QMHQXR8K4VJ2","caus_thomas_boxes_v2","3X73LLYYQ1FLTV7GLOS00GLQO9MHNQ","Yes","No","No","4533","13054","2017-10-04 16:25:08","995"
"A2DFXQ3QVQ9ELH","caus_thomas_boxes_v2","3DOCMVPBTNFD3RTROMND50IMALXNN7","No","Yes","Yes","44739","83788","2017-10-04 16:25:18","996"
"A3U4PA0LWECHCC
","caus_thomas_boxes_v2","30JNVC0OR9L6WSK81GKH4AGVTKBHQF","No","Yes","No","47879","114064","2017-10-04 16:25:31","997"
"A1L5H5KX16J1LS","caus_thomas_boxes_v2","3X87C8JFV6CVM1YOCAWG8ONX2VSSQB","No","Yes","No","61590","101283","2017-10-04 16:25:32","998"
" AP8OG80OLCCMC","caus_thomas_boxes_v2","3E337GFOL997TZC51IAIFG9P99BNGZ","No","Not sure","No","99703","138608","2017-10-04 16:25:34","999"
"A1UK8S8R5QYL6D","caus_thomas_boxes_v2","3VHHR074H3IYC6YJW2Q9WBS75BSL7S","No","Yes","Not sure","67449","134041","2017-10-04 16:26:11","1000"
"A2VQ1WGHLLLNJ1","caus_thomas_boxes_v2","3U4J9857OECMZXC75P1FI8W2TH9B7Q","No","Yes","Yes","9433","27836","2017-10-04 16:26:19","1001"
"A69XNU9C3BUIE","caus_thomas_boxes_v2","3J4Q2Z4UTY4OTIFXWF6H5DQI88OQWO","Yes","Yes","No","53965","96207","2017-10-04 16:27:04","1002"
"A1HCTAULAAOC8A","caus_thomas_boxes_v2","3YZ8UPK3VTN77DG9WXQL3KG4JDBUCN","No","Yes","No","66640","127472","2017-10-04 16:27:22","1003"
"A2CVC5F08BKDEI","caus_thomas_boxes_v2","3180JW2OT4DDUCW05OZZIC1JAGT5JW","Not sure","No","No","21955","60244","2017-10-04 16:27:39","1004"
"A2WTNZHRALOHX8","caus_thomas_boxes_v2","3WT783CTPBISBE73W69QYUOGUS0BCJ","No","No","No","33982","66951","2017-10-04 16:28:08","1005"
"A24ZP6TOKYBSQS
","caus_thomas_boxes_v2","3FFJ6VRIL1PI4UQTQ08NPGQSGTT0IU","No","Yes","No","42159","106450","2017-10-04 16:28:35","1006"
"A3IFMNK4AQPHUN","caus_thomas_boxes_v2","39L1G8WVWQS3LGTS1G50ZF7D232310","Yes","No","Yes","43853","90270","2017-10-04 16:28:42","1007"
"AY5QUURIR136D","caus_thomas_boxes_v2","3LO69W1SU3EH5Z9KP5U32O504E6LGQ","No","Yes","No","68925","165563","2017-10-04 16:28:52","1008"
"A36GNR27NX3ZT4","caus_thomas_boxes_v2","3I0BTBYZAXM4UU5YUIUQB4KG6CR0Y0","No","Yes","Not sure","55136","107953","2017-10-04 16:29:11","1009"
"A2HONMTLV8J20E
A2HONMTLV8J20E
","caus_thomas_boxes_v2","3B2X28YI3WG3VXY2MFWNCUW6Y6VB6X","Yes","Yes","No","47719","113999","2017-10-04 16:30:15","1010"
"A24WRYRST9NJK0","caus_thomas_boxes_v2","3LOZAJ85YDEMQZI249C2BE6M14D2XC","No","No","Yes","41995","91806","2017-10-04 16:30:17","1011"
"A1HSNNF773HGA3","caus_thomas_boxes_v2","3PDJHANYK5HDMA1OM76JY5Z4TJ0H6J","Yes","Yes","Yes","9625","40113","2017-10-04 16:30:25","1012"
"A274NFT93QPBGL","caus_thomas_boxes_v2","3PJ71Z61R43P0II8IP6AQSAZ2VC91N","No","Yes","No","57005","89227","2017-10-04 16:31:14","1013"
"A2M9D02CIVECE3","caus_thomas_boxes_v2","3GGAI1SQEVZOU5B0NVZZCAZA6RAMCP","No","Not sure","Yes","19232","47979","2017-10-04 16:31:19","1014"
"Your Worker ID: A2MI6M2FN6349B
","caus_thomas_boxes_v2","3BGYGHDBBXLLPJF5GKR9LOCQOVG225","No","Yes","Yes","59796","119174","2017-10-04 16:31:34","1015"
"A202FBLB25LZC8","caus_thomas_boxes_v2","3LWJHTCVCCNMIWT26QWH1P4ID5ZFQG","No","Yes","No","43499","82963","2017-10-04 16:31:40","1016"
"A23437BMZ5T1FH","caus_thomas_boxes_v2","3KB8R4ZV1E85SQN8YS59OL9VSKSBGT","No","Yes","No","43336","113219","2017-10-04 16:32:47","1017"
"A3K0TCD0S67NV7","caus_thomas_boxes_v2","3AQF3RZ558JT8EAIRHIJVKNRD4NF6J","No","Yes","No","91940","192051","2017-10-04 16:33:08","1018"
"A16XPQ7UEYUEIC
","caus_thomas_boxes_v2","3SB4CE2TJVWBV2D6HO5HHWPKDS8XAH","Not sure","Yes","No","173954","237856","2017-10-04 16:33:23","1019"
"A3SBDWO5M0G2L0","caus_thomas_boxes_v2","3KRVW3HTZNM41M0WKHPZRF3SSUWMSJ","No","Not sure","No","59508","130996","2017-10-04 16:33:25","1020"
"A29SETAL44W6LV","caus_thomas_boxes_v2","3KWTYT08704JP2K089BCYREBE5YL5E","Not sure","Not sure","No","24208","94251","2017-10-04 16:33:31","1021"
"A12MV66U9VGLQ1","caus_thomas_boxes_v2","3VNXK88KKCJ5MUY6P3QZXGHFRZJ9VC","No","Yes","Yes","37146","86131","2017-10-04 16:33:43","1022"
" A1HSNNF773HGA3","caus_thomas_boxes_v2","3PDJHANYK5HDMA1OM76JY5Z4TJ0H6J","Yes","Yes","Yes","9450","28041","2017-10-04 16:33:49","1023"
" A33B85TN97HQ33","caus_thomas_boxes_v2","3JRJSWSMQHM25HN4D40F6ZQ7RC73EK","No","Yes","No","35904","77967","2017-10-04 16:34:30","1024"
"A27KZJJR9201NN","caus_thomas_boxes_v2","3F0BG9B9MPOIC55IFHFZQJU3EQXY7Y","No","Yes","No","31186","63301","2017-10-04 16:34:52","1025"
"AC4JE0Z8N0R35","caus_thomas_boxes_v2","37FMASSAYCSJOHT3OG5C9XMB7XQIBY","No","No","No","98155","185710","2017-10-04 16:35:08","1026"
"A2VDLRRPXV3N59","caus_thomas_boxes_v2","39LNWE0K4UXYKG29O7M7ENEZWIXIUF","No","Yes","Yes","68012","153260","2017-10-04 16:35:17","1027"
"A37GQDZ9JFQD0E","caus_thomas_boxes_v2","3WZ36BJEV3H9XV9EIS4GN4OKIE6TBQ","No","Yes","Yes","34739","67670","2017-10-04 16:35:20","1028"
"A8KX1HFH8NE2Q","caus_thomas_boxes_v2","3KGTPGBS6XMU9VO7Z41FR77I7MXU2D","No","Yes","Yes","37057","89981","2017-10-04 16:35:23","1029"
"A3ELD23VP27XJ6","caus_thomas_boxes_v2","3U5JL4WY5KAWTDXP8NVQ4T3KLIDX47","No","No","No","117440","200928","2017-10-04 16:35:28","1030"
"A1H4GJFI4NJWKV","caus_thomas_boxes_v2","3F1567XTNW6DHM2P34WPRTI7A759QJ","No","No","No","41825","81556","2017-10-04 16:36:18","1031"
"A3KUGXG2Y6X7BD","caus_thomas_boxes_v2","32SCWG5HIH55ZRZC5KEO7E1VFAB6PE","No","No","No","43691","93536","2017-10-04 16:36:19","1032"
"AVDF9O70MW7X8","caus_thomas_boxes_v2","3VP0C6EFSGXZEO2ZD4MWQA70A5TM6R","No","Yes","No","49788","147338","2017-10-04 16:36:47","1033"
"AT6LDQNLKTUSE","caus_thomas_boxes_v2","3JWH6J9I9SEB2I4ULWI4E5ISTWGBN3","No","Yes","No","35180","90269","2017-10-04 16:36:58","1034"
"A2ZA3X3DBEMBCD","caus_thomas_boxes_v2","3AWETUDC92TF6FWJUULFVFTEY0CZIL","No","Yes","Yes","37760","80715","2017-10-04 16:37:30","1035"
"A2MWM48TBM5C65","caus_thomas_boxes_v2","3DI28L7YXAF6VE9PQ0MWI6BATSTE13","No","No","No","59254","137042","2017-10-04 16:37:38","1036"
"ANKOUNJ7U1GPT","caus_thomas_boxes_v2","31QTRG6Q2TE7IB9IB39GQ5LOEK3YP5","No","Yes","No","32184","134209","2017-10-04 16:37:55","1037"
"A2C4Z939OAKJJP","caus_thomas_boxes_v2","3OONKJ5DKCKTK346MBIHTUIXJ6QBON","No","Yes","No","67651","148629","2017-10-04 16:38:15","1038"
"A2WDF40FA670T9","caus_thomas_boxes_v2","3CFJTT4SXTRWM5QDBZTW4V0FO707I2","No","Yes","Yes","41682","91857","2017-10-04 16:38:32","1039"
"A1EW2JEP87VJAX","caus_thomas_boxes_v2","3TU5ZICBRD2D3HJFYCQBRXNWQ1MQ8A","No","Yes","No","56622","102010","2017-10-04 16:38:40","1040"
"A1757P947I5HTB","caus_thomas_boxes_v2","3A4TN5196KJ22RAPWYJMK5REP5CHCC","No","Yes","Yes","38448","78945","2017-10-04 16:38:52","1041"
"A2U0XDH72EN978","caus_thomas_boxes_v2","3WAKVUDHUWH1VWLD5GIANYOQI2N7UA","No","Yes","Yes","35039","80866","2017-10-04 16:38:55","1042"
"AOTSBJGYMR4N8","caus_thomas_boxes_v2","3WR9XG3T63C2EYRYQARSAUQWJPZ74N","No","Yes","No","74923","147964","2017-10-04 16:39:14","1043"
"A2H26E9XKQPQYJ","caus_thomas_boxes_v2","3KMS4QQVK2R07TV7TLCK53S9EZ8FKP","No","Yes","No","44428","89711","2017-10-04 16:39:19","1044"
"A2NISO63F81FOK","caus_thomas_boxes_v2","3TOK3KHVJTJ6IR1G9U61OSW10GZ7OX","No","Yes","Yes","75622","146597","2017-10-04 16:39:59","1045"
"A14CXE3OMENOYS","caus_thomas_boxes_v2","3RJSC4XJ10V6S6VEJGPT07MNB7P05M","No","Yes","No","40966","76268","2017-10-04 16:40:03","1046"
"A25HIOE2S953Y4","caus_thomas_boxes_v2","3T111IHZ5ERDTNHPGJLPWJSC6T29RF","No","Yes","Not sure","58007","111697","2017-10-04 16:40:13","1047"
" A237SO0Y2E3XFT
","caus_thomas_boxes_v2","3E7TUJ2EGCNJSDYKYIQ5RUB8RSGD9I","No","No","No","67346","117744","2017-10-04 16:40:39","1048"
"A34CBV74LOV6E3","caus_thomas_boxes_v2","36AHBNMV1RDYTE6S6UILQB4Z011YDS","No","No","Yes","42041","91011","2017-10-04 16:41:02","1049"
"A238LS8I9J2V78","caus_thomas_boxes_v2","3RJSC4XJ10V6S6VEJGPT07MNB7N05K","No","Yes","No","901103","978265","2017-10-04 16:41:21","1050"
"A1036BH0RBAF1O","caus_thomas_boxes_v2","386PBUZZXFYRW1ZLXBF6Z1XGW6OJLT","No","Yes","Yes","56119","92511","2017-10-04 16:41:55","1051"
"A3D1KY32KA7US9","caus_thomas_boxes_v2","3IGI0VL647LVLCT3P1NQKPIR0V4ONP","No","Yes","Yes","26517","53588","2017-10-04 16:41:59","1052"
"AU2JHFXXWIOJU","caus_thomas_boxes_v2","3TVRFO09GKGSRL4AEFU7QA5V749LXP","No","Yes","No","44118","80901","2017-10-04 16:42:20","1053"
"A3C86Q36W9CV85","caus_thomas_boxes_v2","3Q5ZZ9ZEVOGOAV0HEK28TMS5U5Y85E","Yes","Yes","No","26358","101512","2017-10-04 16:42:32","1054"
"A9I2B5FSKFPGO","caus_thomas_boxes_v2","37ZHEEHM6WNHW28UQWM90PYQ5P437Z","No","No","No","52546","95665","2017-10-04 16:42:47","1055"
"A21STU4Z97J2Z6","caus_thomas_boxes_v2","3EJPLAJKEMHZDV1ISTCQYC39P9I6ZZ","Not sure","Yes","No","36093","303082","2017-10-04 16:42:51","1056"
"AFLIR13GDN6OO","caus_thomas_boxes_v2","32VNZTT0A75CWHBDZOPYFBHWK1TR46","No","Yes","Yes","53101","99594","2017-10-04 16:43:24","1057"
"A1QIJ94TJ6FZ2W","caus_thomas_boxes_v2","3KAKFY4PGU3ELMPQ9NQ6REOZJ57I31","No","No","No","94112","125545","2017-10-04 16:43:51","1058"
"A1UJXOK2GPY2C1","caus_thomas_boxes_v2","39GXDJN2OTF58PFWKBKLXKM47T38VO","No","Yes","No","50286","105292","2017-10-04 16:44:04","1059"
"A1AFG8KNWNMI91","caus_thomas_boxes_v2","3PJ71Z61R43P0II8IP6AQSAZ2VE19H","No","Yes","Yes","90206","159736","2017-10-04 16:44:14","1060"
"A2W59CL4UQ3S4S","caus_thomas_boxes_v2","3PJ71Z61R43P0II8IP6AQSAZ2V719A","No","Yes","Not sure","343273","373564","2017-10-04 16:44:29","1061"
"A2VNPR6J06JG09
","caus_thomas_boxes_v2","3J2UYBXQQLD2BAVSOZZYSD0N720062","No","Yes","No","293305","338128","2017-10-04 16:44:49","1062"
"A3QDBNW2H8EMFW","caus_thomas_boxes_v2","3SUWZRL0MYE120AMW6YDD22R13A6EU","No","Yes","No","42042","75607","2017-10-04 16:45:02","1063"
"A2OVX9UW5WANQE","caus_thomas_boxes_v2","3AMYWKA6YBNNERNBQK19IEW555BO6B","Not sure","Not sure","No","43588","76737","2017-10-04 16:45:25","1064"
"AW6DOBYV5GVN6
AW6DOBYV5GVN6
AW6DOBYV5GVN6
AW6DOBYV5GVN6
AW6DOBYV5GVN6","caus_thomas_boxes_v2","33NF62TLXJ3GCVH3CB35K1K176QJKX","No","No","Yes","32697","69098","2017-10-04 16:45:49","1065"
"A1B6EGCM2DNDPC","caus_thomas_boxes_v2","3D8YOU6S9ELIRW78M6DIHKOUNR3U6Y","Yes","Yes","Yes","94977","243703","2017-10-04 16:46:13","1066"
"A3TJPDNWGQ37TL","caus_thomas_boxes_v2","35DR22AR5DLBBHEL89Q7UOBE7IIX3N","No","No","Yes","59471","141418","2017-10-04 16:46:52","1067"
"A1WA3VMWGQJPYS","caus_thomas_boxes_v2","3LUY3GC63Z1O3RDHOUJGDS1RALS7PB","No","Yes","No","32507","71742","2017-10-04 16:46:52","1068"
"AV8OEW8TOIFL8","caus_thomas_boxes_v2","37C0GNLMHF4WAUWM0BNT7KK61R96D1","No","Yes","Yes","54641","158222","2017-10-04 16:46:59","1069"
"A1R0689JPSQ3OF","caus_thomas_boxes_v2","3GGAI1SQEVZOU5B0NVZZCAZA6RCCMH","No","No","No","54641","99306","2017-10-04 16:47:01","1070"
"A2VSH914I5Y1CM","caus_thomas_boxes_v2","37Q970SNZE975XE7RV617NFPUJ31SS","No","No","No","92510","257240","2017-10-04 16:47:37","1071"
"A300JSAZN2FHGM","caus_thomas_boxes_v2","3RWE2M8QWHBAIV1KNGLFUOM92SP0NC","No","No","No","60410","456768","2017-10-04 16:47:45","1072"
"A2N9Q1IHLP4LGI","caus_thomas_boxes_v2","3TVSS0C0E111LY7PDJ0CAI15SFPWTA","No","Yes","Yes","35657","76962","2017-10-04 16:47:50","1073"
"ADWPGLPZY9W2D","caus_thomas_boxes_v2","3S06PH7KSR5138VPU5BCCOTPTGT1DY","Yes","No","No","138746","393241","2017-10-04 16:48:09","1074"
"A1ULDE5AWVZOJ8","caus_thomas_boxes_v2","3FPRZHYEPY8J7S9Q8UPP63ETR7B3VR","No","No","Not sure","101049","174924","2017-10-04 16:48:46","1075"
"A6RN0QP3HCH69","caus_thomas_boxes_v2","3F6KKYWMNB24HF2EZS9A9V6SWHYNDS","No","Yes","Yes","43558","87712","2017-10-04 16:49:20","1076"
"A3HWXJ6JUX4QU6","caus_thomas_boxes_v2","3QIYRE09Y3IAPKM2JZPF8T5J7KVN12","No","No","No","85104","147780","2017-10-04 16:49:30","1077"
"A3P0P0DRSOX52W","caus_thomas_boxes_v2","3EA3QWIZ4IWJK3NKO2WX9RSXD4SITQ","No","Not sure","Not sure","33960","85336","2017-10-04 16:49:49","1078"
"A18SI5095GGGWT","caus_thomas_boxes_v2","31Z0PCVWUKGMVJ6O5BS0I22OZOET73","No","Yes","Not sure","100211","190388","2017-10-04 16:49:58","1079"
"A299CU7U9QX3E7","caus_thomas_boxes_v2","3DY4FPOOA1PBQUUSJKQLO1H9XLRRVJ","No","Not sure","No","53894","132102","2017-10-04 16:50:11","1080"
"A1CZU3RMLIJDLP","caus_thomas_boxes_v2","3FIJLY1B6U51IKSN6DHS1KE889FPF1","No","Not sure","No","63002","124751","2017-10-04 16:50:31","1081"
"A3DL409Q3VM1RW","caus_thomas_boxes_v2","3W92K5RLWUIML7WUMDDIL0CD532V59","Not sure","Not sure","Not sure","32435","60371","2017-10-04 16:51:01","1082"
"A3X7AOXQHS025","caus_thomas_boxes_v2","36WLNQG78ZB78CRHSXFLOIOJF4LEBN","No","Yes","No","52358","99553","2017-10-04 16:51:12","1083"
" A7KFUL95QMAUD","caus_thomas_boxes_v2","3R2UR8A0IAH0X677R7AZIR9P29FXOJ","No","Yes","Yes","53223","108673","2017-10-04 16:51:15","1084"
"AL75N9DPZ0E6C","caus_thomas_boxes_v2","3S3AMIZX3U6LQB5NA20WTKCGXDKDC0","No","No","No","71241","128706","2017-10-04 16:51:24","1085"
": AG2XF1B7MULIC","caus_thomas_boxes_v2","3JMSRU9HQIVMHQPNXE6LPUIQIW1VEA","No","No","No","28626","70707","2017-10-04 16:51:41","1086"
"A3AQYLO68E8658","caus_thomas_boxes_v2","37QW5D2ZRGNPGXYSQGFGMX2X8PA8SK","No","Yes","No","31005","73810","2017-10-04 16:52:04","1087"
"ABVLH4KP7DKNV","caus_thomas_boxes_v2","3KJYX6QCM9CUS6BFBFHCMAVIN4XVJV","No","Yes","Yes","38800","90865","2017-10-04 16:52:12","1088"
"A3KBHRV189JXBJ","caus_thomas_boxes_v2","3TMFV4NEP8FINEF1ALPHJM5IE25W8M","No","Yes","No","23418","52315","2017-10-04 16:53:30","1089"
"A12HZGOZQD5YK7","caus_thomas_boxes_v2","3H7Z272LX78NIC2JSOKQWXJS551PL6","No","Yes","Yes","60690","135183","2017-10-04 16:53:37","1090"
"A37H4LHTQ3J1Y8","caus_thomas_boxes_v2","3OJSZ2ATDSXKAHVY4FA2FMWAJLW75U","No","Yes","Yes","37665","81740","2017-10-04 16:54:16","1091"
"ACH337Q8X1SOI","caus_thomas_boxes_v2","32VNZTT0A75CWHBDZOPYFBHWK1U4RK","Yes","Yes","Yes","6511","17507","2017-10-04 16:54:19","1092"
"A1PKCBFB4QY19G","caus_thomas_boxes_v2","3NAPMVF0ZWGSBKCBMW84HFTYZB527O","No","Yes","Yes","34820","71823","2017-10-04 16:54:54","1093"
"AIM3PIK90V9HX","caus_thomas_boxes_v2","3VFJCI1K4Z0S8X4XUPRZO0EZA64GRK","No","No","No","24215","67727","2017-10-04 16:55:02","1094"
"A12LI6GAHU6S2H","caus_thomas_boxes_v2","3ZAK8W07I4FNDLLTKHX18JE3AOI0U4","No","No","No","45139","105278","2017-10-04 16:55:06","1095"
"A2CXRQSNG1NZ0O","caus_thomas_boxes_v2","3LKC68YZ3A4L862HH2EDG8VIT79OWH","No","Yes","Yes","189520","233484","2017-10-04 16:55:19","1096"
"A2LUYCORWDOR7Q","caus_thomas_boxes_v2","3FDJT1UU74985W2IN9ZBJR1WP5O5KQ","No","Yes","No","36024","89084","2017-10-04 16:55:45","1097"
"A2MJ0UWP0QD796","caus_thomas_boxes_v2","3RKNTXVS3MZKX0PWXD3CKLSMKX7A4J","No","Yes","No","69036","149366","2017-10-04 16:56:24","1098"
"A12O9P1OTMJOPW","caus_thomas_boxes_v2","3HUTX6F6VUOZWQ4A3IP6S1FTP0E2OD","No","Yes","Not sure","44887","100496","2017-10-04 16:56:36","1099"
"A1FVGVBZ27Q11J
","caus_thomas_boxes_v2","3QFUFYSY9YGFTR648TP4YM3DHDKF41","Yes","Yes","No","44336","112397","2017-10-04 16:56:57","1100"
"AL12RG9EJZ60","caus_thomas_boxes_v2","3U5NZHP4LR3LWGJT135S45QLOOTHPS","No","Not sure","No","53545","115704","2017-10-04 16:57:44","1101"
"A1CFIN7JU3X5NM","caus_thomas_boxes_v2","39OWYR0EPKSVRYKOX0DBEB7KCEGYF2","No","Yes","No","70233","161072","2017-10-04 16:57:58","1102"
"A1ZTCNK9TUCLYX","caus_thomas_boxes_v2","3U5JL4WY5KAWTDXP8NVQ4T3KLIG4XH","No","Yes","No","52805","111840","2017-10-04 16:57:59","1103"
"A31A4YKVSOYRVS","caus_thomas_boxes_v2","3DY4FPOOA1PBQUUSJKQLO1H9XLLVRH","Not sure","Not sure","No","4869","21321","2017-10-04 16:58:20","1104"
"A2FXAN6JI4UTCC
A2FXAN6JI4utcc","caus_thomas_boxes_v2","3RXCAC0YIRQMQSP1VGLZXJJUKEGG88","Not sure","No","Yes","47368","79932","2017-10-04 16:59:27","1105"
"AMYRVTU53MLYO","caus_thomas_boxes_v2","3FDJT1UU74985W2IN9ZBJR1WP5W5KY","No","Yes","No","64902","119276","2017-10-04 16:59:27","1106"
"A2P4PPKOHX5UVI","caus_thomas_boxes_v2","3URFVVM165JKF6RJOBATEIHPSV0ZUU","No","Yes","No","34083","99159","2017-10-04 16:59:57","1107"
"A1PTBA7JEIEU1F
","caus_thomas_boxes_v2","32XVDSJFPZYBWNJYQ2AT0XQOU002MZ","Not sure","Not sure","No","50642","268849","2017-10-04 16:59:59","1108"
"A326WOXXK2ZPM3","caus_thomas_boxes_v2","3PS7W85Z8Z3Q92UHK8QKWYTUUE6T9J","No","Yes","Not sure","55112","116261","2017-10-04 17:00:00","1109"
"AZIAQJWXTSFUX","caus_thomas_boxes_v2","3UN61F00HWQUS0FDDT88K3NAKXQR5D","No","Not sure","Not sure","19743","49211","2017-10-04 17:00:13","1110"
"A16RCHXFKW7KWW","caus_thomas_boxes_v2","31LM9EDVOLTHK1269OVLCT1511WNJ7","No","Yes","Yes","107730","176259","2017-10-04 17:00:41","1111"
"A2DTSE9AI3YTXX","caus_thomas_boxes_v2","34PGFRQONOC77VBK1PM88CEWUD0WJ7","No","Yes","Yes","40307","81100","2017-10-04 17:01:45","1112"
"A1QYRXQWOPKHKS","caus_thomas_boxes_v2","345LHZDEDXTJUDKQ34FKAHCAD00U3R","No","Yes","Yes","35362","77175","2017-10-04 17:02:15","1113"
"A10G3CUJ1XUTB
A10G3CUJ1XUTB
A10G3CUJ1XUTB
A10G3CUJ1XUTB
A10G3CUJ1XUTB
A10G3CUJ1XUTB
A10G3CUJ1XUTB
A1","caus_thomas_boxes_v2","3W2LOLRXLBGXAJ0GKGCEMS6SHNLRKY","No","Yes","Yes","42530","124540","2017-10-04 17:02:23","1114"
"A2OLVYMQ4UEXHK","caus_thomas_boxes_v2","3VP0C6EFSGXZEO2ZD4MWQA70A52M60","No","Yes","Yes","53137","106005","2017-10-04 17:02:37","1115"
"A3VUBM4J59JB8U","caus_thomas_boxes_v2","39OWYR0EPKSVRYKOX0DBEB7KCEJYF5","No","Yes","No","45603","89424","2017-10-04 17:03:27","1116"
"A1X5PGI1VSEQ08","caus_thomas_boxes_v2","3LO69W1SU3EH5Z9KP5U32O504EFGLU","No","Yes","No","36737","85040","2017-10-04 17:03:29","1117"
"A2QEVP5YWBCG8T","caus_thomas_boxes_v2","3VP0C6EFSGXZEO2ZD4MWQA70A536ML","No","Yes","Yes","38416","81667","2017-10-04 17:03:38","1118"
"AEW1HTLYMOOD7","caus_thomas_boxes_v2","352YTHGROVEZ7NXA3JD417FQXSYH42","No","Yes","No","40694","105194","2017-10-04 17:04:24","1119"
"A3ELPL91I2SVR4","caus_thomas_boxes_v2","3NL0RFNU0FOQ9DYI94G1EZVIP92K49","No","No","Yes","44200","82114","2017-10-04 17:05:14","1120"
"AV1QSUJUCS4CO","caus_thomas_boxes_v2","3QY5DC2MXRLEAP0JNZGMBQ17GQ8UF3","No","Yes","No","94317","179854","2017-10-04 17:05:17","1121"
