"subject","version","assignmentId","guess1","guess2","guess3","cc1","cc2","cc3","experienced","instructions_time","total_time","stamp","id"
"A3KW8RIWBQ1O7F","caus_thomas_boxes_v3","3TE3O8573092T3WQVA6AMWKY01W2RC","0","1","1","No","Yes","Yes","No","48800","121067","2017-10-06 17:35:40","1889"
"A3MFK5UEUG95M3","caus_thomas_boxes_v3","3XXU1SWE8MW3YC7VECGA8I293ZL0AF","0","1","0","No","Yes","Yes","No","32894","91063","2017-10-06 17:37:42","1890"
"A1LLV91TH1SR7C","caus_thomas_boxes_v3","39GHHAVOMFSVYTS0RJGPDKV5AYX4JH","0","1","1","No","Not sure","Yes","No","325325","602932","2017-10-06 17:37:43","1891"
"ANYB94DHDJKNO","caus_thomas_boxes_v3","36W0OB37HWFFAKLZOC3UV3SZY1XZHK","0","0","1","No","Yes","Yes","Yes","27777","112773","2017-10-06 17:37:51","1892"
"A18T7E73TNGOKP","caus_thomas_boxes_v3","32RIADZISS5OXWBQEDP35LMS6HA4SX","1","0","0","Not sure","No","Not sure","No","6664","34515","2017-10-06 17:38:10","1893"
"AZK9NAQHMNYNX","caus_thomas_boxes_v3","3ZGVPD4G6TI5FTCUO6KJ9MVN9VPTZL","0","1","0","No","Yes","Yes","Yes","46044","128115","2017-10-06 17:38:29","1894"
"A3R457FAWQXZN3","caus_thomas_boxes_v3","3MH9DQ757WDKOPWEYJM4TB1JHJZUGL","0","1","1","No","Yes","Yes","Yes","39427","98429","2017-10-06 17:38:40","1895"
"AK7FDS2KRJZLA","caus_thomas_boxes_v3","3KWTYT08704JP2K089BCYREBEIHL5N","1","1","0","No","No","Not sure","No","11642","76149","2017-10-06 17:39:15","1896"
"A3VGVIXUXNBUMS","caus_thomas_boxes_v3","3V5Q80FXIXSAA1BOKK5E4YHIUNH239","0","0","0","Not sure","Not sure","Not sure","No","53328","140236","2017-10-06 17:39:19","1897"
"A2KBTDHM44J7X4","caus_thomas_boxes_v3","3M0NZ3JDP1Z3UR14NA2L66P9TS6Z53","0","1","0","No","Yes","Yes","No","37824","118943","2017-10-06 17:39:20","1898"
"A3UNDL8E74UKWG","caus_thomas_boxes_v3","3ERET4BTVMAR6J4UQZCSV76YBESK97","1","0","1","No","Yes","Yes","No","56944","190425","2017-10-06 17:39:28","1899"
"AGV198KSRYPX2
","caus_thomas_boxes_v3","308Q0PEVB8E00OE6QWRGIRRLJABI92","0","0","0","No","Yes","Yes","Not sure","364696","475891","2017-10-06 17:41:38","1900"
"A1ADGLKC2F1CHS","caus_thomas_boxes_v3","3PWWM24LHSZWBYHUW10AVFPTA9228U","1","1","1","Not sure","Yes","No","Not sure","9775","59664","2017-10-06 17:41:41","1901"
"A1TGV7LT6LTIQU","caus_thomas_boxes_v3","3DZQRBDBSLG3F0SMEZKKVGUMSHE3SB","0","0","1","No","Yes","Yes","Yes","42294","129363","2017-10-06 17:41:55","1902"
"A10P4QR80NTZFQ","caus_thomas_boxes_v3","3GGAI1SQEVZOU5B0NVZZCAZA65BMCI","0","1","0","No","Yes","Yes","No","38786","102207","2017-10-06 17:42:01","1903"
"A3FP9YHFUFOGB0","caus_thomas_boxes_v3","3R6BYFZZP7D6RTUES4R9VX0BAMIFX1","0","1","1","No","No","Yes","No","121178","207398","2017-10-06 17:42:13","1904"
"A3W43CPMT8R9QX","caus_thomas_boxes_v3","3QL2OFSM96JUCNW0ZWEZPPOABVFCN2","0","1","0","No","Yes","Yes","No","62711","322641","2017-10-06 17:45:28","1905"
"A3QJJR5Y3XE92N","caus_thomas_boxes_v3","3N8OEVH1FRRD3XTFQGN3ZEIWQJ8OOV","0","1","1","No","Yes","Yes","Yes","40685","152348","2017-10-06 17:46:17","1906"
"AK3H5QRAROFGP","caus_thomas_boxes_v3","3FUI0JHJPXZZVJ77OKJJN8MA007339","0","1","1","No","Yes","Yes","No","45592","115804","2017-10-06 17:51:55","1907"
"ABCNBEDISMEXV","caus_thomas_boxes_v3","3M0NZ3JDP1Z3UR14NA2L66P9TS05Z3","1","0","1","No","Yes","Yes","Not sure","94062","185479","2017-10-06 17:52:15","1908"
"AKP8JDWC6AXQ9","caus_thomas_boxes_v3","34BBWHLWHACBCKREJ718WBZWHC5WIH","1","0","0","No","Yes","Yes","Not sure","46162","135722","2017-10-06 17:53:15","1909"
"A3A1IHUGRNCVOM","caus_thomas_boxes_v3","3TUI152ZZBOVSHZUZRHWCN0OC9DQ1F","0","0","1","No","Yes","Yes","No","38928","409037","2017-10-06 17:54:50","1910"
"A18G2CLYSTENK","caus_thomas_boxes_v3","3EFVCAY5L3AWHUF23M62UWBACKQJ80","1","1","1","No","No","Yes","No","5204","82090","2017-10-06 17:56:21","1911"
"A3JT22BLG866CK","caus_thomas_boxes_v3","3MAOD8E57QBIFL7VQSAM329KCD2NXE","0","1","0","No","Yes","Yes","No","28867","132569","2017-10-06 17:58:04","1912"
"A241OXM83X8OYF","caus_thomas_boxes_v3","3MTMREQS4VJW628G7J9VFDBD44ZAWQ","0","1","0","No","Yes","Yes","No","114078","198281","2017-10-06 18:02:13","1913"
