subject,version,assignmentId,rating,question_ind,trial_ind,green_prob,blue_prob,rt,stamp,id
A2MI6M2FN6349B,caus_thomas_all_dis_v1,3AAJC4I4FGTB1QGPCC6F7G8E8JXJZI,2,2,2,1,2,10601,9/18/17 15:01,11809
A1SN8UWQYU7DUZ,caus_thomas_all_dis_v1,33F859I566EJSMIJIYNR9LLW4O7BHZ,4,1,1,3,7,24899,9/18/17 15:01,11810
A2T08JXT28Z9YF,caus_thomas_all_dis_v1,33TIN5LC04BMQOTBUEDJ4FL96KGY9A,5,2,2,6,2,8831,9/18/17 15:01,11811
A2CUBA783W1689,caus_thomas_all_dis_v1,3GDTJDAPVUCMI2LN6JJUAO3RD4LM8K,8,1,1,5,5,17003,9/18/17 15:01,11812
A2MI6M2FN6349B,caus_thomas_all_dis_v1,3AAJC4I4FGTB1QGPCC6F7G8E8JXJZI,1,3,3,2,5,8430,9/18/17 15:02,11813
A2T08JXT28Z9YF,caus_thomas_all_dis_v1,33TIN5LC04BMQOTBUEDJ4FL96KGY9A,5,3,3,7,10,8890,9/18/17 15:02,11814
A2CUBA783W1689,caus_thomas_all_dis_v1,3GDTJDAPVUCMI2LN6JJUAO3RD4LM8K,8,2,2,8,9,11358,9/18/17 15:02,11815
A2MI6M2FN6349B,caus_thomas_all_dis_v1,3AAJC4I4FGTB1QGPCC6F7G8E8JXJZI,6,4,4,3,1,10873,9/18/17 15:02,11816
A1ZWFFGNM0ON,caus_thomas_all_dis_v1,3BEFOD78W6ULZ1YLUGTHTCNMBHL4MP,6,0,0,7,4,42180,9/18/17 15:02,11817
A1SN8UWQYU7DUZ,caus_thomas_all_dis_v1,33F859I566EJSMIJIYNR9LLW4O7BHZ,4,2,2,1,3,20724,9/18/17 15:02,11818
A2T08JXT28Z9YF,caus_thomas_all_dis_v1,33TIN5LC04BMQOTBUEDJ4FL96KGY9A,5,4,4,2,5,8967,9/18/17 15:02,11819
A2CUBA783W1689,caus_thomas_all_dis_v1,3GDTJDAPVUCMI2LN6JJUAO3RD4LM8K,8,3,3,7,7,10623,9/18/17 15:02,11820
ALLP45O3BDWYM,caus_thomas_all_dis_v1,38YMOXR4MU0VJ0WDH6SJZ89R5B86W8,2,0,0,6,4,25189,9/18/17 15:02,11821
A1B3A98DFGB0HL,caus_thomas_all_dis_v1,33PPUNGG386SZEZ2KHFO97U5I0QRZH,8,0,0,4,2,201699,9/18/17 15:02,11822
A1SN8UWQYU7DUZ,caus_thomas_all_dis_v1,33F859I566EJSMIJIYNR9LLW4O7BHZ,5,3,3,2,1,14534,9/18/17 15:02,11823
A2CUBA783W1689,caus_thomas_all_dis_v1,3GDTJDAPVUCMI2LN6JJUAO3RD4LM8K,8,4,4,2,10,8616,9/18/17 15:02,11824
ALLP45O3BDWYM,caus_thomas_all_dis_v1,38YMOXR4MU0VJ0WDH6SJZ89R5B86W8,2,1,1,9,10,8138,9/18/17 15:02,11825
A1ZWFFGNM0ON,caus_thomas_all_dis_v1,3BEFOD78W6ULZ1YLUGTHTCNMBHL4MP,6,1,1,1,8,18371,9/18/17 15:02,11826
ALLP45O3BDWYM,caus_thomas_all_dis_v1,38YMOXR4MU0VJ0WDH6SJZ89R5B86W8,3,2,2,1,8,6449,9/18/17 15:02,11827
A1SN8UWQYU7DUZ,caus_thomas_all_dis_v1,33F859I566EJSMIJIYNR9LLW4O7BHZ,7,4,4,9,2,11157,9/18/17 15:02,11828
A1ZWFFGNM0ON,caus_thomas_all_dis_v1,3BEFOD78W6ULZ1YLUGTHTCNMBHL4MP,0,2,2,4,10,10572,9/18/17 15:02,11829
AL541T2GYII0V,caus_thomas_all_dis_v1,3X4MXAO0BGPO5JUX9UVHA30N1YNRWS,6,0,0,4,9,55958,9/18/17 15:02,11830
ALLP45O3BDWYM,caus_thomas_all_dis_v1,38YMOXR4MU0VJ0WDH6SJZ89R5B86W8,3,3,3,5,9,10911,9/18/17 15:02,11831
A2EEL9YYUHL5SK,caus_thomas_all_dis_v1,3E4GGUZ1T8SG6ZJV5QXDLKYK2YS2KK,6,0,0,4,1,18715,9/18/17 15:02,11832
A1ZWFFGNM0ON,caus_thomas_all_dis_v1,3BEFOD78W6ULZ1YLUGTHTCNMBHL4MP,8,3,3,10,5,8085,9/18/17 15:02,11833
ALLP45O3BDWYM,caus_thomas_all_dis_v1,38YMOXR4MU0VJ0WDH6SJZ89R5B86W8,2,4,4,4,1,4532,9/18/17 15:02,11834
A1ZWFFGNM0ON,caus_thomas_all_dis_v1,3BEFOD78W6ULZ1YLUGTHTCNMBHL4MP,5,4,4,5,7,5268,9/18/17 15:02,11835
AL541T2GYII0V,caus_thomas_all_dis_v1,3X4MXAO0BGPO5JUX9UVHA30N1YNRWS,6,1,1,7,8,12901,9/18/17 15:03,11836
AL541T2GYII0V,caus_thomas_all_dis_v1,3X4MXAO0BGPO5JUX9UVHA30N1YNRWS,7,2,2,9,10,8734,9/18/17 15:03,11837
A1B3A98DFGB0HL,caus_thomas_all_dis_v1,33PPUNGG386SZEZ2KHFO97U5I0QRZH,8,1,1,6,6,44273,9/18/17 15:03,11838
A1DCDGRWT01T5X,caus_thomas_all_dis_v1,3X87C8JFV6CVM1YOCAWG8ONXZZPSQD,6,0,0,2,1,27121,9/18/17 15:03,11839
A79GNQWB491QI,caus_thomas_all_dis_v1,3MD9PLUKKIF7KG7ARAY70NPVH2VNZH,8,0,0,7,9,41238,9/18/17 15:03,11840
A2EEL9YYUHL5SK,caus_thomas_all_dis_v1,3E4GGUZ1T8SG6ZJV5QXDLKYK2YS2KK,7,1,1,9,2,25006,9/18/17 15:03,11841
AL541T2GYII0V,caus_thomas_all_dis_v1,3X4MXAO0BGPO5JUX9UVHA30N1YNRWS,6,3,3,2,3,9493,9/18/17 15:03,11842
A2EEL9YYUHL5SK,caus_thomas_all_dis_v1,3E4GGUZ1T8SG6ZJV5QXDLKYK2YS2KK,6,2,2,5,7,8972,9/18/17 15:03,11843
A1DCDGRWT01T5X,caus_thomas_all_dis_v1,3X87C8JFV6CVM1YOCAWG8ONXZZPSQD,6,1,1,9,3,12778,9/18/17 15:03,11844
AL541T2GYII0V,caus_thomas_all_dis_v1,3X4MXAO0BGPO5JUX9UVHA30N1YNRWS,8,4,4,6,1,9949,9/18/17 15:03,11845
A79GNQWB491QI,caus_thomas_all_dis_v1,3MD9PLUKKIF7KG7ARAY70NPVH2VNZH,8,1,1,1,8,20612,9/18/17 15:03,11846
A1DCDGRWT01T5X,caus_thomas_all_dis_v1,3X87C8JFV6CVM1YOCAWG8ONXZZPSQD,6,2,2,1,6,7637,9/18/17 15:03,11847
A2EEL9YYUHL5SK,caus_thomas_all_dis_v1,3E4GGUZ1T8SG6ZJV5QXDLKYK2YS2KK,5,3,3,10,4,11934,9/18/17 15:03,11848
A1DCDGRWT01T5X,caus_thomas_all_dis_v1,3X87C8JFV6CVM1YOCAWG8ONXZZPSQD,6,3,3,4,8,5239,9/18/17 15:03,11849
A1B3A98DFGB0HL,caus_thomas_all_dis_v1,33PPUNGG386SZEZ2KHFO97U5I0QRZH,8,2,2,8,8,29430,9/18/17 15:03,11850
A3JZS32RQUWGJM,caus_thomas_all_dis_v1,33L7PJKHCGZQVXB7FGK6W2YJ7CI8T8,6,0,0,9,2,39342,9/18/17 15:03,11851
AEMQTBRPPWJTC,caus_thomas_all_dis_v1,3VBEN272MK049C4A9ER4EAJVTCGSGI,8,0,0,6,10,67895,9/18/17 15:03,11852
A2EEL9YYUHL5SK,caus_thomas_all_dis_v1,3E4GGUZ1T8SG6ZJV5QXDLKYK2YS2KK,1,4,4,1,8,7480,9/18/17 15:03,11853
A79GNQWB491QI,caus_thomas_all_dis_v1,3MD9PLUKKIF7KG7ARAY70NPVH2VNZH,8,2,2,5,3,11714,9/18/17 15:03,11854
A1DCDGRWT01T5X,caus_thomas_all_dis_v1,3X87C8JFV6CVM1YOCAWG8ONXZZPSQD,6,4,4,6,5,5799,9/18/17 15:03,11855
A3JZS32RQUWGJM,caus_thomas_all_dis_v1,33L7PJKHCGZQVXB7FGK6W2YJ7CI8T8,6,1,1,2,9,14852,9/18/17 15:04,11856
A3OPD4TFSE5TGF,caus_thomas_all_dis_v1,3TOK3KHVJTJ6IR1G9U61OSW1XKU7OX,8,0,0,10,1,65437,9/18/17 15:04,11857
"A3TIRLWM8AB3JY",caus_thomas_all_dis_v1,3HWRJOOET536PY8J3J1GE7YJGW1ESN,8,0,0,1,5,87530,9/18/17 15:04,11858
A79GNQWB491QI,caus_thomas_all_dis_v1,3MD9PLUKKIF7KG7ARAY70NPVH2VNZH,8,3,3,4,10,19007,9/18/17 15:04,11859
A3JZS32RQUWGJM,caus_thomas_all_dis_v1,33L7PJKHCGZQVXB7FGK6W2YJ7CI8T8,5,2,2,6,10,10728,9/18/17 15:04,11860
AEMQTBRPPWJTC,caus_thomas_all_dis_v1,3VBEN272MK049C4A9ER4EAJVTCGSGI,8,1,1,5,8,23752,9/18/17 15:04,11861
A79GNQWB491QI,caus_thomas_all_dis_v1,3MD9PLUKKIF7KG7ARAY70NPVH2VNZH,8,4,4,6,1,6878,9/18/17 15:04,11862
A3JZS32RQUWGJM,caus_thomas_all_dis_v1,33L7PJKHCGZQVXB7FGK6W2YJ7CI8T8,5,3,3,5,7,9048,9/18/17 15:04,11863
AEMQTBRPPWJTC,caus_thomas_all_dis_v1,3VBEN272MK049C4A9ER4EAJVTCGSGI,8,2,2,8,7,12242,9/18/17 15:04,11864
A1B3A98DFGB0HL,caus_thomas_all_dis_v1,33PPUNGG386SZEZ2KHFO97U5I0QRZH,8,3,3,5,7,42600,9/18/17 15:04,11865
A3JZS32RQUWGJM,caus_thomas_all_dis_v1,33L7PJKHCGZQVXB7FGK6W2YJ7CI8T8,6,4,4,10,6,7116,9/18/17 15:04,11866
A3OPD4TFSE5TGF,caus_thomas_all_dis_v1,3TOK3KHVJTJ6IR1G9U61OSW1XKU7OX,8,1,1,7,4,31728,9/18/17 15:04,11867
"A3SGR153YCJ1XN",caus_thomas_all_dis_v1,39LOEL67OS6LWGDD01EFEPULDD438L,4,0,0,4,8,17365,9/18/17 15:04,11868
"A3TIRLWM8AB3JY",caus_thomas_all_dis_v1,3HWRJOOET536PY8J3J1GE7YJGW1ESN,3,1,1,4,1,29984,9/18/17 15:04,11869
"A3SGR153YCJ1XN",caus_thomas_all_dis_v1,39LOEL67OS6LWGDD01EFEPULDD438L,4,1,1,1,10,9307,9/18/17 15:04,11870
AEMQTBRPPWJTC,caus_thomas_all_dis_v1,3VBEN272MK049C4A9ER4EAJVTCGSGI,8,3,3,7,1,20209,9/18/17 15:04,11871
A3OPD4TFSE5TGF,caus_thomas_all_dis_v1,3TOK3KHVJTJ6IR1G9U61OSW1XKU7OX,8,2,2,3,8,12683,9/18/17 15:04,11872
"A3TIRLWM8AB3JY",caus_thomas_all_dis_v1,3HWRJOOET536PY8J3J1GE7YJGW1ESN,3,2,2,9,9,12327,9/18/17 15:04,11873
"A3SGR153YCJ1XN",caus_thomas_all_dis_v1,39LOEL67OS6LWGDD01EFEPULDD438L,4,2,2,2,6,6165,9/18/17 15:04,11874
"A3TIRLWM8AB3JY",caus_thomas_all_dis_v1,3HWRJOOET536PY8J3J1GE7YJGW1ESN,4,3,3,2,4,2547,9/18/17 15:04,11875
"A3TIRLWM8AB3JY",caus_thomas_all_dis_v1,3HWRJOOET536PY8J3J1GE7YJGW1ESN,5,4,4,6,8,2910,9/18/17 15:04,11876
A1B3A98DFGB0HL,caus_thomas_all_dis_v1,33PPUNGG386SZEZ2KHFO97U5I0QRZH,8,4,4,1,3,29267,9/18/17 15:04,11877
AEMQTBRPPWJTC,caus_thomas_all_dis_v1,3VBEN272MK049C4A9ER4EAJVTCGSGI,8,4,4,1,4,11333,9/18/17 15:05,11878
"A3SGR153YCJ1XN",caus_thomas_all_dis_v1,39LOEL67OS6LWGDD01EFEPULDD438L,4,3,3,3,9,6508,9/18/17 15:05,11879
A3OPD4TFSE5TGF,caus_thomas_all_dis_v1,3TOK3KHVJTJ6IR1G9U61OSW1XKU7OX,8,3,3,1,2,11314,9/18/17 15:05,11880
A1BUBB41AO8TZ9,caus_thomas_all_dis_v1,3RXPCZQMQPC4FS5GWVCKI9WM3C21G6,7,0,0,6,7,27530,9/18/17 15:05,11881
"A3SGR153YCJ1XN",caus_thomas_all_dis_v1,39LOEL67OS6LWGDD01EFEPULDD438L,4,4,4,7,3,2684,9/18/17 15:05,11882
A3OPD4TFSE5TGF,caus_thomas_all_dis_v1,3TOK3KHVJTJ6IR1G9U61OSW1XKU7OX,8,4,4,9,7,10721,9/18/17 15:05,11883
A1BUBB41AO8TZ9,caus_thomas_all_dis_v1,3RXPCZQMQPC4FS5GWVCKI9WM3C21G6,7,1,1,3,4,15046,9/18/17 15:05,11884
A1BUBB41AO8TZ9,caus_thomas_all_dis_v1,3RXPCZQMQPC4FS5GWVCKI9WM3C21G6,7,2,2,2,8,11972,9/18/17 15:05,11885
A1BUBB41AO8TZ9,caus_thomas_all_dis_v1,3RXPCZQMQPC4FS5GWVCKI9WM3C21G6,7,3,3,5,6,7901,9/18/17 15:05,11886
A1BUBB41AO8TZ9,caus_thomas_all_dis_v1,3RXPCZQMQPC4FS5GWVCKI9WM3C21G6,7,4,4,1,9,6836,9/18/17 15:05,11887
ADKBTSKPX195Q,caus_thomas_all_dis_v1,3WQ3B2KGE8H8OBX5G9K6HY5PNZC1BR,4,0,0,8,2,62599,9/18/17 15:05,11888
A2NTFSDVQ5R2VF,caus_thomas_all_dis_v1,3B1NLC6UGZX7WKOIHXNAJ5EK6SAGPR,8,0,0,3,2,36632,9/18/17 15:06,11889
"ARXKQFSEKTYID",caus_thomas_all_dis_v1,308XBLVESI5WHGWME3ZLNPN2RX6BRX,8,0,0,10,8,51861,9/18/17 15:06,11890
"ARXKQFSEKTYID",caus_thomas_all_dis_v1,308XBLVESI5WHGWME3ZLNPN2RX6BRX,1,1,1,8,10,13053,9/18/17 15:06,11891
A2NTFSDVQ5R2VF,caus_thomas_all_dis_v1,3B1NLC6UGZX7WKOIHXNAJ5EK6SAGPR,0,1,1,7,1,32480,9/18/17 15:06,11892
ADKBTSKPX195Q,caus_thomas_all_dis_v1,3WQ3B2KGE8H8OBX5G9K6HY5PNZC1BR,5,1,1,9,7,57288,9/18/17 15:06,11893
A2NTFSDVQ5R2VF,caus_thomas_all_dis_v1,3B1NLC6UGZX7WKOIHXNAJ5EK6SAGPR,6,2,2,8,8,5783,9/18/17 15:06,11894
"ARXKQFSEKTYID",caus_thomas_all_dis_v1,308XBLVESI5WHGWME3ZLNPN2RX6BRX,8,2,2,1,5,24377,9/18/17 15:06,11895
A2NTFSDVQ5R2VF,caus_thomas_all_dis_v1,3B1NLC6UGZX7WKOIHXNAJ5EK6SAGPR,5,3,3,5,3,6429,9/18/17 15:07,11896
ADKBTSKPX195Q,caus_thomas_all_dis_v1,3WQ3B2KGE8H8OBX5G9K6HY5PNZC1BR,5,2,2,1,3,14901,9/18/17 15:07,11897
"ARXKQFSEKTYID",caus_thomas_all_dis_v1,308XBLVESI5WHGWME3ZLNPN2RX6BRX,4,3,3,4,9,14954,9/18/17 15:07,11898
A2NTFSDVQ5R2VF,caus_thomas_all_dis_v1,3B1NLC6UGZX7WKOIHXNAJ5EK6SAGPR,5,4,4,2,9,15038,9/18/17 15:07,11899
A1OUD2FVFBTL6G,caus_thomas_all_dis_v1,39DD6S19JPC3QAUXYBVOA0VM3B2EZT,5,0,0,9,8,30346,9/18/17 15:07,11900
"ARXKQFSEKTYID",caus_thomas_all_dis_v1,308XBLVESI5WHGWME3ZLNPN2RX6BRX,4,4,4,6,7,9908,9/18/17 15:07,11901
A1OUD2FVFBTL6G,caus_thomas_all_dis_v1,39DD6S19JPC3QAUXYBVOA0VM3B2EZT,8,1,1,6,1,23950,9/18/17 15:07,11902
A17W9UR44LIWHH,caus_thomas_all_dis_v1,3GNCZX450IO6MTBFVXV0NJ3H8XXPAO,8,0,0,10,4,35946,9/18/17 15:07,11903
ACXBX9CNHAFGW,caus_thomas_all_dis_v1,3EFE17QCRC6I98ZLTK9MZAVW8CUHS7,4,0,0,5,9,38878,9/18/17 15:07,11904
A1OUD2FVFBTL6G,caus_thomas_all_dis_v1,39DD6S19JPC3QAUXYBVOA0VM3B2EZT,4,2,2,2,3,16578,9/18/17 15:08,11905
ACXBX9CNHAFGW,caus_thomas_all_dis_v1,3EFE17QCRC6I98ZLTK9MZAVW8CUHS7,5,1,1,6,6,10034,9/18/17 15:08,11906
ACXBX9CNHAFGW,caus_thomas_all_dis_v1,3EFE17QCRC6I98ZLTK9MZAVW8CUHS7,2,2,2,9,3,6270,9/18/17 15:08,11907
A1OUD2FVFBTL6G,caus_thomas_all_dis_v1,39DD6S19JPC3QAUXYBVOA0VM3B2EZT,4,3,3,3,2,15339,9/18/17 15:08,11908
ACXBX9CNHAFGW,caus_thomas_all_dis_v1,3EFE17QCRC6I98ZLTK9MZAVW8CUHS7,4,3,3,3,1,5812,9/18/17 15:08,11909
A17W9UR44LIWHH,caus_thomas_all_dis_v1,3GNCZX450IO6MTBFVXV0NJ3H8XXPAO,8,1,1,2,2,35827,9/18/17 15:08,11910
ACXBX9CNHAFGW,caus_thomas_all_dis_v1,3EFE17QCRC6I98ZLTK9MZAVW8CUHS7,0,4,4,10,7,4291,9/18/17 15:08,11911
ADKBTSKPX195Q,caus_thomas_all_dis_v1,3WQ3B2KGE8H8OBX5G9K6HY5PNZC1BR,5,3,3,4,4,82790,9/18/17 15:08,11912
A1OUD2FVFBTL6G,caus_thomas_all_dis_v1,39DD6S19JPC3QAUXYBVOA0VM3B2EZT,8,4,4,10,5,10639,9/18/17 15:08,11913
A3B58QWMTBXVE0,caus_thomas_all_dis_v1,39K0FND3AHG01QE23H386F9M3SMAMD,8,0,0,9,7,27761,9/18/17 15:08,11914
ADKBTSKPX195Q,caus_thomas_all_dis_v1,3WQ3B2KGE8H8OBX5G9K6HY5PNZC1BR,5,4,4,3,9,8106,9/18/17 15:08,11915
A17W9UR44LIWHH,caus_thomas_all_dis_v1,3GNCZX450IO6MTBFVXV0NJ3H8XXPAO,8,2,2,1,7,23772,9/18/17 15:08,11916
A28LDS4QD3KJ10,caus_thomas_all_dis_v1,32SCWG5HIH55ZRZC5KEO7E1VCE7P6Y,4,0,0,8,8,57564,9/18/17 15:08,11917
A3B58QWMTBXVE0,caus_thomas_all_dis_v1,39K0FND3AHG01QE23H386F9M3SMAMD,8,1,1,1,8,24695,9/18/17 15:08,11918
A17W9UR44LIWHH,caus_thomas_all_dis_v1,3GNCZX450IO6MTBFVXV0NJ3H8XXPAO,8,3,3,7,3,11001,9/18/17 15:09,11919
A167SYXGXFU7C8,caus_thomas_all_dis_v1,34S9DKFK73Q7FQX5VOWOMGGTB9YNYZ,8,0,0,8,4,39286,9/18/17 15:09,11920
A1B3A98DFGB0HL,caus_thomas_all_dis_v1,33PPUNGG386SZEZ2KHFO97U5I0QRZH,8,0,0,1,8,13964,9/18/17 15:09,11921
A28LDS4QD3KJ10,caus_thomas_all_dis_v1,32SCWG5HIH55ZRZC5KEO7E1VCE7P6Y,2,1,1,1,9,18301,9/18/17 15:09,11922
A17W9UR44LIWHH,caus_thomas_all_dis_v1,3GNCZX450IO6MTBFVXV0NJ3H8XXPAO,8,4,4,3,5,10595,9/18/17 15:09,11923
A3B58QWMTBXVE0,caus_thomas_all_dis_v1,39K0FND3AHG01QE23H386F9M3SMAMD,8,2,2,3,2,15629,9/18/17 15:09,11924
A1B3A98DFGB0HL,caus_thomas_all_dis_v1,33PPUNGG386SZEZ2KHFO97U5I0QRZH,8,1,1,4,5,13867,9/18/17 15:09,11925
A167SYXGXFU7C8,caus_thomas_all_dis_v1,34S9DKFK73Q7FQX5VOWOMGGTB9YNYZ,8,1,1,3,9,20934,9/18/17 15:09,11926
A28LDS4QD3KJ10,caus_thomas_all_dis_v1,32SCWG5HIH55ZRZC5KEO7E1VCE7P6Y,1,2,2,10,2,12137,9/18/17 15:09,11927
A3B58QWMTBXVE0,caus_thomas_all_dis_v1,39K0FND3AHG01QE23H386F9M3SMAMD,8,3,3,5,1,16238,9/18/17 15:09,11928
A1B3A98DFGB0HL,caus_thomas_all_dis_v1,33PPUNGG386SZEZ2KHFO97U5I0QRZH,8,2,2,5,10,11418,9/18/17 15:09,11929
A28LDS4QD3KJ10,caus_thomas_all_dis_v1,32SCWG5HIH55ZRZC5KEO7E1VCE7P6Y,1,3,3,9,4,9807,9/18/17 15:09,11930
A167SYXGXFU7C8,caus_thomas_all_dis_v1,34S9DKFK73Q7FQX5VOWOMGGTB9YNYZ,8,2,2,10,1,15296,9/18/17 15:09,11931
A28LDS4QD3KJ10,caus_thomas_all_dis_v1,32SCWG5HIH55ZRZC5KEO7E1VCE7P6Y,3,4,4,5,3,8695,9/18/17 15:09,11932
A3B58QWMTBXVE0,caus_thomas_all_dis_v1,39K0FND3AHG01QE23H386F9M3SMAMD,8,4,4,10,3,14294,9/18/17 15:09,11933
A1B3A98DFGB0HL,caus_thomas_all_dis_v1,33PPUNGG386SZEZ2KHFO97U5I0QRZH,8,3,3,3,2,17230,9/18/17 15:09,11934
A167SYXGXFU7C8,caus_thomas_all_dis_v1,34S9DKFK73Q7FQX5VOWOMGGTB9YNYZ,8,3,3,6,8,16773,9/18/17 15:10,11935
A2TR3ESZK9NUAM,caus_thomas_all_dis_v1,3VZLGYJEYLBCWALETGLGYPGTJHDXZL,2,0,0,10,7,31592,9/18/17 15:10,11936
A1B3A98DFGB0HL,caus_thomas_all_dis_v1,33PPUNGG386SZEZ2KHFO97U5I0QRZH,8,4,4,7,9,14949,9/18/17 15:10,11937
A167SYXGXFU7C8,caus_thomas_all_dis_v1,34S9DKFK73Q7FQX5VOWOMGGTB9YNYZ,8,4,4,1,2,14901,9/18/17 15:10,11938
A192GF5OVDH757,caus_thomas_all_dis_v1,3R2PKQ87NW9F78X0F5VLNDX5GZKMIK,8,0,0,9,1,55586,9/18/17 15:10,11939
A2TR3ESZK9NUAM,caus_thomas_all_dis_v1,3VZLGYJEYLBCWALETGLGYPGTJHDXZL,2,1,1,5,3,15076,9/18/17 15:10,11940
A2TR3ESZK9NUAM,caus_thomas_all_dis_v1,3VZLGYJEYLBCWALETGLGYPGTJHDXZL,4,2,2,4,2,6884,9/18/17 15:10,11941
A2TR3ESZK9NUAM,caus_thomas_all_dis_v1,3VZLGYJEYLBCWALETGLGYPGTJHDXZL,4,3,3,6,4,8808,9/18/17 15:10,11942
A1GMVCWXQPG8ZR,caus_thomas_all_dis_v1,3A1COHJ8NJW0QOKCFM3HIJVVWHHH8Z,8,0,0,6,5,31392,9/18/17 15:10,11943
A2TR3ESZK9NUAM,caus_thomas_all_dis_v1,3VZLGYJEYLBCWALETGLGYPGTJHDXZL,4,4,4,3,6,9258,9/18/17 15:10,11944
"A1Z413SA6HUFT8",caus_thomas_all_dis_v1,3K4J6M3CXEU09GIGSE5DTAPP76AGAB,8,0,0,9,10,40352,9/18/17 15:10,11945
A1GMVCWXQPG8ZR,caus_thomas_all_dis_v1,3A1COHJ8NJW0QOKCFM3HIJVVWHHH8Z,8,1,1,3,4,13926,9/18/17 15:10,11946
A192GF5OVDH757,caus_thomas_all_dis_v1,3R2PKQ87NW9F78X0F5VLNDX5GZKMIK,8,1,1,1,9,38665,9/18/17 15:10,11947
A1GMVCWXQPG8ZR,caus_thomas_all_dis_v1,3A1COHJ8NJW0QOKCFM3HIJVVWHHH8Z,8,2,2,2,6,8461,9/18/17 15:11,11948
A1GMVCWXQPG8ZR,caus_thomas_all_dis_v1,3A1COHJ8NJW0QOKCFM3HIJVVWHHH8Z,8,3,3,1,8,9147,9/18/17 15:11,11949
AO0I8T2YWBHVZ,caus_thomas_all_dis_v1,3B4YI393V9X7ZHD14ELL3O2YHNBSS3,8,0,0,7,1,50041,9/18/17 15:11,11950
A192GF5OVDH757,caus_thomas_all_dis_v1,3R2PKQ87NW9F78X0F5VLNDX5GZKMIK,8,2,2,7,4,20803,9/18/17 15:11,11951
A1GMVCWXQPG8ZR,caus_thomas_all_dis_v1,3A1COHJ8NJW0QOKCFM3HIJVVWHHH8Z,8,4,4,10,9,9567,9/18/17 15:11,11952
"A1Z413SA6HUFT8",caus_thomas_all_dis_v1,3K4J6M3CXEU09GIGSE5DTAPP76AGAB,4,1,1,6,8,32920,9/18/17 15:11,11953
A285E5FTA8GGID,caus_thomas_all_dis_v1,3F0BG9B9MPOIC55IFHFZQJU3BUUY70,7,0,0,9,10,50327,9/18/17 15:11,11954
"A1Z413SA6HUFT8",caus_thomas_all_dis_v1,3K4J6M3CXEU09GIGSE5DTAPP76AGAB,2,2,2,3,9,9870,9/18/17 15:11,11955
A192GF5OVDH757,caus_thomas_all_dis_v1,3R2PKQ87NW9F78X0F5VLNDX5GZKMIK,8,3,3,5,6,20370,9/18/17 15:11,11956
A285E5FTA8GGID,caus_thomas_all_dis_v1,3F0BG9B9MPOIC55IFHFZQJU3BUUY70,4,1,1,5,4,13720,9/18/17 15:11,11957
"A1Z413SA6HUFT8",caus_thomas_all_dis_v1,3K4J6M3CXEU09GIGSE5DTAPP76AGAB,2,3,3,2,5,9550,9/18/17 15:11,11958
AO0I8T2YWBHVZ,caus_thomas_all_dis_v1,3B4YI393V9X7ZHD14ELL3O2YHNBSS3,1,1,1,2,3,31536,9/18/17 15:11,11959
A192GF5OVDH757,caus_thomas_all_dis_v1,3R2PKQ87NW9F78X0F5VLNDX5GZKMIK,8,4,4,3,2,7406,9/18/17 15:11,11960
AO0I8T2YWBHVZ,caus_thomas_all_dis_v1,3B4YI393V9X7ZHD14ELL3O2YHNBSS3,8,2,2,10,5,14474,9/18/17 15:12,11961
A285E5FTA8GGID,caus_thomas_all_dis_v1,3F0BG9B9MPOIC55IFHFZQJU3BUUY70,1,2,2,2,2,21458,9/18/17 15:12,11962
"A1Z413SA6HUFT8",caus_thomas_all_dis_v1,3K4J6M3CXEU09GIGSE5DTAPP76AGAB,3,4,4,7,4,25653,9/18/17 15:12,11963
A285E5FTA8GGID,caus_thomas_all_dis_v1,3F0BG9B9MPOIC55IFHFZQJU3BUUY70,5,3,3,6,1,8340,9/18/17 15:12,11964
AO0I8T2YWBHVZ,caus_thomas_all_dis_v1,3B4YI393V9X7ZHD14ELL3O2YHNBSS3,0,3,3,1,8,19260,9/18/17 15:12,11965
A285E5FTA8GGID,caus_thomas_all_dis_v1,3F0BG9B9MPOIC55IFHFZQJU3BUUY70,0,4,4,3,7,12987,9/18/17 15:12,11966
AO0I8T2YWBHVZ,caus_thomas_all_dis_v1,3B4YI393V9X7ZHD14ELL3O2YHNBSS3,1,4,4,3,6,16470,9/18/17 15:12,11967
A2223XYV804AY7,caus_thomas_all_dis_v1,31Z0PCVWUKGMVJ6O5BS0I22OWSCT76,8,0,0,2,1,42107,9/18/17 15:13,11968
A3UP7JZIG0EVB6,caus_thomas_all_dis_v1,3Y9N9SS8LYCXDB94H9PV0H8MO433DT,5,0,0,3,7,33768,9/18/17 15:13,11969
ACY779V092XNJ,caus_thomas_all_dis_v1,3S06PH7KSR5138VPU5BCCOTPQKP1DZ,5,0,0,5,2,10199,9/18/17 15:13,11970
ACY779V092XNJ,caus_thomas_all_dis_v1,3S06PH7KSR5138VPU5BCCOTPQKP1DZ,5,1,1,2,10,6039,9/18/17 15:13,11971
ACY779V092XNJ,caus_thomas_all_dis_v1,3S06PH7KSR5138VPU5BCCOTPQKP1DZ,3,2,2,4,8,3118,9/18/17 15:13,11972
A2223XYV804AY7,caus_thomas_all_dis_v1,31Z0PCVWUKGMVJ6O5BS0I22OWSCT76,0,1,1,10,3,14182,9/18/17 15:13,11973
