"","subj_numeric"
"2497",501
"2498",501
"2499",501
"2500",501
"2501",501
"2502",502
"2503",502
"2504",502
"2505",502
"2506",502
"2507",503
"2508",503
"2509",503
"2510",503
"2511",503
"2512",504
"2513",504
"2514",504
"2515",504
"2516",504
"2517",505
"2518",505
"2519",505
"2520",505
"2521",505
"2522",506
"2523",506
"2524",506
"2525",506
"2526",506
"2527",507
"2528",507
"2529",507
"2530",507
"2531",507
"2532",508
"2533",508
"2534",508
"2535",509
"2536",509
"2537",509
"2538",509
"2539",509
"2540",510
"2541",510
"2542",510
"2543",510
"2544",510
"2545",511
"2546",511
"2547",511
"2548",511
"2549",511
"2550",512
"2551",512
"2552",512
"2553",512
"2554",512
"2555",513
"2556",513
"2557",513
"2558",513
"2559",513
"2560",514
"2561",514
"2562",514
"2563",514
"2564",514
"2565",515
"2566",515
"2567",515
"2568",515
"2569",515
"2570",516
"2571",516
"2572",516
"2573",516
"2574",516
"2575",517
"2576",517
"2577",517
"2578",517
"2579",517
"2580",518
"2581",518
"2582",518
"2583",518
"2584",518
"2585",519
"2586",519
"2587",519
"2588",519
"2589",519
"2590",520
"2591",520
"2592",520
"2593",520
"2594",520
"2595",521
"2596",521
"2597",521
"2598",521
"2599",521
"2600",522
"2601",522
"2602",522
"2603",522
"2604",522
"2605",523
"2606",523
"2607",523
"2608",523
"2609",523
"2610",524
"2611",524
"2612",524
"2613",524
"2614",524
"2615",525
"2616",525
"2617",525
"2618",525
"2619",525
"2620",526
"2621",526
"2622",526
"2623",526
"2624",526
"2625",527
"2626",527
"2627",527
"2628",527
"2629",527
"2630",528
"2631",528
"2632",528
"2633",528
"2634",528
"2635",529
"2636",529
"2637",529
"2638",529
"2639",529
"2640",530
"2641",530
"2642",530
"2643",530
"2644",530
"2645",531
"2646",531
"2647",531
"2648",531
"2649",531
"2650",532
"2651",532
"2652",532
"2653",532
"2654",532
"2655",533
"2656",533
"2657",533
"2658",533
"2659",533
"2660",534
"2661",534
"2662",534
"2663",534
"2664",534
"2665",535
"2666",535
"2667",535
"2668",535
"2669",535
"2670",536
"2671",536
"2672",536
"2673",536
"2674",536
"2675",537
"2676",537
"2677",537
"2678",537
"2679",537
"2680",538
"2681",538
"2682",538
"2683",538
"2684",538
"2685",539
"2686",539
"2687",539
"2688",539
"2689",539
"2690",540
"2691",540
"2692",540
"2693",540
"2694",540
"2695",541
"2696",541
"2697",541
"2698",541
"2699",541
"2700",542
"2701",542
"2702",542
"2703",542
"2704",542
"2705",543
"2706",543
"2707",543
"2708",543
"2709",543
"2710",544
"2711",544
"2712",544
"2713",544
"2714",544
"2715",545
"2716",545
"2717",545
"2718",545
"2719",545
"2720",546
"2721",546
"2722",546
"2723",546
"2724",546
"2725",547
"2726",547
"2727",547
"2728",547
"2729",547
"2730",548
"2731",548
"2732",548
"2733",548
"2734",548
"2735",549
"2736",549
"2737",549
"2738",549
"2739",549
"2740",550
"2741",550
"2742",550
"2743",550
"2744",550
"2745",551
"2746",551
"2747",551
"2748",551
"2749",551
"2750",552
"2751",552
"2752",552
"2753",552
"2754",552
"2755",553
"2756",553
"2757",553
"2758",553
"2759",553
"2760",554
"2761",554
"2762",554
"2763",554
"2764",554
"2765",555
"2766",555
"2767",555
"2768",555
"2769",555
"2770",556
"2771",556
"2772",556
"2773",556
"2774",556
"2775",557
"2776",557
"2777",557
"2778",557
"2779",557
"2780",558
"2781",558
"2782",558
"2783",558
"2784",558
"2785",559
"2786",559
"2787",559
"2788",559
"2789",559
"2790",560
"2791",560
"2792",560
"2793",560
"2794",560
"2795",561
"2796",561
"2797",561
"2798",561
"2799",561
"2800",562
"2801",562
"2802",562
"2803",562
"2804",562
"2805",563
"2806",563
"2807",563
"2808",563
"2809",563
"2810",564
"2811",564
"2812",564
"2813",564
"2814",564
"2815",565
"2816",565
"2817",565
"2818",565
"2819",565
"2820",566
"2821",566
"2822",566
"2823",566
"2824",566
"2825",567
"2826",567
"2827",567
"2828",567
"2829",567
"2830",568
"2831",568
"2832",568
"2833",568
"2834",568
"2835",569
"2836",569
"2837",569
"2838",569
"2839",569
"2840",570
"2841",570
"2842",570
"2843",570
"2844",570
"2845",571
"2846",571
"2847",571
"2848",571
"2849",571
"2850",572
"2851",572
"2852",572
"2853",572
"2854",572
"2855",573
"2856",573
"2857",573
"2858",573
"2859",573
"2860",574
"2861",574
"2862",574
"2863",574
"2864",574
"2865",575
"2866",575
"2867",575
"2868",575
"2869",575
"2870",576
"2871",576
"2872",576
"2873",576
"2874",576
"2875",577
"2876",577
"2877",577
"2878",577
"2879",577
"2880",578
"2881",578
"2882",578
"2883",578
"2884",578
"2885",579
"2886",579
"2887",579
"2888",579
"2889",579
"2890",580
"2891",580
"2892",580
"2893",580
"2894",580
"2895",581
"2896",581
"2897",581
"2898",581
"2899",581
"2900",582
"2901",582
"2902",582
"2903",582
"2904",582
"2905",583
"2906",583
"2907",583
"2908",583
"2909",583
"2910",584
"2911",584
"2912",584
"2913",584
"2914",584
"2915",585
"2916",585
"2917",585
"2918",585
"2919",585
"2920",586
"2921",586
"2922",586
"2923",586
"2924",586
"2925",587
"2926",587
"2927",587
"2928",587
"2929",587
"2930",588
"2931",588
"2932",588
"2933",588
"2934",588
"2935",589
"2936",589
"2937",589
"2938",589
"2939",589
"2940",590
"2941",590
"2942",590
"2943",590
"2944",590
"2945",591
"2946",591
"2947",591
"2948",591
"2949",591
"2950",592
"2951",592
"2952",592
"2953",592
"2954",592
"2955",593
"2956",593
"2957",593
"2958",593
"2959",593
"2960",594
"2961",594
"2962",594
"2963",594
"2964",594
"2965",595
"2966",595
"2967",595
"2968",595
"2969",595
"2970",596
"2971",596
"2972",596
"2973",596
"2974",596
"2975",597
"2976",597
"2977",597
"2978",597
"2979",597
"2980",598
"2981",598
"2982",598
"2983",598
"2984",598
"2985",599
"2986",599
"2987",599
"2988",599
"2989",599
"2990",600
"2991",600
"2992",600
"2993",600
"2994",600
"2995",601
"2996",601
"2997",601
"2998",601
"2999",601
"3000",602
"3001",602
"3002",602
"3003",602
"3004",602
"3005",603
"3006",603
"3007",603
"3008",603
"3009",603
"3010",604
"3011",604
"3012",604
"3013",604
"3014",604
"3015",605
"3016",605
"3017",605
"3018",605
"3019",605
"3020",606
"3021",606
"3022",606
"3023",606
"3024",606
"3025",607
"3026",607
"3027",607
"3028",607
"3029",607
"3030",608
"3031",608
"3032",608
"3033",608
"3034",608
"3035",609
"3036",609
"3037",609
"3038",609
"3039",609
"3040",610
"3041",610
"3042",610
"3043",610
"3044",610
"3045",611
"3046",611
"3047",611
"3048",611
"3049",611
"3050",612
"3051",612
"3052",612
"3053",612
"3054",612
"3055",613
"3056",613
"3057",613
"3058",613
"3059",613
"3060",614
"3061",614
"3062",614
"3063",614
"3064",614
"3065",615
"3066",615
"3067",615
"3068",615
"3069",615
"3070",616
"3071",616
"3072",616
"3073",616
"3074",616
"3075",617
"3076",617
"3077",617
"3078",617
"3079",617
"3080",618
"3081",618
"3082",618
"3083",618
"3084",618
"3085",619
"3086",619
"3087",619
"3088",619
"3089",619
"3090",620
"3091",620
"3092",620
"3093",620
"3094",620
"3095",621
"3096",621
"3097",621
"3098",621
"3099",621
"3100",622
"3101",622
"3102",622
"3103",622
"3104",622
"3105",623
"3106",623
"3107",623
"3108",623
"3109",623
"3110",624
"3111",624
"3112",624
"3113",624
"3114",624
"3115",625
"3116",625
"3117",625
"3118",625
"3119",625
"3120",626
"3121",626
"3122",626
"3123",626
"3124",626
"3125",627
"3126",627
"3127",627
"3128",627
"3129",627
"3130",628
"3131",628
"3132",628
"3133",628
"3134",628
"3135",629
"3136",629
"3137",629
"3138",629
"3139",629
"3140",630
"3141",630
"3142",630
"3143",630
"3144",630
"3145",631
"3146",631
"3147",631
"3148",631
"3149",631
"3150",632
"3151",632
"3152",632
"3153",632
"3154",632
"3155",633
"3156",633
"3157",633
"3158",633
"3159",633
"3160",634
"3161",634
"3162",634
"3163",634
"3164",634
"3165",635
"3166",635
"3167",635
"3168",635
"3169",635
"3170",636
"3171",636
"3172",636
"3173",636
"3174",636
"3175",637
"3176",637
"3177",637
"3178",637
"3179",637
"3180",638
"3181",638
"3182",638
"3183",638
"3184",638
"3185",639
"3186",639
"3187",639
"3188",639
"3189",639
"3190",640
"3191",640
"3192",640
"3193",640
"3194",640
"3195",641
"3196",641
"3197",641
"3198",641
"3199",641
"3200",642
"3201",642
"3202",642
"3203",642
"3204",642
"3205",643
"3206",643
"3207",643
"3208",643
"3209",643
"3210",644
"3211",644
"3212",644
"3213",644
"3214",644
"3215",645
"3216",645
"3217",645
"3218",645
"3219",645
"3220",646
"3221",646
"3222",646
"3223",646
"3224",646
"3225",647
"3226",647
"3227",647
"3228",647
"3229",647
"3230",648
"3231",648
"3232",648
"3233",648
"3234",648
"3235",649
"3236",649
"3237",649
"3238",649
"3239",649
"3240",650
"3241",650
"3242",650
"3243",650
"3244",650
"3245",651
"3246",651
"3247",651
"3248",651
"3249",651
"3250",652
"3251",652
"3252",652
"3253",652
"3254",652
"3255",653
"3256",653
"3257",653
"3258",653
"3259",653
"3260",654
"3261",654
"3262",654
"3263",654
"3264",654
"3265",655
"3266",655
"3267",655
"3268",655
"3269",655
"3270",656
"3271",656
"3272",656
"3273",656
"3274",656
"3275",657
"3276",657
"3277",657
"3278",657
"3279",657
"3280",658
"3281",658
"3282",658
"3283",658
"3284",658
"3285",659
"3286",659
"3287",659
"3288",659
"3289",659
"3290",660
"3291",660
"3292",660
"3293",660
"3294",660
"3295",661
"3296",661
"3297",661
"3298",661
"3299",661
"3300",662
"3301",662
"3302",662
"3303",662
"3304",662
"3305",663
"3306",663
"3307",663
"3308",663
"3309",663
"3310",664
"3311",664
"3312",664
"3313",664
"3314",664
"3315",665
"3316",665
"3317",665
"3318",665
"3319",665
"3320",666
"3321",666
"3322",666
"3323",666
"3324",666
"3325",667
"3326",667
"3327",667
"3328",667
"3329",667
"3330",668
"3331",668
"3332",668
"3333",668
"3334",668
"3335",669
"3336",669
"3337",669
"3338",669
"3339",669
"3340",670
"3341",670
"3342",670
"3343",670
"3344",670
"3345",671
"3346",671
"3347",671
"3348",671
"3349",671
"3350",672
"3351",672
"3352",672
"3353",672
"3354",672
"3355",673
"3356",673
"3357",673
"3358",673
"3359",673
"3360",674
"3361",674
"3362",674
"3363",674
"3364",674
"3365",675
"3366",675
"3367",675
"3368",675
"3369",675
"3370",676
"3371",676
"3372",676
"3373",676
"3374",676
"3375",677
"3376",677
"3377",677
"3378",677
"3379",677
"3380",678
"3381",678
"3382",678
"3383",678
"3384",678
"3385",679
"3386",679
"3387",679
"3388",679
"3389",679
"3390",680
"3391",680
"3392",680
"3393",680
"3394",680
"3395",681
"3396",681
"3397",681
"3398",681
"3399",681
"3400",682
"3401",682
"3402",682
"3403",682
"3404",682
"3405",683
"3406",683
"3407",683
"3408",683
"3409",683
"3410",684
"3411",684
"3412",684
"3413",684
"3414",684
"3415",685
"3416",685
"3417",685
"3418",685
"3419",685
"3420",686
"3421",686
"3422",686
"3423",686
"3424",686
"3425",687
"3426",687
"3427",687
"3428",687
"3429",687
"3430",688
"3431",688
"3432",688
"3433",688
"3434",688
"3435",689
"3436",689
"3437",689
"3438",689
"3439",689
"3440",690
"3441",690
"3442",690
"3443",690
"3444",690
"3445",691
"3446",691
"3447",691
"3448",691
"3449",691
"3450",692
"3451",692
"3452",692
"3453",692
"3454",692
"3455",693
"3456",693
"3457",693
"3458",693
"3459",693
"3460",694
"3461",694
"3462",694
"3463",694
"3464",694
"3465",695
"3466",695
"3467",695
"3468",695
"3469",695
"3470",696
"3471",696
"3472",696
"3473",696
"3474",696
"3475",697
"3476",697
"3477",697
"3478",697
"3479",697
"3480",698
"3481",698
"3482",698
"3483",698
"3484",698
"3485",699
"3486",699
"3487",699
"3488",699
"3489",699
"3490",700
"3491",700
"3492",700
"3493",700
"3494",700
"3495",701
"3496",701
"3497",701
"3498",701
"3499",701
"3500",702
"3501",702
"3502",702
"3503",702
"3504",702
"3505",703
"3506",703
"3507",703
"3508",703
"3509",703
"3510",704
"3511",704
"3512",704
"3513",704
"3514",704
"3515",705
"3516",705
"3517",705
"3518",705
"3519",705
"3520",706
"3521",706
"3522",706
"3523",706
"3524",706
"3525",707
"3526",707
"3527",707
"3528",707
"3529",707
"3530",708
"3531",708
"3532",708
"3533",709
"3534",709
"3535",709
"3536",709
"3537",709
"3538",710
"3539",710
"3540",710
"3541",710
"3542",710
"3543",711
"3544",711
"3545",711
"3546",711
"3547",711
"3548",712
"3549",712
"3550",712
"3551",712
"3552",712
"3553",713
"3554",713
"3555",713
"3556",713
"3557",713
"3558",714
"3559",714
"3560",714
"3561",714
"3562",714
"3563",715
"3564",715
"3565",715
"3566",715
"3567",715
"3568",716
"3569",716
"3570",716
"3571",716
"3572",716
"3573",717
"3574",717
"3575",717
"3576",717
"3577",717
"3578",718
"3579",718
"3580",718
"3581",718
"3582",718
"3583",719
"3584",719
"3585",719
"3586",719
"3587",719
"3588",720
"3589",720
"3590",720
"3591",720
"3592",720
"3593",721
"3594",721
"3595",721
"3596",721
"3597",721
"3598",722
"3599",722
"3600",722
"3601",722
"3602",722
"3603",723
"3604",723
"3605",723
"3606",723
"3607",723
"3608",724
"3609",724
"3610",724
"3611",724
"3612",724
"3613",725
"3614",725
"3615",725
"3616",725
"3617",725
"3618",726
"3619",726
"3620",726
"3621",726
"3622",726
"3623",727
"3624",727
"3625",727
"3626",727
"3627",727
"3628",728
"3629",728
"3630",728
"3631",728
"3632",728
"3633",729
"3634",729
"3635",729
"3636",729
"3637",729
"3638",730
"3639",730
"3640",730
"3641",730
"3642",730
"3643",731
"3644",731
"3645",731
"3646",731
"3647",731
"3648",732
"3649",732
"3650",732
"3651",732
"3652",732
"3653",733
"3654",733
"3655",733
"3656",733
"3657",733
"3658",734
"3659",734
"3660",734
"3661",734
"3662",734
"3663",735
"3664",735
"3665",735
"3666",735
"3667",735
"3668",736
"3669",736
"3670",736
"3671",736
"3672",736
"3673",737
"3674",738
"3675",738
"3676",738
"3677",738
"3678",738
"3679",739
"3680",739
"3681",739
"3682",739
"3683",739
"3684",740
"3685",740
"3686",740
"3687",740
"3688",740
"3689",741
"3690",741
"3691",741
"3692",741
"3693",741
"3694",742
"3695",742
"3696",742
"3697",742
"3698",742
"3699",743
"3700",743
"3701",743
"3702",743
"3703",743
"3704",744
"3705",744
"3706",744
"3707",744
"3708",744
"3709",745
"3710",745
"3711",745
"3712",745
"3713",745
"3714",746
"3715",746
"3716",746
"3717",746
"3718",746
"3719",747
"3720",747
"3721",747
"3722",747
"3723",747
"3724",748
"3725",748
"3726",748
"3727",748
"3728",748
"3729",749
"3730",749
"3731",749
"3732",749
"3733",749
"3734",750
"3735",750
"3736",750
"3737",750
"3738",750
"3739",751
"3740",751
"3741",751
"3742",751
"3743",751
"3744",752
"3745",752
"3746",752
"3747",752
"3748",752
"3749",753
"3750",753
"3751",753
"3752",753
"3753",753
"3754",754
"3755",754
"3756",754
"3757",754
"3758",754
"3759",755
"3760",755
"3761",755
"3762",755
"3763",755
"3764",756
"3765",756
"3766",756
"3767",756
"3768",756
"3769",757
"3770",757
"3771",757
"3772",757
"3773",757
"3774",758
"3775",758
"3776",758
"3777",758
"3778",758
"3779",759
"3780",759
"3781",759
"3782",759
"3783",759
"3784",760
"3785",760
"3786",760
"3787",760
"3788",760
"3789",761
"3790",761
"3791",761
"3792",761
"3793",761
"3794",762
"3795",762
"3796",762
"3797",762
"3798",762
"3799",763
"3800",763
"3801",763
"3802",763
"3803",763
"3804",764
"3805",764
"3806",764
"3807",764
"3808",764
"3809",765
"3810",765
"3811",765
"3812",765
"3813",765
"3814",766
"3815",766
"3816",766
"3817",766
"3818",766
"3819",767
"3820",767
"3821",767
"3822",767
"3823",767
"3824",768
"3825",768
"3826",768
"3827",768
"3828",768
"3829",769
"3830",769
"3831",769
"3832",769
"3833",769
"3834",770
"3835",770
"3836",770
"3837",770
"3838",770
"3839",771
"3840",771
"3841",771
"3842",771
"3843",771
"3844",772
"3845",772
"3846",772
"3847",772
"3848",772
"3849",773
"3850",773
"3851",773
"3852",773
"3853",773
"3854",774
"3855",774
"3856",774
"3857",774
"3858",774
"3859",775
"3860",775
"3861",775
"3862",775
"3863",775
"3864",776
"3865",776
"3866",776
"3867",776
"3868",776
"3869",777
"3870",777
"3871",777
"3872",777
"3873",777
"3874",778
"3875",778
"3876",778
"3877",778
"3878",778
"3879",779
"3880",779
"3881",779
"3882",779
"3883",779
"3884",780
"3885",780
"3886",780
"3887",780
"3888",780
"3889",781
"3890",781
"3891",781
"3892",781
"3893",781
"3894",782
"3895",782
"3896",782
"3897",782
"3898",782
"3899",783
"3900",783
"3901",783
"3902",783
"3903",783
"3904",784
"3905",784
"3906",784
"3907",784
"3908",784
"3909",785
"3910",785
"3911",785
"3912",785
"3913",785
"3914",786
"3915",786
"3916",786
"3917",786
"3918",786
"3919",787
"3920",787
"3921",787
"3922",787
"3923",787
"3924",788
"3925",788
"3926",788
"3927",788
"3928",788
"3929",789
"3930",789
"3931",789
"3932",789
"3933",789
"3934",790
"3935",790
"3936",790
"3937",790
"3938",790
"3939",791
"3940",791
"3941",791
"3942",791
"3943",791
"3944",792
"3945",792
"3946",792
"3947",792
"3948",792
"3949",793
"3950",793
"3951",793
"3952",793
"3953",793
"3954",794
"3955",794
"3956",794
"3957",794
"3958",794
"3959",795
"3960",795
"3961",795
"3962",795
"3963",795
"3964",796
"3965",796
"3966",796
"3967",796
"3968",796
"3969",797
"3970",797
"3971",797
"3972",797
"3973",797
"3974",798
"3975",798
"3976",798
"3977",798
"3978",798
"3979",799
"3980",799
"3981",799
"3982",799
"3983",799
"3984",800
"3985",800
"3986",800
"3987",800
"3988",800
"3989",801
"3990",801
"3991",801
"3992",801
"3993",801
"3994",802
"3995",802
"3996",802
"3997",802
"3998",802
"3999",803
"4000",803
"4001",803
"4002",803
"4003",803
"4004",804
"4005",804
"4006",804
"4007",804
"4008",804
"4009",805
"4010",805
"4011",805
"4012",805
"4013",805
"4014",806
"4015",806
"4016",806
"4017",806
"4018",806
"4019",807
"4020",807
"4021",807
"4022",807
"4023",807
"4024",808
"4025",808
"4026",808
"4027",808
"4028",808
"4029",809
"4030",809
"4031",809
"4032",809
"4033",809
"4034",810
"4035",810
"4036",810
"4037",810
"4038",810
"4039",811
"4040",811
"4041",811
"4042",811
"4043",811
"4044",812
"4045",812
"4046",812
"4047",812
"4048",812
"4049",813
"4050",813
"4051",813
"4052",813
"4053",813
"4054",814
"4055",814
"4056",814
"4057",814
"4058",814
"4059",815
"4060",815
"4061",815
"4062",815
"4063",815
"4064",816
"4065",816
"4066",816
"4067",816
"4068",816
"4069",817
"4070",817
"4071",817
"4072",817
"4073",817
"4074",818
"4075",818
"4076",818
"4077",818
"4078",818
"4079",819
"4080",819
"4081",819
"4082",819
"4083",819
"4084",820
"4085",820
"4086",820
"4087",820
"4088",820
"4089",821
"4090",821
"4091",821
"4092",821
"4093",821
"4094",822
"4095",822
"4096",822
"4097",822
"4098",822
"4099",823
"4100",823
"4101",823
"4102",823
"4103",823
"4104",824
"4105",824
"4106",824
"4107",824
"4108",824
"4109",825
"4110",825
"4111",825
"4112",825
"4113",825
"4114",826
"4115",826
"4116",826
"4117",826
"4118",826
"4119",827
"4120",827
"4121",827
"4122",827
"4123",827
"4124",828
"4125",828
"4126",828
"4127",828
"4128",828
"4129",829
"4130",829
"4131",829
"4132",829
"4133",829
"4134",830
"4135",830
"4136",830
"4137",830
"4138",830
"4139",831
"4140",831
"4141",831
"4142",831
"4143",831
"4144",832
"4145",832
"4146",832
"4147",832
"4148",832
"4149",833
"4150",833
"4151",833
"4152",833
"4153",833
"4154",834
"4155",834
"4156",834
"4157",834
"4158",834
"4159",835
"4160",835
"4161",835
"4162",835
"4163",835
"4164",836
"4165",836
"4166",836
"4167",836
"4168",836
"4169",837
"4170",837
"4171",837
"4172",837
"4173",837
"4174",838
"4175",838
"4176",838
"4177",838
"4178",838
"4179",839
"4180",839
"4181",839
"4182",839
"4183",839
"4184",840
"4185",840
"4186",840
"4187",840
"4188",840
"4189",841
"4190",841
"4191",841
"4192",841
"4193",841
"4194",842
"4195",842
"4196",842
"4197",842
"4198",842
"4199",843
"4200",843
"4201",843
"4202",843
"4203",843
"4204",844
"4205",844
"4206",844
"4207",844
"4208",844
"4209",845
"4210",845
"4211",845
"4212",845
"4213",845
"4214",846
"4215",846
"4216",846
"4217",846
"4218",846
"4219",847
"4220",847
"4221",847
"4222",847
"4223",847
"4224",848
"4225",848
"4226",848
"4227",848
"4228",848
"4229",849
"4230",849
"4231",849
"4232",849
"4233",849
"4234",850
"4235",850
"4236",850
"4237",850
"4238",850
"4239",851
"4240",851
"4241",851
"4242",851
"4243",851
"4244",852
"4245",852
"4246",852
"4247",852
"4248",852
"4249",853
"4250",853
"4251",853
"4252",853
"4253",853
"4254",854
"4255",854
"4256",854
"4257",854
"4258",854
"4259",855
"4260",855
"4261",855
"4262",855
"4263",855
"4264",856
"4265",856
"4266",856
"4267",856
"4268",856
"4269",857
"4270",857
"4271",857
"4272",857
"4273",857
"4274",858
"4275",858
"4276",858
"4277",858
"4278",858
"4279",859
"4280",859
"4281",859
"4282",859
"4283",859
"4284",860
"4285",860
"4286",860
"4287",860
"4288",860
"4289",861
"4290",861
"4291",861
"4292",861
"4293",861
"4294",862
"4295",863
"4296",863
"4297",863
"4298",863
"4299",863
"4300",864
"4301",864
"4302",864
"4303",864
"4304",864
"4305",865
"4306",865
"4307",865
"4308",865
"4309",865
"4310",866
"4311",866
"4312",866
"4313",866
"4314",866
"4315",867
"4316",867
"4317",867
"4318",867
"4319",867
"4320",868
"4321",868
"4322",868
"4323",868
"4324",868
"4325",869
"4326",869
"4327",869
"4328",869
"4329",869
"4330",870
"4331",870
"4332",870
"4333",870
"4334",870
"4335",871
"4336",871
"4337",871
"4338",871
"4339",871
"4340",872
"4341",872
"4342",872
"4343",872
"4344",872
"4345",873
"4346",873
"4347",873
"4348",873
"4349",873
"4350",874
"4351",874
"4352",874
"4353",874
"4354",874
"4355",875
"4356",875
"4357",875
"4358",875
"4359",875
"4360",876
"4361",876
"4362",876
"4363",876
"4364",876
"4365",877
"4366",877
"4367",877
"4368",877
"4369",877
"4370",878
"4371",878
"4372",878
"4373",878
"4374",878
"4375",879
"4376",879
"4377",879
"4378",879
"4379",879
"4380",880
"4381",880
"4382",880
"4383",880
"4384",880
"4385",881
"4386",881
"4387",881
"4388",881
"4389",881
"4390",882
"4391",882
"4392",882
"4393",882
"4394",882
"4395",883
"4396",883
"4397",883
"4398",883
"4399",883
"4400",884
"4401",884
"4402",884
"4403",884
"4404",884
"4405",885
"4406",885
"4407",885
"4408",885
"4409",885
"4410",886
"4411",886
"4412",886
"4413",886
"4414",886
"4415",887
"4416",887
"4417",887
"4418",887
"4419",887
"4420",888
"4421",888
"4422",888
"4423",888
"4424",888
"4425",889
"4426",889
"4427",889
"4428",889
"4429",889
"4430",890
"4431",890
"4432",890
"4433",890
"4434",890
"4435",891
"4436",891
"4437",891
"4438",891
"4439",891
"4440",892
"4441",892
"4442",892
"4443",892
"4444",892
"4445",893
"4446",893
"4447",893
"4448",893
"4449",893
"4450",894
"4451",894
"4452",894
"4453",894
"4454",894
"4455",895
"4456",895
"4457",895
"4458",895
"4459",895
"4460",896
"4461",896
"4462",896
"4463",896
"4464",896
"4465",897
"4466",897
"4467",897
"4468",897
"4469",897
"4470",898
"4471",898
"4472",898
"4473",898
"4474",898
"4475",899
"4476",899
"4477",899
"4478",899
"4479",899
"4480",900
"4481",900
"4482",900
"4483",900
"4484",900
"4485",901
"4486",901
"4487",901
"4488",901
"4489",901
"4490",902
"4491",902
"4492",902
"4493",902
"4494",902
"4495",903
"4496",903
"4497",903
"4498",903
"4499",903
"4500",904
"4501",904
"4502",904
"4503",904
"4504",904
"4505",905
"4506",905
"4507",905
"4508",905
"4509",905
"4510",906
"4511",906
"4512",906
"4513",906
"4514",906
"4515",907
"4516",907
"4517",907
"4518",907
"4519",907
"4520",908
"4521",908
"4522",908
"4523",908
"4524",908
"4525",909
"4526",909
"4527",909
"4528",909
"4529",909
"4530",910
"4531",910
"4532",910
"4533",910
"4534",910
"4535",911
"4536",911
"4537",911
"4538",911
"4539",911
"4540",912
"4541",912
"4542",912
"4543",912
"4544",912
"4545",913
"4546",913
"4547",913
"4548",913
"4549",913
"4550",914
"4551",914
"4552",914
"4553",914
"4554",914
"4555",915
"4556",915
"4557",915
"4558",915
"4559",915
"4560",916
"4561",916
"4562",916
"4563",916
"4564",916
"4565",917
"4566",917
"4567",917
"4568",917
"4569",917
"4570",918
"4571",918
"4572",918
"4573",918
"4574",918
"4575",919
"4576",919
"4577",919
"4578",919
"4579",919
"4580",920
"4581",920
"4582",920
"4583",920
"4584",920
"4585",921
"4586",921
"4587",921
"4588",921
"4589",921
"4590",922
"4591",922
"4592",922
"4593",922
"4594",922
"4595",923
"4596",923
"4597",923
"4598",923
"4599",923
"4600",924
"4601",924
"4602",924
"4603",924
"4604",924
"4605",925
"4606",925
"4607",925
"4608",925
"4609",925
"4610",926
"4611",926
"4612",926
"4613",926
"4614",926
"4615",927
"4616",927
"4617",927
"4618",927
"4619",927
"4620",928
"4621",928
"4622",928
"4623",928
"4624",928
"4625",929
"4626",929
"4627",929
"4628",929
"4629",929
"4630",930
"4631",930
"4632",930
"4633",930
"4634",930
"4635",931
"4636",931
"4637",931
"4638",931
"4639",931
"4640",932
"4641",932
"4642",932
"4643",932
"4644",932
"4645",933
"4646",933
"4647",933
"4648",933
"4649",933
"4650",934
"4651",934
"4652",934
"4653",934
"4654",934
"4655",935
"4656",935
"4657",935
"4658",935
"4659",935
"4660",936
"4661",936
"4662",936
"4663",936
"4664",936
"4665",937
"4666",937
"4667",937
"4668",937
"4669",937
"4670",938
"4671",938
"4672",938
"4673",938
"4674",938
"4675",939
"4676",939
"4677",939
"4678",939
"4679",939
"4680",940
"4681",940
"4682",940
"4683",940
"4684",940
"4685",941
"4686",941
"4687",941
"4688",941
"4689",941
"4690",942
"4691",942
"4692",942
"4693",942
"4694",942
"4695",943
"4696",943
"4697",943
"4698",943
"4699",943
"4700",944
"4701",944
"4702",944
"4703",944
"4704",944
"4705",945
"4706",945
"4707",946
"4708",946
"4709",946
"4710",946
"4711",946
"4712",947
"4713",947
"4714",947
"4715",947
"4716",947
"4717",948
"4718",948
"4719",948
"4720",948
"4721",948
"4722",949
"4723",949
"4724",949
"4725",949
"4726",949
"4727",950
"4728",950
"4729",950
"4730",950
"4731",950
"4732",951
"4733",951
"4734",951
"4735",951
"4736",951
"4737",952
"4738",952
"4739",952
"4740",952
"4741",952
"4742",953
"4743",953
"4744",953
"4745",953
"4746",953
"4747",954
"4748",954
"4749",954
"4750",954
"4751",954
"4752",955
"4753",955
"4754",955
"4755",955
"4756",955
"4757",956
"4758",956
"4759",956
"4760",956
"4761",956
"4762",957
"4763",957
"4764",957
"4765",957
"4766",957
"4767",958
"4768",958
"4769",958
"4770",958
"4771",958
"4772",959
"4773",959
"4774",959
"4775",959
"4776",959
"4777",960
"4778",960
"4779",960
"4780",960
"4781",960
"4782",961
"4783",961
"4784",961
"4785",961
"4786",961
"4787",962
"4788",962
"4789",962
"4790",962
"4791",962
"4792",963
"4793",963
"4794",963
"4795",963
"4796",963
"4797",964
"4798",964
"4799",964
"4800",964
"4801",964
"4802",965
"4803",965
"4804",965
"4805",965
"4806",965
"4807",966
"4808",966
"4809",966
"4810",966
"4811",966
"4812",967
"4813",967
"4814",967
"4815",967
"4816",967
"4817",968
"4818",968
"4819",968
"4820",968
"4821",968
"4822",969
"4823",969
"4824",969
"4825",969
"4826",969
"4827",970
