subject,rating,trial_ind,green_prob,blue_prob,rt,stamp,,,,,,
243,4,0,10,6,61957,9/15/17 16:14,,,,,,
243,3,1,7,2,45264,9/15/17 16:15,,,,,,
243,3,2,8,7,96394,9/15/17 16:16,,,,,,
243,8,3,2,10,16537,9/15/17 16:16,,,,,,
243,4,4,3,5,30537,9/15/17 16:17,,,,,,
244,6,0,5,9,27787,9/15/17 14:14,,,,,,
244,3,1,7,3,19465,9/15/17 14:14,,,,,,
244,3,2,9,4,10964,9/15/17 14:15,,,,,,
244,8,3,1,5,9491,9/15/17 14:15,,,,,,
244,3,4,3,1,14359,9/15/17 14:15,,,,,,
245,0,0,5,4,44247,9/15/17 13:49,,,,,,
245,0,1,8,8,14143,9/15/17 13:49,,,,,,
245,0,2,7,1,5685,9/15/17 13:49,,,,,,
245,0,3,2,10,3011,9/15/17 13:49,,,,,,
245,0,4,9,2,3627,9/15/17 13:49,,,,,,
246,8,0,1,7,40456,9/15/17 17:51,,,,,,
246,8,1,9,5,13290,9/15/17 17:51,,,,,,
246,8,2,3,1,13916,9/15/17 17:52,,,,,,
246,5,3,4,6,4419,9/15/17 17:52,,,,,,
246,4,4,7,10,2803,9/15/17 17:52,,,,,,
247,1,0,5,8,39617,9/15/17 16:45,,,,,,
247,1,1,9,2,20302,9/15/17 16:45,,,,,,
247,0,2,10,9,15528,9/15/17 16:45,,,,,,
247,1,3,4,3,21163,9/15/17 16:46,,,,,,
247,1,4,3,7,10495,9/15/17 16:46,,,,,,
248,0,0,8,1,25723,9/15/17 14:42,,,,,,
248,0,1,3,3,14706,9/15/17 14:42,,,,,,
248,5,2,4,10,14059,9/15/17 14:42,,,,,,
248,0,3,10,8,10267,9/15/17 14:43,,,,,,
248,8,4,2,9,13176,9/15/17 14:43,,,,,,
249,1,0,2,4,66891,9/15/17 17:06,,,,,,
249,1,1,8,5,29817,9/15/17 17:06,,,,,,
249,1,2,9,6,11540,9/15/17 17:06,,,,,,
249,1,3,5,7,10497,9/15/17 17:07,,,,,,
249,1,4,1,2,26247,9/15/17 17:07,,,,,,
250,1,0,1,9,55114,9/15/17 15:28,,,,,,
250,1,1,2,8,31806,9/15/17 15:28,,,,,,
250,0,2,9,7,26845,9/15/17 15:29,,,,,,
250,0,3,3,5,11398,9/15/17 15:29,,,,,,
250,0,4,5,4,6789,9/15/17 15:29,,,,,,
251,0,0,3,7,33201,9/15/17 16:25,,,,,,
251,0,1,10,9,12242,9/15/17 16:25,,,,,,
251,0,2,8,3,16012,9/15/17 16:25,,,,,,
251,4,3,5,6,9533,9/15/17 16:26,,,,,,
251,3,4,7,4,5968,9/15/17 16:26,,,,,,
252,7,0,5,6,53349,9/15/17 15:44,,,,,,
252,4,1,7,10,20201,9/15/17 15:44,,,,,,
252,8,2,10,9,8926,9/15/17 15:45,,,,,,
252,5,3,2,1,10378,9/15/17 15:45,,,,,,
252,4,4,3,4,7336,9/15/17 15:45,,,,,,
253,7,0,1,5,62744,9/15/17 15:11,,,,,,
253,4,1,8,7,30995,9/15/17 15:12,,,,,,
253,2,2,9,4,19673,9/15/17 15:12,,,,,,
253,7,3,2,8,34534,9/15/17 15:13,,,,,,
253,0,4,10,2,12958,9/15/17 15:13,,,,,,
254,0,0,2,2,34660,9/15/17 16:09,,,,,,
254,0,1,8,5,9764,9/15/17 16:09,,,,,,
254,0,2,5,8,12108,9/15/17 16:09,,,,,,
254,0,3,7,7,9486,9/15/17 16:09,,,,,,
254,0,4,1,9,10029,9/15/17 16:10,,,,,,
255,6,0,4,1,3462,9/15/17 16:16,,,,,,
255,2,1,3,6,1386,9/15/17 16:16,,,,,,
255,5,2,9,10,1520,9/15/17 16:16,,,,,,
255,2,3,8,5,1424,9/15/17 16:16,,,,,,
255,6,4,2,7,4675,9/15/17 16:16,,,,,,
256,7,0,2,5,45419,9/15/17 14:39,,,,,,
256,1,1,1,1,40923,9/15/17 14:39,,,,,,
256,1,2,6,2,40221,9/15/17 14:40,,,,,,
256,1,3,10,9,26550,9/15/17 14:40,,,,,,
256,1,4,4,7,23897,9/15/17 14:41,,,,,,
257,8,0,4,7,83500,9/15/17 16:15,,,,,,
257,8,1,6,10,34912,9/15/17 16:16,,,,,,
257,8,2,3,3,15246,9/15/17 16:16,,,,,,
257,8,3,2,1,10729,9/15/17 16:16,,,,,,
257,8,4,1,4,8118,9/15/17 16:17,,,,,,
258,0,0,1,6,40412,9/15/17 13:51,,,,,,
258,0,1,6,7,22638,9/15/17 13:52,,,,,,
258,0,2,3,4,10149,9/15/17 13:52,,,,,,
258,0,3,8,1,11118,9/15/17 13:52,,,,,,
258,0,4,10,5,5455,9/15/17 13:52,,,,,,
259,8,0,4,4,32700,9/15/17 13:55,,,,,,
259,8,1,9,9,11864,9/15/17 13:55,,,,,,
259,8,2,1,2,6868,9/15/17 13:55,,,,,,
259,8,3,8,8,6779,9/15/17 13:55,,,,,,
259,8,4,2,3,3980,9/15/17 13:55,,,,,,
260,1,0,9,3,1225294,9/15/17 17:48,,,,,,
260,0,1,2,1,21554,9/15/17 17:48,,,,,,
260,2,2,8,6,24238,9/15/17 17:48,,,,,,
260,3,3,6,8,14447,9/15/17 17:49,,,,,,
260,5,4,3,5,18894,9/15/17 17:49,,,,,,
261,2,0,7,10,35889,9/15/17 14:47,,,,,,
261,1,1,10,3,24716,9/15/17 14:48,,,,,,
261,5,2,6,1,12382,9/15/17 14:48,,,,,,
261,5,3,5,8,14170,9/15/17 14:48,,,,,,
261,4,4,4,2,8845,9/15/17 14:48,,,,,,
262,0,0,10,8,42157,9/15/17 15:42,,,,,,
262,7,1,5,9,37695,9/15/17 15:43,,,,,,
262,8,2,1,3,13229,9/15/17 15:43,,,,,,
262,4,3,4,2,14946,9/15/17 15:43,,,,,,
262,8,4,2,10,9998,9/15/17 15:43,,,,,,
263,0,0,3,1,34957,9/15/17 16:17,,,,,,
263,7,1,7,9,12538,9/15/17 16:18,,,,,,
263,5,2,2,8,8626,9/15/17 16:18,,,,,,
263,5,3,5,6,13879,9/15/17 16:18,,,,,,
263,7,4,6,7,5482,9/15/17 16:18,,,,,,
264,0,0,10,10,22723,9/15/17 17:20,,,,,,
264,2,1,8,2,20828,9/15/17 17:20,,,,,,
264,4,2,9,9,9836,9/15/17 17:20,,,,,,
264,4,3,5,6,5762,9/15/17 17:20,,,,,,
264,3,4,4,5,4324,9/15/17 17:21,,,,,,
265,7,0,1,1,102819,9/15/17 16:23,,,,,,
265,7,1,4,3,40764,9/15/17 16:23,,,,,,
265,7,2,9,10,23831,9/15/17 16:24,,,,,,
265,7,3,3,7,25914,9/15/17 16:24,,,,,,
265,7,4,5,5,14604,9/15/17 16:24,,,,,,
266,4,0,6,1,53035,9/15/17 17:11,,,,,,
267,5,0,3,2,28307,9/15/17 14:25,,,,,,
267,6,1,6,4,17522,9/15/17 14:25,,,,,,
267,3,2,7,8,7114,9/15/17 14:25,,,,,,
267,7,3,9,5,5795,9/15/17 14:25,,,,,,
267,1,4,2,1,9661,9/15/17 14:25,,,,,,
268,4,0,7,9,28558,9/15/17 14:23,,,,,,
268,4,1,9,7,15038,9/15/17 14:23,,,,,,
268,4,2,5,8,11583,9/15/17 14:23,,,,,,
268,4,3,6,2,4596,9/15/17 14:23,,,,,,
268,4,4,10,10,9004,9/15/17 14:23,,,,,,
269,0,0,4,4,20996,9/15/17 14:09,,,,,,
269,0,1,10,3,12618,9/15/17 14:09,,,,,,
269,0,2,7,1,9250,9/15/17 14:10,,,,,,
269,0,3,6,10,82512,9/15/17 14:11,,,,,,
269,1,4,2,2,7660,9/15/17 14:11,,,,,,
270,8,0,3,6,41387,9/15/17 14:25,,,,,,
270,8,1,5,4,28746,9/15/17 14:26,,,,,,
270,4,2,10,1,19730,9/15/17 14:26,,,,,,
270,8,3,1,5,16784,9/15/17 14:26,,,,,,
270,8,4,7,8,13822,9/15/17 14:27,,,,,,
271,0,0,6,7,49245,9/15/17 16:33,,,,,,
271,0,1,10,2,13448,9/15/17 16:33,,,,,,
271,0,2,5,6,9432,9/15/17 16:33,,,,,,
271,0,3,3,9,17987,9/15/17 16:33,,,,,,
271,0,4,8,3,6616,9/15/17 16:34,,,,,,
272,7,0,8,4,23426,9/15/17 15:49,,,,,,
272,3,1,1,6,23284,9/15/17 15:49,,,,,,
272,3,2,4,9,3482,9/15/17 15:49,,,,,,
272,6,3,5,2,6189,9/15/17 15:49,,,,,,
272,4,4,3,10,44977,9/15/17 15:50,,,,,,
273,2,0,4,8,19362,9/15/17 14:09,,,,,,
273,0,1,10,7,6348,9/15/17 14:09,,,,,,
273,5,2,2,3,3369,9/15/17 14:09,,,,,,
273,3,3,3,1,5346,9/15/17 14:09,,,,,,
273,2,4,7,2,44002,9/15/17 14:10,,,,,,
274,0,0,6,8,45463,9/15/17 15:13,,,,,,
274,0,1,7,2,24633,9/15/17 15:14,,,,,,
274,8,2,2,10,15368,9/15/17 15:14,,,,,,
274,0,3,10,3,8905,9/15/17 15:14,,,,,,
274,0,4,5,4,3874,9/15/17 15:14,,,,,,
275,1,0,6,4,54935,9/15/17 17:26,,,,,,
275,2,1,9,10,22907,9/15/17 17:26,,,,,,
275,3,2,2,7,19884,9/15/17 17:26,,,,,,
275,0,3,7,1,12501,9/15/17 17:27,,,,,,
275,2,4,3,5,20780,9/15/17 17:27,,,,,,
276,0,0,2,8,60178,9/15/17 14:47,,,,,,
276,0,1,10,4,30564,9/15/17 14:47,,,,,,
276,0,2,6,9,44581,9/15/17 14:48,,,,,,
276,0,3,8,7,22227,9/15/17 14:48,,,,,,
276,8,4,3,10,40043,9/15/17 14:49,,,,,,
277,0,0,9,6,19539,9/15/17 17:17,,,,,,
277,0,1,10,7,11476,9/15/17 17:17,,,,,,
277,0,2,4,8,8327,9/15/17 17:17,,,,,,
277,0,3,2,2,6655,9/15/17 17:17,,,,,,
277,0,4,5,9,7225,9/15/17 17:18,,,,,,
278,0,0,8,2,45387,9/15/17 13:53,,,,,,
278,0,1,3,6,25581,9/15/17 13:54,,,,,,
278,0,2,5,5,13112,9/15/17 13:54,,,,,,
278,0,3,9,4,14081,9/15/17 13:54,,,,,,
278,0,4,10,10,12616,9/15/17 13:54,,,,,,
279,2,0,5,3,32303,9/15/17 15:50,,,,,,
279,0,1,4,1,14240,9/15/17 15:50,,,,,,
279,1,2,8,7,12780,9/15/17 15:51,,,,,,
279,4,3,3,2,17542,9/15/17 15:51,,,,,,
279,8,4,1,5,10909,9/15/17 15:51,,,,,,
280,1,0,9,3,201988,9/15/17 17:31,,,,,,
280,0,1,10,6,23067,9/15/17 17:31,,,,,,
280,4,2,3,10,7691,9/15/17 17:31,,,,,,
280,2,3,2,5,7472,9/15/17 17:31,,,,,,
280,6,4,6,9,9047,9/15/17 17:32,,,,,,
281,8,0,6,10,28375,9/15/17 15:28,,,,,,
281,7,1,3,9,24169,9/15/17 15:29,,,,,,
281,3,2,1,1,32519,9/15/17 15:29,,,,,,
281,5,3,8,8,20943,9/15/17 15:30,,,,,,
281,7,4,2,7,10015,9/15/17 15:30,,,,,,
282,8,0,4,6,33866,9/15/17 14:09,,,,,,
282,7,1,6,2,14821,9/15/17 14:09,,,,,,
282,7,2,2,4,6160,9/15/17 14:09,,,,,,
282,7,3,7,9,5027,9/15/17 14:09,,,,,,
282,7,4,9,8,6326,9/15/17 14:09,,,,,,
283,6,0,5,4,32559,9/15/17 17:10,,,,,,
283,7,1,1,1,19438,9/15/17 17:11,,,,,,
283,8,2,3,7,8967,9/15/17 17:11,,,,,,
283,5,3,6,5,5505,9/15/17 17:11,,,,,,
283,6,4,2,3,4872,9/15/17 17:11,,,,,,
284,3,0,9,3,172515,9/15/17 14:37,,,,,,
284,3,1,2,7,12301,9/15/17 14:37,,,,,,
284,3,2,10,2,21368,9/15/17 14:38,,,,,,
284,3,3,8,4,2217,9/15/17 14:38,,,,,,
284,3,4,7,1,4049,9/15/17 14:38,,,,,,
285,2,0,10,7,40282,9/15/17 13:45,,,,,,
285,0,1,3,10,18799,9/15/17 13:45,,,,,,
285,0,2,1,6,14306,9/15/17 13:46,,,,,,
285,0,3,9,9,9885,9/15/17 13:46,,,,,,
285,0,4,4,2,14828,9/15/17 13:46,,,,,,
286,0,0,10,3,26374,9/15/17 15:50,,,,,,
286,8,1,7,10,18501,9/15/17 15:50,,,,,,
286,4,2,9,4,12818,9/15/17 15:51,,,,,,
286,4,3,5,6,6253,9/15/17 15:51,,,,,,
286,4,4,6,9,7532,9/15/17 15:51,,,,,,
287,0,0,6,8,20987,9/15/17 15:35,,,,,,
287,0,1,7,3,10218,9/15/17 15:35,,,,,,
287,0,2,5,2,3501,9/15/17 15:35,,,,,,
287,0,3,3,7,2620,9/15/17 15:35,,,,,,
287,0,4,8,1,2573,9/15/17 15:35,,,,,,
288,6,0,3,3,38061,9/15/17 14:27,,,,,,
288,6,1,5,8,16389,9/15/17 14:27,,,,,,
288,1,2,8,1,13015,9/15/17 14:27,,,,,,
288,8,3,1,9,8118,9/15/17 14:27,,,,,,
288,5,4,7,4,10001,9/15/17 14:28,,,,,,
289,7,0,10,8,31054,9/15/17 17:20,,,,,,
289,7,1,2,6,8366,9/15/17 17:20,,,,,,
289,7,2,8,1,5396,9/15/17 17:20,,,,,,
289,6,3,9,7,22880,9/15/17 17:20,,,,,,
289,6,4,5,9,3302,9/15/17 17:20,,,,,,
290,3,0,3,4,27215,9/15/17 17:20,,,,,,
290,3,1,5,3,15207,9/15/17 17:21,,,,,,
291,7,0,1,4,21066,9/15/17 17:12,,,,,,
291,4,1,3,1,7790,9/15/17 17:12,,,,,,
291,2,2,8,3,5111,9/15/17 17:12,,,,,,
291,4,3,6,7,4261,9/15/17 17:13,,,,,,
291,4,4,5,8,5891,9/15/17 17:13,,,,,,
292,4,0,6,8,20432,9/15/17 14:39,,,,,,
292,4,1,9,3,14073,9/15/17 14:40,,,,,,
292,4,2,3,7,10289,9/15/17 14:40,,,,,,
292,4,3,7,2,6390,9/15/17 14:40,,,,,,
292,4,4,1,9,14495,9/15/17 14:40,,,,,,
293,3,0,3,8,23674,9/15/17 14:36,,,,,,
293,8,1,7,10,7943,9/15/17 14:36,,,,,,
293,1,2,2,3,8235,9/15/17 14:37,,,,,,
293,1,3,9,5,9066,9/15/17 14:37,,,,,,
293,1,4,4,2,5874,9/15/17 14:37,,,,,,
294,7,0,9,5,28776,9/15/17 14:48,,,,,,
294,3,1,6,10,29590,9/15/17 14:49,,,,,,
294,0,2,1,4,10081,9/15/17 14:49,,,,,,
294,2,3,3,9,9612,9/15/17 14:49,,,,,,
294,0,4,2,1,11557,9/15/17 14:49,,,,,,
295,5,0,4,9,20156,9/15/17 15:27,,,,,,
295,5,1,6,5,10695,9/15/17 15:27,,,,,,
295,3,2,1,8,16614,9/15/17 15:27,,,,,,
295,4,3,9,7,7130,9/15/17 15:27,,,,,,
295,5,4,3,6,8298,9/15/17 15:27,,,,,,
296,2,0,8,1,45583,9/15/17 14:58,,,,,,
296,3,1,2,4,22951,9/15/17 14:58,,,,,,
296,7,2,9,10,26855,9/15/17 14:59,,,,,,
296,1,3,1,2,17844,9/15/17 14:59,,,,,,
296,1,4,10,7,12234,9/15/17 14:59,,,,,,
297,8,0,7,3,14698,9/15/17 16:52,,,,,,
297,8,1,1,10,10466,9/15/17 16:52,,,,,,
297,8,2,2,9,3364,9/15/17 16:52,,,,,,
297,8,3,5,7,10773,9/15/17 16:52,,,,,,
297,7,4,3,1,2686,9/15/17 16:52,,,,,,
298,8,0,8,9,17329,9/15/17 17:17,,,,,,
298,6,1,4,8,14705,9/15/17 17:17,,,,,,
298,4,2,7,3,5275,9/15/17 17:17,,,,,,
298,1,3,1,5,4697,9/15/17 17:17,,,,,,
298,5,4,6,10,4797,9/15/17 17:17,,,,,,
299,5,0,5,4,57890,9/15/17 13:45,,,,,,
299,6,1,9,9,34529,9/15/17 13:45,,,,,,
299,2,2,10,6,21022,9/15/17 13:46,,,,,,
299,8,3,1,10,17845,9/15/17 13:46,,,,,,
299,5,4,7,3,17075,9/15/17 13:46,,,,,,
300,4,0,3,3,46156,9/15/17 14:25,,,,,,
300,5,1,5,4,16374,9/15/17 14:25,,,,,,
300,7,2,10,1,14306,9/15/17 14:25,,,,,,
300,6,3,9,10,12595,9/15/17 14:26,,,,,,
300,7,4,2,7,9379,9/15/17 14:26,,,,,,
301,3,0,9,4,31894,9/15/17 15:48,,,,,,
301,3,1,7,8,7799,9/15/17 15:48,,,,,,
301,5,2,1,6,5713,9/15/17 15:48,,,,,,
301,4,3,6,7,4952,9/15/17 15:48,,,,,,
301,2,4,5,3,4517,9/15/17 15:48,,,,,,
302,2,0,5,4,39947,9/15/17 13:37,,,,,,
302,8,1,10,9,7250,9/15/17 13:37,,,,,,
302,5,2,9,8,7574,9/15/17 13:38,,,,,,
302,1,3,3,5,3268,9/15/17 13:38,,,,,,
302,0,4,2,10,2548,9/15/17 13:38,,,,,,
303,1,0,3,1,31068,9/15/17 13:47,,,,,,
303,1,1,6,3,16349,9/15/17 13:47,,,,,,
303,6,2,2,4,13036,9/15/17 13:47,,,,,,
303,3,3,5,6,9878,9/15/17 13:47,,,,,,
303,4,4,9,9,6278,9/15/17 13:47,,,,,,
304,8,0,4,8,93585,9/15/17 16:04,,,,,,
304,0,1,8,4,28222,9/15/17 16:04,,,,,,
304,0,2,10,5,14715,9/15/17 16:05,,,,,,
304,0,3,7,3,12418,9/15/17 16:05,,,,,,
304,0,4,9,2,13702,9/15/17 16:05,,,,,,
305,5,0,9,5,6843,9/15/17 16:28,,,,,,
305,2,1,6,2,3258,9/15/17 16:28,,,,,,
305,6,2,7,9,2108,9/15/17 16:28,,,,,,
305,0,3,2,1,3558,9/15/17 16:28,,,,,,
305,8,4,10,8,4820,9/15/17 16:28,,,,,,
306,8,0,5,7,25787,9/15/17 16:11,,,,,,
306,8,1,6,4,30214,9/15/17 16:12,,,,,,
306,8,2,8,9,12932,9/15/17 16:12,,,,,,
306,8,3,9,8,12191,9/15/17 16:12,,,,,,
306,8,4,7,3,15161,9/15/17 16:12,,,,,,
307,4,0,6,3,27299,9/15/17 15:40,,,,,,
307,4,1,8,8,12434,9/15/17 15:41,,,,,,
307,4,2,4,4,19988,9/15/17 15:41,,,,,,
307,2,3,9,1,6874,9/15/17 15:41,,,,,,
307,4,4,5,6,5197,9/15/17 15:41,,,,,,
308,0,0,6,4,44527,9/15/17 16:15,,,,,,
308,0,1,8,10,25036,9/15/17 16:15,,,,,,
308,0,2,7,5,12149,9/15/17 16:15,,,,,,
308,0,3,9,2,8719,9/15/17 16:15,,,,,,
308,0,4,4,6,9884,9/15/17 16:16,,,,,,
309,6,0,10,10,59488,9/15/17 15:39,,,,,,
309,5,1,4,2,41990,9/15/17 15:39,,,,,,
309,4,2,6,1,10690,9/15/17 15:39,,,,,,
309,6,3,7,4,5780,9/15/17 15:40,,,,,,
309,0,4,2,5,4756,9/15/17 15:40,,,,,,
310,5,0,7,8,48767,9/15/17 17:16,,,,,,
310,6,1,4,4,25230,9/15/17 17:16,,,,,,
310,7,2,1,9,9920,9/15/17 17:16,,,,,,
310,7,3,3,5,11743,9/15/17 17:16,,,,,,
310,4,4,5,2,5321,9/15/17 17:17,,,,,,
311,8,0,3,1,34598,9/15/17 17:03,,,,,,
311,8,1,7,10,20759,9/15/17 17:04,,,,,,
311,8,2,1,6,10671,9/15/17 17:04,,,,,,
311,8,3,9,5,5549,9/15/17 17:04,,,,,,
311,8,4,8,3,7173,9/15/17 17:04,,,,,,
312,8,0,1,4,27235,9/15/17 14:36,,,,,,
312,8,1,3,10,27985,9/15/17 14:37,,,,,,
312,8,2,4,7,15953,9/15/17 14:37,,,,,,
312,3,3,6,5,15443,9/15/17 14:37,,,,,,
312,1,4,8,6,10622,9/15/17 14:37,,,,,,
313,0,0,5,6,43681,9/15/17 17:00,,,,,,
313,0,1,6,7,22568,9/15/17 17:00,,,,,,
313,0,2,8,4,12681,9/15/17 17:00,,,,,,
313,0,3,1,9,7237,9/15/17 17:01,,,,,,
313,0,4,7,8,4578,9/15/17 17:01,,,,,,
314,0,0,9,3,55332,9/15/17 14:13,,,,,,
314,0,1,2,4,25999,9/15/17 14:13,,,,,,
314,0,2,10,10,15785,9/15/17 14:14,,,,,,
314,0,3,6,9,12964,9/15/17 14:14,,,,,,
314,0,4,3,7,15078,9/15/17 14:14,,,,,,
315,0,0,6,4,30342,9/15/17 14:48,,,,,,
315,0,1,9,1,17697,9/15/17 14:48,,,,,,
315,0,2,3,3,10671,9/15/17 14:49,,,,,,
315,0,3,5,5,7270,9/15/17 14:49,,,,,,
315,0,4,2,8,12874,9/15/17 14:49,,,,,,
316,3,0,7,6,47014,9/15/17 15:52,,,,,,
316,3,1,2,8,47232,9/15/17 15:52,,,,,,
316,3,2,5,3,11045,9/15/17 15:53,,,,,,
316,3,3,9,5,13021,9/15/17 15:53,,,,,,
316,3,4,8,7,9119,9/15/17 15:53,,,,,,
317,6,0,7,2,51594,9/15/17 15:52,,,,,,
317,6,1,4,7,24867,9/15/17 15:53,,,,,,
317,6,2,8,8,18816,9/15/17 15:53,,,,,,
317,6,3,2,5,16261,9/15/17 15:53,,,,,,
317,6,4,5,3,11727,9/15/17 15:54,,,,,,
318,1,0,10,9,28681,9/15/17 13:43,,,,,,
318,3,1,3,6,25615,9/15/17 13:44,,,,,,
318,0,2,1,8,10536,9/15/17 13:44,,,,,,
318,2,3,4,1,4905,9/15/17 13:44,,,,,,
318,2,4,7,2,2083,9/15/17 13:44,,,,,,
319,0,0,3,8,33929,9/15/17 14:49,,,,,,
319,0,1,4,6,21783,9/15/17 14:49,,,,,,
319,0,2,7,1,9609,9/15/17 14:49,,,,,,
319,0,3,6,4,11219,9/15/17 14:50,,,,,,
319,8,4,9,10,11110,9/15/17 14:50,,,,,,
320,7,0,8,6,27416,9/15/17 13:51,,,,,,
320,1,1,2,2,8560,9/15/17 13:51,,,,,,
320,0,2,3,9,266771,9/15/17 13:55,,,,,,
320,0,3,4,4,9004,9/15/17 13:55,,,,,,
320,0,4,1,1,17600,9/15/17 13:56,,,,,,
321,4,0,2,4,26980,9/15/17 14:55,,,,,,
321,3,1,10,9,26277,9/15/17 14:56,,,,,,
321,1,2,4,1,10085,9/15/17 14:56,,,,,,
321,2,3,8,10,22292,9/15/17 14:56,,,,,,
321,1,4,5,3,14196,9/15/17 14:57,,,,,,
322,4,0,7,9,39239,9/15/17 14:01,,,,,,
322,2,1,10,3,16012,9/15/17 14:02,,,,,,
322,4,2,4,7,8844,9/15/17 14:02,,,,,,
322,5,3,8,10,8022,9/15/17 14:02,,,,,,
322,4,4,6,5,8301,9/15/17 14:02,,,,,,
323,5,0,8,7,25300,9/15/17 16:22,,,,,,
323,5,1,2,9,14570,9/15/17 16:23,,,,,,
323,2,2,5,1,12508,9/15/17 16:23,,,,,,
323,2,3,7,4,9301,9/15/17 16:23,,,,,,
323,6,4,3,6,11436,9/15/17 16:23,,,,,,
324,4,0,6,6,37747,9/15/17 13:48,,,,,,
324,4,1,1,9,21496,9/15/17 13:48,,,,,,
324,4,2,5,4,12155,9/15/17 13:49,,,,,,
324,4,3,2,8,12058,9/15/17 13:49,,,,,,
324,4,4,3,3,7377,9/15/17 13:49,,,,,,
325,4,0,10,10,33739,9/15/17 15:45,,,,,,
325,4,1,6,5,17353,9/15/17 15:45,,,,,,
325,2,2,9,1,14402,9/15/17 15:45,,,,,,
325,3,3,7,2,8349,9/15/17 15:46,,,,,,
325,5,4,2,3,11098,9/15/17 15:46,,,,,,
326,6,0,10,3,54802,9/15/17 14:58,,,,,,
326,4,1,3,9,35971,9/15/17 14:59,,,,,,
326,6,2,5,6,3992,9/15/17 14:59,,,,,,
326,3,3,6,5,4056,9/15/17 14:59,,,,,,
326,5,4,7,8,7482,9/15/17 14:59,,,,,,
327,6,0,10,2,80931,9/15/17 15:31,,,,,,
327,7,1,2,7,12041,9/15/17 15:31,,,,,,
327,7,2,7,5,5405,9/15/17 15:31,,,,,,
327,6,3,4,1,4396,9/15/17 15:31,,,,,,
327,5,4,6,9,5078,9/15/17 15:31,,,,,,
328,4,0,5,5,35245,9/15/17 16:40,,,,,,
328,4,1,3,2,11706,9/15/17 16:40,,,,,,
328,8,2,9,1,10254,9/15/17 16:40,,,,,,
328,0,3,1,9,9948,9/15/17 16:41,,,,,,
328,0,4,2,7,11457,9/15/17 16:41,,,,,,
329,1,0,2,1,20132,9/15/17 17:24,,,,,,
329,1,1,6,4,12706,9/15/17 17:24,,,,,,
329,1,2,9,8,7499,9/15/17 17:24,,,,,,
329,8,3,1,10,13333,9/15/17 17:24,,,,,,
329,1,4,4,7,8269,9/15/17 17:24,,,,,,
330,8,0,5,4,24794,9/15/17 16:04,,,,,,
330,8,1,10,6,7762,9/15/17 16:04,,,,,,
330,8,2,6,7,4940,9/15/17 16:04,,,,,,
330,1,3,1,5,8104,9/15/17 16:04,,,,,,
330,2,4,3,3,2933,9/15/17 16:04,,,,,,
331,4,0,10,6,57385,9/15/17 13:45,,,,,,
331,5,1,8,8,21629,9/15/17 13:46,,,,,,
331,4,2,6,7,20392,9/15/17 13:46,,,,,,
331,6,3,2,3,18327,9/15/17 13:46,,,,,,
331,6,4,3,5,11721,9/15/17 13:47,,,,,,
332,5,0,7,2,64054,9/15/17 17:01,,,,,,
332,7,1,5,9,22350,9/15/17 17:01,,,,,,
332,1,2,9,4,18511,9/15/17 17:02,,,,,,
332,6,3,3,3,22407,9/15/17 17:02,,,,,,
332,7,4,1,6,12783,9/15/17 17:02,,,,,,
333,3,0,5,7,59620,9/15/17 16:30,,,,,,
333,3,1,3,2,15526,9/15/17 16:31,,,,,,
333,0,2,10,10,17422,9/15/17 16:31,,,,,,
333,3,3,7,1,9631,9/15/17 16:31,,,,,,
333,3,4,6,9,7074,9/15/17 16:31,,,,,,
334,7,0,2,5,32564,9/15/17 16:55,,,,,,
334,0,1,10,7,15041,9/15/17 16:55,,,,,,
334,0,2,7,1,10293,9/15/17 16:55,,,,,,
334,1,3,4,8,11960,9/15/17 16:55,,,,,,
334,6,4,3,3,13010,9/15/17 16:56,,,,,,
335,1,0,5,5,30600,9/15/17 17:01,,,,,,
335,6,1,3,9,16114,9/15/17 17:01,,,,,,
335,0,2,8,1,8627,9/15/17 17:01,,,,,,
335,0,3,10,10,9964,9/15/17 17:02,,,,,,
335,2,4,4,2,13310,9/15/17 17:02,,,,,,
336,8,0,9,10,48029,9/15/17 16:07,,,,,,
336,4,1,1,1,20303,9/15/17 16:07,,,,,,
336,5,2,2,4,15306,9/15/17 16:07,,,,,,
336,4,3,3,3,11037,9/15/17 16:08,,,,,,
336,4,4,6,6,12890,9/15/17 16:08,,,,,,
336,3,0,7,3,19399,9/15/17 16:09,,,,,,
336,7,1,1,7,7843,9/15/17 16:10,,,,,,
336,3,2,4,2,7271,9/15/17 16:10,,,,,,
336,4,3,6,6,3924,9/15/17 16:10,,,,,,
336,0,4,10,8,5964,9/15/17 16:10,,,,,,
337,0,0,7,1,54670,9/15/17 15:11,,,,,,
337,0,1,5,7,18545,9/15/17 15:11,,,,,,
337,8,2,8,10,18572,9/15/17 15:11,,,,,,
337,0,3,1,6,16624,9/15/17 15:12,,,,,,
337,0,4,2,3,10018,9/15/17 15:12,,,,,,
338,4,0,1,7,32871,9/15/17 14:06,,,,,,
338,4,1,6,8,17007,9/15/17 14:07,,,,,,
338,4,2,7,10,12316,9/15/17 14:07,,,,,,
338,4,3,9,5,8442,9/15/17 14:07,,,,,,
338,4,4,8,9,9474,9/15/17 14:07,,,,,,
339,8,0,5,7,78101,9/15/17 15:18,,,,,,
339,0,1,3,8,72571,9/15/17 15:19,,,,,,
339,0,2,8,4,42061,9/15/17 15:20,,,,,,
