subject,rating,trial_ind,green_prob,blue_prob,rt,stamp,,,,,,
97,8,1,10,1,32578,9/15/17 13:46,,,,,,
97,1,2,8,9,58449,9/15/17 13:47,,,,,,
97,7,3,2,6,22846,9/15/17 13:47,,,,,,
97,5,4,5,8,31653,9/15/17 13:48,,,,,,
98,2,0,6,5,167784,9/15/17 13:41,,,,,,
98,5,1,3,2,21141,9/15/17 13:42,,,,,,
98,6,2,9,7,10392,9/15/17 13:42,,,,,,
98,5,3,7,6,13007,9/15/17 13:42,,,,,,
98,4,4,1,1,9261,9/15/17 13:42,,,,,,
99,1,0,6,6,22214,9/15/17 14:52,,,,,,
99,7,1,1,7,25109,9/15/17 14:52,,,,,,
99,6,2,3,8,8980,9/15/17 14:52,,,,,,
99,1,3,5,4,12089,9/15/17 14:53,,,,,,
99,0,4,4,1,4391,9/15/17 14:53,,,,,,
100,5,0,8,9,26266,9/15/17 16:45,,,,,,
100,5,1,3,2,6674,9/15/17 16:45,,,,,,
100,5,2,9,4,3512,9/15/17 16:45,,,,,,
100,5,3,7,7,2630,9/15/17 16:45,,,,,,
100,8,4,10,10,5007,9/15/17 16:45,,,,,,
101,5,0,4,5,85383,9/15/17 16:19,,,,,,
101,2,1,7,2,36562,9/15/17 16:20,,,,,,
101,7,2,1,4,25692,9/15/17 16:20,,,,,,
101,6,3,3,6,46526,9/15/17 16:21,,,,,,
101,4,4,5,8,45796,9/15/17 16:22,,,,,,
102,6,0,7,5,41248,9/15/17 17:20,,,,,,
102,4,1,5,1,34496,9/15/17 17:21,,,,,,
102,7,2,6,10,23197,9/15/17 17:21,,,,,,
102,7,3,10,2,12212,9/15/17 17:21,,,,,,
102,2,4,2,4,11399,9/15/17 17:21,,,,,,
103,0,0,1,4,26303,9/15/17 14:01,,,,,,
103,0,1,8,3,27458,9/15/17 14:01,,,,,,
103,0,2,2,9,16602,9/15/17 14:01,,,,,,
103,0,3,10,1,18147,9/15/17 14:02,,,,,,
103,0,4,4,2,11381,9/15/17 14:02,,,,,,
104,2,0,6,1,28513,9/15/17 15:40,,,,,,
104,4,1,4,3,11988,9/15/17 15:41,,,,,,
104,0,2,10,7,8441,9/15/17 15:41,,,,,,
104,1,3,9,5,4021,9/15/17 15:41,,,,,,
104,2,4,7,2,7558,9/15/17 15:41,,,,,,
105,0,0,4,1,57038,9/15/17 14:07,,,,,,
105,1,1,1,7,37144,9/15/17 14:08,,,,,,
105,4,2,8,3,19660,9/15/17 14:08,,,,,,
105,2,3,3,10,13256,9/15/17 14:09,,,,,,
105,1,4,6,6,11300,9/15/17 14:09,,,,,,
106,0,0,3,9,28451,9/15/17 16:49,,,,,,
106,0,1,1,1,21013,9/15/17 16:50,,,,,,
106,0,2,8,2,13932,9/15/17 16:50,,,,,,
106,0,3,5,7,9185,9/15/17 16:50,,,,,,
106,0,4,10,3,8986,9/15/17 16:50,,,,,,
107,2,0,6,8,50646,9/15/17 15:27,,,,,,
107,7,1,3,9,16275,9/15/17 15:28,,,,,,
107,1,2,8,2,7117,9/15/17 15:28,,,,,,
107,1,3,10,6,6952,9/15/17 15:28,,,,,,
107,4,4,5,5,11523,9/15/17 15:28,,,,,,
108,5,0,3,1,5785,9/15/17 17:32,,,,,,
108,5,1,4,7,1592,9/15/17 17:32,,,,,,
108,3,2,8,10,1045,9/15/17 17:32,,,,,,
108,5,3,6,9,1408,9/15/17 17:32,,,,,,
108,4,4,5,2,1161,9/15/17 17:32,,,,,,
109,4,0,8,7,32597,9/15/17 15:31,,,,,,
109,2,1,10,2,15774,9/15/17 15:32,,,,,,
109,7,2,3,4,11337,9/15/17 15:32,,,,,,
109,4,3,5,5,9806,9/15/17 15:32,,,,,,
109,6,4,4,8,8155,9/15/17 15:32,,,,,,
110,7,0,9,5,27749,9/15/17 14:10,,,,,,
110,2,1,3,3,14316,9/15/17 14:10,,,,,,
110,1,2,2,8,11902,9/15/17 14:10,,,,,,
110,6,3,6,4,7198,9/15/17 14:11,,,,,,
110,5,4,4,7,7116,9/15/17 14:11,,,,,,
111,4,0,4,6,63797,9/15/17 15:08,,,,,,
111,4,1,7,2,21650,9/15/17 15:08,,,,,,
111,4,2,8,9,17457,9/15/17 15:09,,,,,,
111,4,3,2,1,12148,9/15/17 15:09,,,,,,
111,4,4,10,3,15775,9/15/17 15:09,,,,,,
112,4,0,5,4,223884,9/15/17 16:48,,,,,,
112,8,1,1,7,17854,9/15/17 16:48,,,,,,
112,6,2,10,5,14404,9/15/17 16:48,,,,,,
112,1,3,6,1,6638,9/15/17 16:48,,,,,,
112,1,4,4,8,15716,9/15/17 16:49,,,,,,
113,7,0,1,8,12555,9/15/17 13:36,,,,,,
113,1,1,8,4,10153,9/15/17 13:36,,,,,,
113,1,2,7,5,11094,9/15/17 13:37,,,,,,
113,6,3,5,6,9649,9/15/17 13:37,,,,,,
113,8,4,3,2,5583,9/15/17 13:37,,,,,,
114,4,0,7,4,66794,9/15/17 15:31,,,,,,
114,4,1,4,5,34798,9/15/17 15:31,,,,,,
114,4,2,3,8,24457,9/15/17 15:32,,,,,,
114,4,3,2,2,14361,9/15/17 15:32,,,,,,
114,4,4,9,7,11985,9/15/17 15:32,,,,,,
115,6,0,1,8,30801,9/15/17 16:20,,,,,,
115,4,1,6,3,9804,9/15/17 16:20,,,,,,
115,2,2,5,4,6498,9/15/17 16:20,,,,,,
115,1,3,9,10,3205,9/15/17 16:20,,,,,,
115,1,4,7,7,7361,9/15/17 16:21,,,,,,
116,7,0,9,10,19153,9/15/17 14:21,,,,,,
116,5,1,3,6,15795,9/15/17 14:21,,,,,,
116,5,2,10,9,9516,9/15/17 14:21,,,,,,
116,3,3,5,8,12073,9/15/17 14:22,,,,,,
116,4,4,1,1,8596,9/15/17 14:22,,,,,,
117,6,0,1,1,69648,9/15/17 14:51,,,,,,
117,5,1,8,5,44111,9/15/17 14:52,,,,,,
117,6,2,9,9,11003,9/15/17 14:52,,,,,,
117,6,3,3,3,11369,9/15/17 14:52,,,,,,
117,5,4,5,2,17885,9/15/17 14:52,,,,,,
118,6,0,10,10,14704,9/15/17 16:28,,,,,,
118,3,1,8,3,11294,9/15/17 16:28,,,,,,
118,5,2,6,8,13504,9/15/17 16:29,,,,,,
118,8,3,1,5,6481,9/15/17 16:29,,,,,,
118,3,4,7,7,5633,9/15/17 16:29,,,,,,
119,3,0,3,9,32934,9/15/17 15:05,,,,,,
119,5,1,7,10,18172,9/15/17 15:06,,,,,,
119,5,2,6,4,9095,9/15/17 15:06,,,,,,
119,5,3,4,5,3049,9/15/17 15:06,,,,,,
119,5,4,10,2,2532,9/15/17 15:06,,,,,,
120,6,0,1,3,34530,9/15/17 17:09,,,,,,
120,0,1,10,4,16788,9/15/17 17:09,,,,,,
120,2,2,8,10,14186,9/15/17 17:10,,,,,,
120,5,3,3,7,20284,9/15/17 17:10,,,,,,
120,7,4,2,5,7324,9/15/17 17:10,,,,,,
121,7,0,5,7,53714,9/15/17 16:31,,,,,,
121,7,1,1,2,40318,9/15/17 16:31,,,,,,
121,7,2,2,8,8070,9/15/17 16:31,,,,,,
121,7,3,6,4,17765,9/15/17 16:32,,,,,,
121,7,4,7,6,12432,9/15/17 16:32,,,,,,
122,0,0,9,8,34382,9/15/17 15:21,,,,,,
122,0,1,1,5,15148,9/15/17 15:21,,,,,,
122,0,2,8,9,9104,9/15/17 15:21,,,,,,
122,0,3,4,1,9432,9/15/17 15:21,,,,,,
122,0,4,7,10,18294,9/15/17 15:22,,,,,,
123,3,0,5,8,71670,9/15/17 14:42,,,,,,
123,2,1,8,5,9258,9/15/17 14:43,,,,,,
123,0,2,1,1,8682,9/15/17 14:43,,,,,,
123,2,3,9,9,10914,9/15/17 14:43,,,,,,
123,3,4,6,2,9341,9/15/17 14:43,,,,,,
124,5,0,2,8,107062,9/15/17 15:34,,,,,,
124,4,1,6,9,133874,9/15/17 15:36,,,,,,
124,4,2,5,6,30282,9/15/17 15:36,,,,,,
124,2,3,1,1,25699,9/15/17 15:37,,,,,,
124,2,4,3,3,16318,9/15/17 15:37,,,,,,
125,1,0,8,2,44793,9/15/17 16:48,,,,,,
125,7,1,7,10,21750,9/15/17 16:48,,,,,,
125,4,2,2,1,19048,9/15/17 16:49,,,,,,
125,3,3,6,5,15170,9/15/17 16:49,,,,,,
125,7,4,3,9,9004,9/15/17 16:49,,,,,,
126,7,0,4,9,24287,9/15/17 14:38,,,,,,
126,4,1,10,10,11246,9/15/17 14:38,,,,,,
126,1,2,7,1,8230,9/15/17 14:38,,,,,,
126,1,3,9,7,8105,9/15/17 14:38,,,,,,
126,3,4,5,3,6260,9/15/17 14:38,,,,,,
127,8,0,1,10,36541,9/15/17 14:05,,,,,,
127,5,1,3,4,22948,9/15/17 14:06,,,,,,
127,3,2,5,3,9044,9/15/17 14:06,,,,,,
127,0,3,10,7,7806,9/15/17 14:06,,,,,,
127,7,4,2,5,12726,9/15/17 14:06,,,,,,
128,1,0,1,1,34455,9/15/17 16:37,,,,,,
128,1,1,9,9,17299,9/15/17 16:37,,,,,,
128,1,2,2,7,31102,9/15/17 16:38,,,,,,
128,1,3,3,5,11056,9/15/17 16:38,,,,,,
128,0,4,6,10,7017,9/15/17 16:38,,,,,,
129,1,0,7,2,40458,9/15/17 15:55,,,,,,
129,0,1,10,1,12531,9/15/17 15:56,,,,,,
129,6,2,2,9,15580,9/15/17 15:56,,,,,,
129,1,3,8,6,10437,9/15/17 15:56,,,,,,
129,1,4,4,4,15348,9/15/17 15:56,,,,,,
130,4,0,4,3,62630,9/15/17 15:07,,,,,,
130,4,1,5,8,34238,9/15/17 15:08,,,,,,
130,4,2,1,5,10210,9/15/17 15:08,,,,,,
130,4,3,7,2,13276,9/15/17 15:08,,,,,,
130,4,4,10,1,13299,9/15/17 15:09,,,,,,
131,4,0,7,7,31062,9/15/17 17:19,,,,,,
131,4,1,8,10,16271,9/15/17 17:19,,,,,,
131,4,2,3,1,11178,9/15/17 17:20,,,,,,
131,4,3,5,8,12656,9/15/17 17:20,,,,,,
131,4,4,1,9,6156,9/15/17 17:20,,,,,,
132,3,0,4,5,58619,9/15/17 13:38,,,,,,
132,4,1,10,10,19471,9/15/17 13:38,,,,,,
132,1,2,8,1,21108,9/15/17 13:39,,,,,,
132,1,3,7,3,13357,9/15/17 13:39,,,,,,
132,1,4,5,2,10019,9/15/17 13:39,,,,,,
133,6,0,4,5,5660,9/15/17 17:08,,,,,,
133,4,1,3,9,2737,9/15/17 17:08,,,,,,
133,2,2,6,4,2234,9/15/17 17:08,,,,,,
133,4,3,1,3,2712,9/15/17 17:08,,,,,,
133,5,4,8,7,2465,9/15/17 17:08,,,,,,
134,1,0,6,2,15997,9/15/17 15:52,,,,,,
134,1,1,7,3,8199,9/15/17 15:53,,,,,,
134,1,2,4,10,10017,9/15/17 15:53,,,,,,
134,1,3,2,9,6392,9/15/17 15:53,,,,,,
134,1,4,1,7,5047,9/15/17 15:53,,,,,,
135,4,0,1,7,37380,9/15/17 14:42,,,,,,
135,4,1,8,4,18547,9/15/17 14:43,,,,,,
135,0,2,10,9,19555,9/15/17 14:43,,,,,,
135,4,3,3,2,5738,9/15/17 14:43,,,,,,
135,4,4,6,3,7272,9/15/17 14:43,,,,,,
136,0,0,8,9,32041,9/15/17 15:05,,,,,,
136,0,1,5,6,18266,9/15/17 15:05,,,,,,
136,0,2,3,8,39290,9/15/17 15:06,,,,,,
136,0,3,2,1,8125,9/15/17 15:06,,,,,,
136,0,4,4,5,11976,9/15/17 15:06,,,,,,
137,3,0,2,8,23862,9/15/17 15:41,,,,,,
137,2,1,9,9,15278,9/15/17 15:41,,,,,,
137,1,2,4,2,13478,9/15/17 15:41,,,,,,
137,0,3,10,5,10905,9/15/17 15:42,,,,,,
137,1,4,1,3,9776,9/15/17 15:42,,,,,,
138,6,0,7,7,26410,9/15/17 14:27,,,,,,
138,8,1,4,8,18566,9/15/17 14:27,,,,,,
138,8,2,1,9,4916,9/15/17 14:27,,,,,,
138,2,3,8,5,7142,9/15/17 14:27,,,,,,
138,0,4,10,4,4695,9/15/17 14:27,,,,,,
139,8,0,3,5,58301,9/15/17 15:51,,,,,,
139,8,1,9,7,43832,9/15/17 15:52,,,,,,
139,0,2,2,2,17483,9/15/17 15:52,,,,,,
139,0,3,1,3,30507,9/15/17 15:53,,,,,,
139,4,4,4,4,6972,9/15/17 15:53,,,,,,
140,0,0,10,1,49629,9/15/17 17:17,,,,,,
140,4,1,4,6,23347,9/15/17 17:18,,,,,,
140,6,2,3,9,10523,9/15/17 17:18,,,,,,
140,8,3,1,10,9490,9/15/17 17:18,,,,,,
140,4,4,8,3,15335,9/15/17 17:19,,,,,,
141,0,0,3,2,92710,9/15/17 16:53,,,,,,
141,0,1,9,1,36729,9/15/17 16:53,,,,,,
141,0,2,2,9,28664,9/15/17 16:54,,,,,,
141,0,3,10,6,19533,9/15/17 16:54,,,,,,
141,0,4,4,4,29169,9/15/17 16:55,,,,,,
142,4,0,8,6,127326,9/15/17 17:04,,,,,,
142,3,1,9,1,30554,9/15/17 17:04,,,,,,
142,6,2,7,9,18052,9/15/17 17:05,,,,,,
142,6,3,2,5,14552,9/15/17 17:05,,,,,,
142,6,4,1,4,13166,9/15/17 17:05,,,,,,
143,3,0,7,6,39703,9/15/17 15:31,,,,,,
143,4,1,2,7,26394,9/15/17 15:32,,,,,,
143,2,2,6,3,20262,9/15/17 15:32,,,,,,
143,6,3,8,10,19469,9/15/17 15:32,,,,,,
143,2,4,4,8,12666,9/15/17 15:33,,,,,,
144,4,0,1,10,116286,9/15/17 16:41,,,,,,
144,4,1,2,7,22895,9/15/17 16:42,,,,,,
144,4,2,5,5,8630,9/15/17 16:42,,,,,,
144,4,3,9,3,7732,9/15/17 16:42,,,,,,
144,4,4,3,8,10870,9/15/17 16:42,,,,,,
145,4,0,3,7,48448,9/15/17 14:27,,,,,,
145,3,1,2,5,28644,9/15/17 14:27,,,,,,
145,2,2,6,3,15587,9/15/17 14:27,,,,,,
145,2,3,4,6,9420,9/15/17 14:28,,,,,,
145,3,4,10,9,13901,9/15/17 14:28,,,,,,
146,5,0,8,9,20528,9/15/17 17:20,,,,,,
146,7,1,9,10,4727,9/15/17 17:20,,,,,,
146,1,2,10,8,43457,9/15/17 17:20,,,,,,
146,6,3,3,3,3877,9/15/17 17:21,,,,,,
146,5,4,5,5,6694,9/15/17 17:21,,,,,,
147,5,0,7,4,34958,9/15/17 16:38,,,,,,
147,8,1,5,8,14483,9/15/17 16:38,,,,,,
147,8,2,6,3,9857,9/15/17 16:38,,,,,,
147,8,3,8,9,8307,9/15/17 16:39,,,,,,
147,8,4,1,7,9495,9/15/17 16:39,,,,,,
148,0,0,10,10,20841,9/15/17 14:44,,,,,,
148,0,1,7,2,11404,9/15/17 14:44,,,,,,
148,0,2,6,1,7796,9/15/17 14:44,,,,,,
148,0,3,3,6,7855,9/15/17 14:44,,,,,,
148,0,4,5,4,6261,9/15/17 14:45,,,,,,
149,4,0,8,8,14339,9/15/17 17:27,,,,,,
149,6,1,2,1,6593,9/15/17 17:27,,,,,,
149,3,2,7,4,6486,9/15/17 17:27,,,,,,
149,1,3,10,5,3239,9/15/17 17:27,,,,,,
149,7,4,1,3,6144,9/15/17 17:27,,,,,,
150,4,0,5,5,16525,9/15/17 15:43,,,,,,
150,2,1,1,2,8209,9/15/17 15:43,,,,,,
150,6,2,10,4,7467,9/15/17 15:43,,,,,,
150,8,3,8,10,10435,9/15/17 15:43,,,,,,
150,8,4,7,9,8728,9/15/17 15:43,,,,,,
151,5,0,10,5,81063,9/15/17 13:44,,,,,,
151,4,1,6,2,42481,9/15/17 13:45,,,,,,
151,4,2,9,3,5858,9/15/17 13:45,,,,,,
151,4,3,8,9,5912,9/15/17 13:45,,,,,,
151,4,4,7,4,4260,9/15/17 13:45,,,,,,
152,2,0,2,9,20609,9/15/17 14:21,,,,,,
152,3,1,3,10,34874,9/15/17 14:21,,,,,,
152,0,2,10,4,8907,9/15/17 14:21,,,,,,
152,1,3,7,6,5013,9/15/17 14:22,,,,,,
152,1,4,8,1,3802,9/15/17 14:22,,,,,,
153,4,0,9,6,41955,9/15/17 14:09,,,,,,
153,4,1,4,7,15036,9/15/17 14:10,,,,,,
153,4,2,7,9,16258,9/15/17 14:10,,,,,,
153,4,3,2,3,13807,9/15/17 14:10,,,,,,
153,4,4,1,1,13360,9/15/17 14:10,,,,,,
154,1,0,8,1,30630,9/15/17 15:26,,,,,,
154,4,1,6,7,18744,9/15/17 15:26,,,,,,
154,6,2,2,5,5568,9/15/17 15:27,,,,,,
154,1,3,9,4,13162,9/15/17 15:27,,,,,,
154,4,4,3,3,2606,9/15/17 15:27,,,,,,
155,1,0,3,5,45350,9/15/17 16:06,,,,,,
155,3,1,2,9,23641,9/15/17 16:07,,,,,,
155,0,2,9,1,15058,9/15/17 16:07,,,,,,
155,1,3,7,8,16155,9/15/17 16:07,,,,,,
155,0,4,10,4,16438,9/15/17 16:08,,,,,,
156,5,0,4,5,34874,9/15/17 14:16,,,,,,
156,7,1,2,10,19187,9/15/17 14:16,,,,,,
156,5,2,3,9,18940,9/15/17 14:17,,,,,,
156,4,3,7,4,16606,9/15/17 14:17,,,,,,
156,-1,4,9,1,10684,9/15/17 14:17,,,,,,
157,6,0,5,7,289826,9/15/17 14:51,,,,,,
157,6,1,4,6,12581,9/15/17 14:51,,,,,,
157,6,2,2,2,5152,9/15/17 14:51,,,,,,
157,2,3,10,3,14119,9/15/17 14:51,,,,,,
157,4,4,9,9,7893,9/15/17 14:51,,,,,,
158,0,0,8,1,39030,9/15/17 16:00,,,,,,
158,0,1,6,5,14812,9/15/17 16:01,,,,,,
158,3,2,3,9,50425,9/15/17 16:01,,,,,,
158,1,3,5,4,12919,9/15/17 16:02,,,,,,
158,0,4,7,3,6723,9/15/17 16:02,,,,,,
159,0,0,4,6,129402,9/15/17 14:27,,,,,,
159,0,1,10,8,59468,9/15/17 14:28,,,,,,
159,8,2,8,5,59254,9/15/17 14:29,,,,,,
159,8,3,9,4,49849,9/15/17 14:30,,,,,,
159,4,4,6,3,25842,9/15/17 14:31,,,,,,
160,3,0,3,2,36923,9/15/17 13:36,,,,,,
160,0,1,8,3,17900,9/15/17 13:37,,,,,,
160,0,2,10,6,14370,9/15/17 13:37,,,,,,
160,0,3,6,5,9845,9/15/17 13:37,,,,,,
160,0,4,9,10,9993,9/15/17 13:37,,,,,,
161,3,0,4,10,74009,9/15/17 15:30,,,,,,
161,2,1,5,8,44555,9/15/17 15:30,,,,,,
161,3,2,2,6,23085,9/15/17 15:31,,,,,,
161,2,3,3,4,19271,9/15/17 15:31,,,,,,
161,2,4,7,2,15105,9/15/17 15:31,,,,,,
162,0,0,1,4,55912,9/15/17 16:56,,,,,,
162,0,1,4,7,22016,9/15/17 16:56,,,,,,
162,0,2,6,1,16269,9/15/17 16:56,,,,,,
162,0,3,5,6,17580,9/15/17 16:57,,,,,,
162,0,4,9,5,13351,9/15/17 16:57,,,,,,
163,5,0,6,1,52973,9/15/17 16:12,,,,,,
163,5,1,3,8,15255,9/15/17 16:12,,,,,,
163,5,2,8,2,8239,9/15/17 16:12,,,,,,
163,5,3,4,7,18394,9/15/17 16:12,,,,,,
163,5,4,2,9,7827,9/15/17 16:12,,,,,,
164,6,0,3,10,48921,9/15/17 14:19,,,,,,
164,3,1,4,6,9895,9/15/17 14:20,,,,,,
164,2,2,8,2,16934,9/15/17 14:20,,,,,,
164,5,3,6,5,13716,9/15/17 14:20,,,,,,
164,2,4,5,4,10020,9/15/17 14:20,,,,,,
165,6,0,8,8,4008,9/15/17 15:31,,,,,,
165,7,1,7,4,4657,9/15/17 15:31,,,,,,
165,4,2,1,9,3526,9/15/17 15:31,,,,,,
165,8,3,2,2,2946,9/15/17 15:31,,,,,,
165,8,4,9,3,3752,9/15/17 15:31,,,,,,
166,4,0,4,7,52349,9/15/17 15:00,,,,,,
166,4,1,10,9,16935,9/15/17 15:00,,,,,,
166,3,2,6,3,11314,9/15/17 15:00,,,,,,
166,4,3,5,5,8867,9/15/17 15:00,,,,,,
166,5,4,1,4,10306,9/15/17 15:00,,,,,,
167,4,0,2,1,79537,9/15/17 14:54,,,,,,
167,4,1,6,9,32717,9/15/17 14:54,,,,,,
167,4,2,8,7,13498,9/15/17 14:54,,,,,,
167,5,3,1,5,19320,9/15/17 14:55,,,,,,
167,6,4,9,8,12368,9/15/17 14:55,,,,,,
168,8,0,4,9,34248,9/15/17 13:43,,,,,,
168,8,1,3,6,9613,9/15/17 13:43,,,,,,
168,1,2,6,3,10684,9/15/17 13:44,,,,,,
168,3,3,7,7,13745,9/15/17 13:44,,,,,,
168,0,4,10,5,5221,9/15/17 13:44,,,,,,
169,0,0,10,4,43403,9/15/17 14:16,,,,,,
169,4,1,5,8,20161,9/15/17 14:17,,,,,,
169,3,2,4,10,13032,9/15/17 14:17,,,,,,
169,3,3,6,9,39164,9/15/17 14:17,,,,,,
169,5,4,1,1,12611,9/15/17 14:18,,,,,,
170,0,0,9,1,39733,9/15/17 14:42,,,,,,
170,8,1,4,10,23364,9/15/17 14:42,,,,,,
170,0,2,10,6,12153,9/15/17 14:43,,,,,,
170,4,3,1,3,14504,9/15/17 14:43,,,,,,
170,6,4,2,9,44484,9/15/17 14:44,,,,,,
171,1,0,6,5,45892,9/15/17 14:18,,,,,,
171,1,1,9,8,18802,9/15/17 14:18,,,,,,
171,2,2,7,7,11515,9/15/17 14:19,,,,,,
171,1,3,4,10,12081,9/15/17 14:19,,,,,,
171,1,4,8,9,8529,9/15/17 14:19,,,,,,
172,8,0,1,5,18461,9/15/17 15:29,,,,,,
172,1,0,2,5,5447,9/15/17 15:29,,,,,,
172,4,1,5,4,1802,9/15/17 15:29,,,,,,
172,6,2,8,10,1713,9/15/17 15:29,,,,,,
172,6,3,7,9,2569,9/15/17 15:30,,,,,,
172,0,4,1,1,1715,9/15/17 15:30,,,,,,
173,8,0,4,4,31024,9/15/17 14:26,,,,,,
173,8,1,8,2,20764,9/15/17 14:26,,,,,,
173,8,2,6,7,12126,9/15/17 14:26,,,,,,
173,4,3,3,6,30867,9/15/17 14:27,,,,,,
173,8,4,9,5,11484,9/15/17 14:27,,,,,,
174,4,0,6,9,38206,9/15/17 16:46,,,,,,
174,5,1,3,7,17181,9/15/17 16:46,,,,,,
174,1,2,9,1,13628,9/15/17 16:47,,,,,,
174,6,3,2,10,11823,9/15/17 16:47,,,,,,
174,4,4,8,4,12686,9/15/17 16:47,,,,,,
175,8,0,2,1,73564,9/15/17 14:31,,,,,,
175,8,1,10,3,30394,9/15/17 14:32,,,,,,
175,4,2,1,2,17588,9/15/17 14:32,,,,,,
175,8,3,6,4,12948,9/15/17 14:32,,,,,,
175,8,4,8,7,14036,9/15/17 14:32,,,,,,
176,6,0,4,1,29421,9/15/17 13:34,,,,,,
176,8,1,7,10,26866,9/15/17 13:34,,,,,,
176,6,2,6,9,8412,9/15/17 13:34,,,,,,
176,6,3,3,8,19827,9/15/17 13:35,,,,,,
176,4,4,5,5,16939,9/15/17 13:35,,,,,,
177,1,0,7,2,50273,9/15/17 15:23,,,,,,
177,7,1,4,9,35051,9/15/17 15:24,,,,,,
177,1,2,9,8,24690,9/15/17 15:25,,,,,,
177,7,3,2,7,16363,9/15/17 15:25,,,,,,
177,0,4,10,1,12203,9/15/17 15:25,,,,,,
178,6,0,5,8,63387,9/15/17 14:54,,,,,,
178,0,1,10,5,21114,9/15/17 14:54,,,,,,
178,3,2,6,2,34386,9/15/17 14:55,,,,,,
178,4,3,7,3,23284,9/15/17 14:55,,,,,,
178,8,4,9,1,15561,9/15/17 14:56,,,,,,
179,6,0,5,1,6960,9/15/17 16:18,,,,,,
179,5,1,4,6,2812,9/15/17 16:18,,,,,,
179,7,2,6,4,3914,9/15/17 16:18,,,,,,
179,7,3,7,5,2152,9/15/17 16:18,,,,,,
179,8,4,10,3,2798,9/15/17 16:19,,,,,,
180,0,0,7,9,65542,9/15/17 15:24,,,,,,
180,0,1,10,10,19274,9/15/17 15:25,,,,,,
180,0,2,1,5,13108,9/15/17 15:25,,,,,,
180,0,3,9,7,11947,9/15/17 15:25,,,,,,
180,0,4,3,4,11015,9/15/17 15:25,,,,,,
181,4,0,5,6,42183,9/15/17 16:21,,,,,,
181,4,1,4,2,17572,9/15/17 16:21,,,,,,
181,4,2,3,7,18177,9/15/17 16:21,,,,,,
181,4,3,9,1,12048,9/15/17 16:21,,,,,,
181,4,4,10,4,12464,9/15/17 16:22,,,,,,
182,8,0,5,1,30517,9/15/17 15:33,,,,,,
182,4,1,10,6,10087,9/15/17 15:33,,,,,,
182,8,2,1,4,7043,9/15/17 15:33,,,,,,
182,8,3,2,10,6533,9/15/17 15:33,,,,,,
182,6,4,3,2,11473,9/15/17 15:34,,,,,,
183,7,0,6,3,27674,9/15/17 13:54,,,,,,
183,7,1,5,2,8092,9/15/17 13:54,,,,,,
183,7,2,3,9,9719,9/15/17 13:54,,,,,,
183,6,3,2,7,5693,9/15/17 13:55,,,,,,
183,6,4,4,8,4851,9/15/17 13:55,,,,,,
184,6,0,1,8,28543,9/15/17 15:36,,,,,,
184,2,1,6,6,15742,9/15/17 15:36,,,,,,
184,1,2,3,3,10298,9/15/17 15:36,,,,,,
184,0,3,2,1,7428,9/15/17 15:36,,,,,,
184,0,4,8,7,10793,9/15/17 15:36,,,,,,
185,2,0,10,6,38542,9/15/17 16:31,,,,,,
185,7,1,3,10,15296,9/15/17 16:32,,,,,,
185,2,2,6,5,14499,9/15/17 16:32,,,,,,
185,2,3,7,3,13032,9/15/17 16:32,,,,,,
185,1,4,5,1,10270,9/15/17 16:32,,,,,,
186,8,0,5,6,71035,9/15/17 13:45,,,,,,
186,8,1,4,7,44880,9/15/17 13:46,,,,,,
186,8,2,2,9,63443,9/15/17 13:47,,,,,,
186,4,3,3,3,8557,9/15/17 13:47,,,,,,
186,6,4,6,5,14162,9/15/17 13:48,,,,,,
187,6,0,8,9,34758,9/15/17 16:16,,,,,,
187,6,1,7,6,17433,9/15/17 16:17,,,,,,
187,6,2,6,3,9689,9/15/17 16:17,,,,,,
187,4,3,10,8,12596,9/15/17 16:17,,,,,,
187,6,4,2,2,7864,9/15/17 16:17,,,,,,
188,4,0,9,6,23973,9/15/17 15:32,,,,,,
188,4,1,4,4,9747,9/15/17 15:32,,,,,,
188,4,2,3,8,8024,9/15/17 15:32,,,,,,
188,4,3,1,9,3323,9/15/17 15:32,,,,,,
188,4,4,6,10,2513,9/15/17 15:33,,,,,,
189,8,0,2,3,45169,9/15/17 17:33,,,,,,
189,8,1,1,1,12786,9/15/17 17:33,,,,,,
189,8,2,8,4,12008,9/15/17 17:33,,,,,,
189,8,3,9,8,9601,9/15/17 17:34,,,,,,
189,8,4,7,9,10965,9/15/17 17:34,,,,,,
190,5,0,2,4,20965,9/15/17 13:54,,,,,,
190,0,1,10,5,7936,9/15/17 13:54,,,,,,
190,7,2,1,8,8367,9/15/17 13:54,,,,,,
190,2,3,7,9,16280,9/15/17 13:55,,,,,,
190,1,4,9,1,4510,9/15/17 13:55,,,,,,
191,2,0,6,5,40244,9/15/17 14:29,,,,,,
191,6,1,4,6,21686,9/15/17 14:30,,,,,,
191,3,2,2,3,11785,9/15/17 14:30,,,,,,
191,1,3,8,4,17274,9/15/17 14:30,,,,,,
191,1,4,7,2,8708,9/15/17 14:30,,,,,,
192,0,0,5,5,59861,9/15/17 17:25,,,,,,
192,0,1,1,4,32598,9/15/17 17:25,,,,,,
192,0,2,9,1,15867,9/15/17 17:26,,,,,,
192,0,3,4,7,58218,9/15/17 17:27,,,,,,
192,0,4,7,2,13532,9/15/17 17:27,,,,,,
193,8,0,8,9,34587,9/15/17 14:08,,,,,,
