AmazonIdentifier,AssignmentId,DurationInSeconds,StartTime,CompletionTime,ApprovalStatus,AmountPaid,AmountBonused,Actual Completion Code,,,
A3LTB4N42X501J,3BDCF01OGXVHRQUKJBG99OC45LSLY2,223,9/14/2017 2:32:57 PM,9/14/2017 2:36:41 PM,Approved,0.35,0.00,JDA335XQQ,,,
A2S5CMTSN42YWM,3X4MXAO0BGPO5JUX9UVHA30N05GRWY,214,9/14/2017 2:30:09 PM,9/14/2017 2:33:43 PM,Approved,0.35,0.00,JDA335XQQ,,,
A12NNJKHIZP1TY,3C44YUNSI1Q4K0ERF7M2DKBNS7MDPJ,177,9/14/2017 2:23:38 PM,9/14/2017 2:26:36 PM,Approved,0.35,0.00,JDA335XQQ,,,
A1MADOUB1BA0A5,3LKC68YZ3A4L862HH2EDG8VIPIVWOT,116,9/14/2017 2:19:53 PM,9/14/2017 2:21:49 PM,Approved,0.35,0.00,JDA335XQQ,,,
A2389DERMNF3ZB,36U2A8VAG1067KC2YB48UOZPGLNYKC,1133,9/14/2017 2:35:15 PM,9/14/2017 2:54:09 PM,Approved,0.35,0.00,JDA335XQQ,,,
A18EJR0U61DDII,3137ONMDKG63ZTZS8J7ZPTFGRT5GEI,362,9/14/2017 3:12:57 PM,9/14/2017 3:19:00 PM,Approved,0.35,0.00, JDA335XQQ,,,
A244X2KYRPNOEO,3WQQ9FUS6AVQZBHQFUTLW8SX0CDB8T,106,9/14/2017 2:51:18 PM,9/14/2017 2:53:05 PM,Approved,0.35,0.00,JDA335XQQ,,,
A3QMWLH7A7NSVN,3VD82FOHKQPCU8WC0BEC4EOFX2EOCD,250,9/14/2017 2:27:18 PM,9/14/2017 2:31:28 PM,Approved,0.35,0.00,JDA335XQQ,,,
A36X54Z0EPUUOQ,31Q0U3WYDPGLMZUF3S8QCWJT3GD71G,245,9/14/2017 2:20:02 PM,9/14/2017 2:24:08 PM,Approved,0.35,0.00,JDA335XQQ,,,
AWE9A4ZOP9LNU,3AAPLD8UCCIJO8C0IKEC9FRI920HT1,125,9/14/2017 2:22:34 PM,9/14/2017 2:24:39 PM,Approved,0.35,0.00,JDA335XQQ,,,
A2MW5S0XS0D5MN,3GNA64GUZE5UGZ0D0EJ8FDD5KMAQ5F,270,9/14/2017 2:25:14 PM,9/14/2017 2:29:44 PM,Approved,0.35,0.00,JDA335XQQ,,,
ABQ1B3GQ8AOTH,3VHHR074H3IYC6YJW2Q9WBS71MIL70,180,9/14/2017 2:24:33 PM,9/14/2017 2:27:34 PM,Approved,0.35,0.00,JDA335XQQ,,,
A26L7403RHRQP8,33OOO72IVHMS701KWS0BYOU2WAYTC7,93,9/14/2017 2:51:50 PM,9/14/2017 2:53:24 PM,Approved,0.35,0.00,JDA335XQQ,,,
ALVNLAB9WP9I4,3NLZY2D53PQ8IO3YS1ZFW2926CAQL3,2666,9/14/2017 2:25:24 PM,9/14/2017 3:09:51 PM,Approved,0.35,0.00,JDA335XQQ,,,
A2V0ADROWMC2ZM,3AAPLD8UCCIJO8C0IKEC9FRI921HT2,197,9/14/2017 2:31:43 PM,9/14/2017 2:35:01 PM,Approved,0.35,0.00,JDA335XQQ,,,
A14OSI1BNJI40A,34Q075JO1XE74OUVITNHXH96V2710A,41,9/14/2017 2:24:40 PM,9/14/2017 2:25:22 PM,Rejected,0.00,0.00,A14OSI1BNJI40A,,,
A35ARURSRU6UAZ,3PS7W85Z8Z3Q92UHK8QKWYTUQPTT9O,175,9/14/2017 2:32:44 PM,9/14/2017 2:35:39 PM,Approved,0.35,0.00,JDA335XQQ,,,
A308QGLJECJUFQ,31UV0MXWNQDHZ1CUN6EZ6BMJTCT5IR,294,9/14/2017 2:21:59 PM,9/14/2017 2:26:53 PM,Approved,0.35,0.00,JDA335XQQ,,,
A2P0UKN1U3LHMO,38BQUHLA9W1P3U83D08Q7ATRRGMMOX,221,9/14/2017 3:04:11 PM,9/14/2017 3:07:53 PM,Approved,0.35,0.00,JDA335XQQ,,,
A5F9JWDRKPJ9,3X31TUMD7XNK1KJH7M90V11UY0K1LL,164,9/14/2017 2:35:50 PM,9/14/2017 2:38:35 PM,Approved,0.35,0.00,JDA335XQQ,,,
A295XEF30H0NH5,34YB12FSQYP1BHR5PHVI21KP0USMG7,196,9/14/2017 2:33:53 PM,9/14/2017 2:37:09 PM,Approved,0.35,0.00,JDA335XQQ,,,
A29IZXNMASKC2G,3XCC1ODXDLCJLMYBXLWBIEI1C43RQY,416,9/14/2017 3:07:37 PM,9/14/2017 3:14:33 PM,Approved,0.35,0.00,JDA335XQQ,,,
A2Y3PKD4YGLTKG,3QIYRE09Y3IAPKM2JZPF8T5J3WNN1E,167,9/14/2017 3:17:30 PM,9/14/2017 3:20:17 PM,Approved,0.35,0.00, JDA335XQQ,,,
A3MWADCKOJNBPI,3PPTZCWALQLSNDK272QO4HK0LMOQZU,140,9/14/2017 3:24:22 PM,9/14/2017 3:26:43 PM,Approved,0.35,0.00,JDA335XQQ,,,
A115UFR6VA6OM1,3LEIZ60CDJ0MVE3GQ0F2IMUBBLDZ98,458,9/14/2017 2:19:58 PM,9/14/2017 2:27:37 PM,Approved,0.35,0.00,JDA335XQQ,,,
A28PG3NQXF9VAA,3OHYZ19UGC6O1TZEGXILYJYRXZWAO0,174,9/14/2017 2:48:54 PM,9/14/2017 2:51:49 PM,Approved,0.35,0.00,JDA335XQQ,,,
A17SCJYQDUDSFS,3VSOLARPKBALALWN5TKTELPWWRL39O,59,9/14/2017 3:21:23 PM,9/14/2017 3:22:23 PM,Approved,0.35,0.00, JDA335XQQ,,,
ALDQRWYZ8KQ9A,3M0BCWMB8VX1PCD8DX9RAOVJIJDBW5,1271,9/14/2017 2:26:32 PM,9/14/2017 2:47:44 PM,Approved,0.35,0.00,JDA335XQQ,,,
A3D6DQGF78M17W,3XUHV3NRVKZH361AHOWE6ZL4TZF5HZ,196,9/14/2017 2:30:14 PM,9/14/2017 2:33:31 PM,Approved,0.35,0.00,JDA335XQQ,,,
AI4AO0O0WIJF7,3DH6GAKTYYQ1WFBOYC7IH3N2KV4ZY5,91,9/14/2017 3:19:41 PM,9/14/2017 3:21:13 PM,Approved,0.35,0.00, JDA335XQQ,,,
A2EKCV8E75NJYW,3SLE99ER0NE5J7IDOKTY9SP1ZLHZBJ,154,9/14/2017 2:28:44 PM,9/14/2017 2:31:19 PM,Approved,0.35,0.00,JDA335XQQ,,,
A3NK3VPYRHZBW8,3YGXWBAF70I8QFMUHRZ3QGIAGBG4CL,2606,9/14/2017 2:37:09 PM,9/14/2017 3:20:35 PM,Approved,0.35,0.00,JDA335XQQ,,,
A38R7SIVV118KT,3YDGXNSEOZV6ECWH0FJYOUMRQKW84K,171,9/14/2017 2:48:18 PM,9/14/2017 2:51:09 PM,Approved,0.35,0.00,JDA335XQQ,,,
A1KWJ1MMFJB515,39GAF6DQWR1NXPVBLQB6IAZWPZPV13,198,9/14/2017 3:20:16 PM,9/14/2017 3:23:35 PM,Approved,0.35,0.00,JDA335XQQ,,,
A154A1OVHFBDER,3TAYZSBPLL9EUIW3AZ6FC6PUI05S26,241,9/14/2017 2:36:11 PM,9/14/2017 2:40:12 PM,Approved,0.35,0.00,JDA335XQQ,,,
A28FW73RBVGYZ9,3UWN2HHPUY6AJ4LWWI4Z4USSTVUSNV,1757,9/14/2017 2:19:24 PM,9/14/2017 2:48:42 PM,Approved,0.35,0.00,JDA335XQQ,,,
AS4DRUYZ5E2X7,30X31N5D63R3ZLR7NEZUIO8SUOWASU,322,9/14/2017 2:23:02 PM,9/14/2017 2:28:25 PM,Approved,0.35,0.00,JDA335XQQ,,,
A3GXEJ6VWRXBXW,35K3O9HUABEXLT3XXZ1H78F4QD3FEE,130,9/14/2017 2:48:28 PM,9/14/2017 2:50:38 PM,Approved,0.35,0.00,JDA335XQQ,,,
A1NP7GSYXECK2H,373ERPL3YO9WD2Q3EPQ6NJTOWB1RTB,162,9/14/2017 2:55:04 PM,9/14/2017 2:57:46 PM,Approved,0.35,0.00,JDA335XQQ,,,
A1HRMDCPPZ5GPH,32Q90QCQ1SM81FVBYASENL79Y9KEKF,104,9/14/2017 2:53:43 PM,9/14/2017 2:55:28 PM,Approved,0.35,0.00,JDA335XQQ,,,
A3AY059NMP3VIZ,3SUWZRL0MYE120AMW6YDD22RXEXE67,408,9/14/2017 2:24:41 PM,9/14/2017 2:31:29 PM,Approved,0.35,0.00,JDA335XQQ,,,
AYC6ZBDMR75Z9,3VSOLARPKBALALWN5TKTELPWWQI93P,166,9/14/2017 2:51:01 PM,9/14/2017 2:53:48 PM,Approved,0.35,0.00,JDA335XQQ,,,
A3EQ0CO7355BHE,3G2UL9A02DFGTLVC9YK77SAABRW76H,298,9/14/2017 2:45:23 PM,9/14/2017 2:50:21 PM,Approved,0.35,0.00,JDA335XQQ,,,
A1JCKICNOC7DAB,3483FV8BEEK97KY63M3CB1T20B726T,175,9/14/2017 2:20:11 PM,9/14/2017 2:23:06 PM,Approved,0.35,0.00,JDA335XQQ,,,
A3LO9SYHF0CJII,3KIBXJ1WD5VUD680SOVASX1N2BOKON,246,9/14/2017 2:32:05 PM,9/14/2017 2:36:12 PM,Approved,0.35,0.00,JDA335XQQ,,,
A3MSAPH8LZHMFL,3UOUJI6MTDFVABR4NTM8HX1EG6RXU2,116,9/14/2017 2:38:35 PM,9/14/2017 2:40:32 PM,Approved,0.35,0.00,JDA335XQQ,,,
A25P1KW7TYHI8F,37U1UTWH9VNDFIYFBRFBWNX1IYD8R0,129,9/14/2017 2:24:25 PM,9/14/2017 2:26:35 PM,Approved,0.35,0.00,JDA335XQQ,,,
A1UWUVHIHMKA5O,3K2755HG5S4STNPX14QX1QXJQ11FDK,169,9/14/2017 2:38:42 PM,9/14/2017 2:41:32 PM,Approved,0.35,0.00,JDA335XQQ,,,
A106X5YTVYPF43,3X1FV8S5JXSK14LE39W9PX32RN3GVH,126,9/14/2017 2:23:56 PM,9/14/2017 2:26:02 PM,Approved,0.35,0.00,JDA335XQQ,,,
AKQWJ8Y1TMHX0,3HRMW88U16R40DGKBF6FH9X9TD6M07,151,9/14/2017 3:03:09 PM,9/14/2017 3:05:41 PM,Approved,0.35,0.00,JDA335XQQ,,,
AMUC6OI4A2GY4,3TGOYF991XN3T7X9IOBLXQ2AMO9UU6,1580,9/14/2017 2:29:46 PM,9/14/2017 2:56:07 PM,Approved,0.35,0.00,JDA335XQQ,,,
AVHZJ2HQJG3NB,3R8YZBNQ9HJ933EWO7Y5DXR1BTB7QJ,161,9/14/2017 3:19:14 PM,9/14/2017 3:21:55 PM,Approved,0.35,0.00,JDA335XQQ,,,
AU3NJ6CG34UP,33C7UALJVLZPMDZYDX0WQWFOE0J814,171,9/14/2017 2:23:27 PM,9/14/2017 2:26:18 PM,Approved,0.35,0.00,JDA335XQQ,,,
A1TFCXLRFVKLD8,3IX2EGZR7BK2ZZUY2VC2LD6FY99RJ5,165,9/14/2017 2:43:08 PM,9/14/2017 2:45:54 PM,Approved,0.35,0.00,JDA335XQQ,,,
AF3ZUFKYQ9AG3,33NF62TLXJ3GCVH3CB35K1K13HDKJ3,231,9/14/2017 2:22:14 PM,9/14/2017 2:26:05 PM,Approved,0.35,0.00,JDA335XQQ,,,
A2SR9WL02COSQJ,35GMH2SV3EIRR6GQW2K7U2OIIEVOEA,172,9/14/2017 3:03:19 PM,9/14/2017 3:06:11 PM,Approved,0.35,0.00,JDA335XQQ,,,
A4TIA0LJ3Z5WP,3SLE99ER0NE5J7IDOKTY9SP1ZLHBZV,220,9/14/2017 2:26:55 PM,9/14/2017 2:30:36 PM,Approved,0.35,0.00,JDA335XQQ,,,
A18TBF2DOHSM9U,30H4UDGLT2J7OUK4S0L5WAYH1LIMPE,155,9/14/2017 3:04:13 PM,9/14/2017 3:06:48 PM,Approved,0.35,0.00,JDA335XQQ,,,
A162YP37U7OC5T,3IJXV6UZ1XK64OASKDR29CRFLVORIZ,101,9/14/2017 3:26:51 PM,9/14/2017 3:28:32 PM,Approved,0.35,0.00,JDA335XQQ,,,
A3PEM39ZVDZBOJ,32AT8R96GLANEU55TJGLIPKM1RSUSU,124,9/14/2017 3:07:10 PM,9/14/2017 3:09:15 PM,Approved,0.35,0.00,JDA335XQQ,,,
A3NF9B2NLCLZWT,3HHRAGRYX86AWAP9OR4L2ON7RIG9OO,2987,9/14/2017 3:15:28 PM,9/14/2017 4:05:16 PM,Approved,0.35,0.00,JDA335XQQ,,,
A1PKCBFB4QY19G,3TU5ZICBRD2D3HJFYCQBRXNWMCDQ8J,150,9/14/2017 2:47:44 PM,9/14/2017 2:50:15 PM,Approved,0.35,0.00,JDA335XQQ,,,
A2DFXNMQDTVMKB,3LRKMWOKB5IBVUIH5R0N8ZMX5F82ZO,189,9/14/2017 3:00:46 PM,9/14/2017 3:03:55 PM,Approved,0.35,0.00,JDA335XQQ,,,
AX8RDFKYAO9BX,3HMVI3QICJT41JQGQ1YQP93Q7FLY17,53,9/14/2017 2:22:01 PM,9/14/2017 2:22:55 PM,Approved,0.35,0.00,JDA335XQQ,,,
A27LCUA35LPVM8,32KTQ2V7RDGMW74XBBP8AKY2WI29MA,1069,9/14/2017 3:23:17 PM,9/14/2017 3:41:07 PM,Approved,0.35,0.00, JDA335XQQ,,,
A1VSHM4NLZ705D,3STRJBFXOWSAQYD8O5H9M77A1J4KT8,370,9/14/2017 2:22:58 PM,9/14/2017 2:29:09 PM,Approved,0.35,0.00,JDA335XQQ,,,
A2TGOIW7U237NO,3H8DHMCCW9C399HB2FHUH3POYXKDKM,234,9/14/2017 3:02:18 PM,9/14/2017 3:06:13 PM,Approved,0.35,0.00,JDA335XQQ,,,
A2M9RPX7LRTDAD,358010RM5EUVNQG4SJWDDJ3XUD3XVU,2185,9/14/2017 3:09:40 PM,9/14/2017 3:46:06 PM,Approved,0.35,0.00,JDA335XQQ,,,
A1XNVHBT1JTHQ,3CN4LGXD5XPLTINZDJHSN7ATJZXY4M,6252,9/14/2017 2:38:29 PM,9/14/2017 4:22:41 PM,Approved,0.35,0.00,JDA335XQQ,,,
A8TK3JACM5EM,3C8HJ7UOP7V12YMAF9J7N80VBKKZM7,480,9/14/2017 2:20:46 PM,9/14/2017 2:28:47 PM,Approved,0.35,0.00,JDA335XQQ,,,
A1KTCKJLZV1CM7,3TXWC2NHNZRPU2H2V8LUMTX8O6FS9Y,114,9/14/2017 2:37:24 PM,9/14/2017 2:39:18 PM,Approved,0.35,0.00,JDA335XQQ,,,
A2EIN7ZHCKD3DM,3AZHRG4CU4L3ER8A5X10LAO3TML031,123,9/14/2017 2:21:46 PM,9/14/2017 2:23:50 PM,Approved,0.35,0.00,JDA335XQQ,,,
A2XSOOBL4HGQJQ,345LHZDEDXTJUDKQ34FKAHCA9BQU3Z,468,9/14/2017 2:33:30 PM,9/14/2017 2:41:19 PM,Approved,0.35,0.00,JDA335XQQ,,,
A2G9163W7Y67UD,3VW04L3ZLT7NRFLZSYXV140IAO9XXV,198,9/14/2017 2:47:21 PM,9/14/2017 2:50:40 PM,Approved,0.35,0.00,JDA335XQQ,,,
A2ZX7580NVWA6I,339ANSOTR53KHKXXUTI58051Q2OIKP,90,9/14/2017 2:24:27 PM,9/14/2017 2:25:57 PM,Approved,0.35,0.00,JDA335XQQ,,,
A2FRJ6ICA3RPHU,3QAPZX2QN4EET9CR1XNV20JBN8O20V,106,9/14/2017 2:43:24 PM,9/14/2017 2:45:10 PM,Approved,0.35,0.00,JDA335XQQ,,,
AHEY8IUUKIYSR,3ZPPDN2SLVXOKJCKUD1PXCTTNF5E9I,163,9/14/2017 2:24:59 PM,9/14/2017 2:27:42 PM,Approved,0.35,0.00,JDA335XQQ,,,
A39GP79ULCP9J2,39JEC7537U27KS591N0QZ6INTVAVCL,160,9/14/2017 2:22:06 PM,9/14/2017 2:24:47 PM,Approved,0.35,0.00,JDA335XQQ,,,
AITOOWS61SPF6,33FBRBDW6O099G9WTUPG7SYFIXEC82,97,9/14/2017 3:05:35 PM,9/14/2017 3:07:13 PM,Approved,0.35,0.00,JDA335XQQ,,,
A1XPYRCDDORKTS,34Q075JO1XE74OUVITNHXH96V27019,297,9/14/2017 2:21:22 PM,9/14/2017 2:26:19 PM,Approved,0.35,0.00,JDA335XQQ,,,
A36XEP5H6KBQIB,36V4Q8R5ZK1SO6LJSD0UWFOR6H0QM5,101,9/14/2017 2:25:34 PM,9/14/2017 2:27:16 PM,Approved,0.35,0.00,JDA335XQQ,,,
A3TYWTLNIKKD29,3OCHAWUVGOLH7FMSTFI6BASGEFWXK8,91,9/14/2017 3:08:38 PM,9/14/2017 3:10:10 PM,Approved,0.35,0.00,JDA335XQQ,,,
ADLJ6IYJN348T,32KTQ2V7RDGMW74XBBP8AKY2WI19M9,177,9/14/2017 3:15:15 PM,9/14/2017 3:18:13 PM,Approved,0.35,0.00,JDA335XQQ,,,
A3M3WGICGLUI74,30OG32W0SUC99LGEVNKUFDODS4ONES,181,9/14/2017 2:44:23 PM,9/14/2017 2:47:24 PM,Approved,0.35,0.00,JDA335XQQ,,,
AWXIEV9H6KT9E,3Z7VU45IPYI4690LMN093GCSD9PZ1Z,1590,9/14/2017 2:19:33 PM,9/14/2017 2:46:03 PM,Approved,0.35,0.00,JDA335XQQ,,,
A2Q8WHCYTT58U7,30LB5CDZNCB4ZKF3Q4W9PBTI8HK0ZY,167,9/14/2017 2:24:44 PM,9/14/2017 2:27:31 PM,Approved,0.35,0.00,JDA335XQQ,,,
A207TJIPWDJAQZ,3R8YZBNQ9HJ933EWO7Y5DXR1BS87QE,126,9/14/2017 2:46:32 PM,9/14/2017 2:48:39 PM,Approved,0.35,0.00,JDA335XQQ,,,
A39E0PSS0T80W7,3RGU30DZTA9B2JH6XNGLZEC5SM8MJA,283,9/14/2017 2:28:11 PM,9/14/2017 2:32:54 PM,Approved,0.35,0.00,JDA335XQQ,,,
A20JA3YSZ8G6QY,32EYX73OY0ABDF5SEUGGSFFQFP9UR6,212,9/14/2017 3:07:07 PM,9/14/2017 3:10:39 PM,Approved,0.35,0.00,JDA335XQQ,,,
AHPOOKYE7V04D,3X0H8UUIT1P06YUAOJVM0D5JM7ZSWN,298,9/14/2017 2:25:39 PM,9/14/2017 2:30:37 PM,Approved,0.35,0.00,JDA335XQQ,,,
A1A1A9UHNQCI9Y,3HYA4D452RK5QDRH4F6G576FTACF2B,128,9/14/2017 2:42:20 PM,9/14/2017 2:44:29 PM,Approved,0.35,0.00, JDA335XQQ,,,
A25D66AC4QUW2U,3BV8HQ2ZZW2YCNTAG1WRHJC0CZ06A5,280,9/14/2017 2:31:53 PM,9/14/2017 2:36:33 PM,Approved,0.35,0.00,JDA335XQQ,,,
AOSO1D81K0ET0,38F71OA9GTXVXHVAEXP0KGKDZFVFM4,194,9/14/2017 2:59:52 PM,9/14/2017 3:03:06 PM,Approved,0.35,0.00,JDA335XQQ,,,
A3TMFO1A5U4AEL,3L4D84MILZTPA5GV6Q087949B09HJW,293,9/14/2017 2:25:21 PM,9/14/2017 2:30:15 PM,Approved,0.35,0.00,JDA335XQQ,,,
A3P74FP62XNVYI,3U84XHCDICELY8X495JB1EJVPT34ZL,341,9/14/2017 2:46:26 PM,9/14/2017 2:52:08 PM,Approved,0.35,0.00,JDA335XQQ,,,
A4UIXESOEZI05,3AZHRG4CU4L3ER8A5X10LAO3TML304,142,9/14/2017 2:21:55 PM,9/14/2017 2:24:18 PM,Approved,0.35,0.00,JDA335XQQ,,,
A1DS5O8MSI3ZH0,3TESA3PJ31B13RNR0KTDF64MWHEMMR,1057,9/14/2017 4:08:39 PM,9/14/2017 4:26:16 PM,Approved,0.35,0.00,JDA335XQQ,,,
A2I8HAJPDG6G3E,30H4UDGLT2J7OUK4S0L5WAYH1LHPMG,150,9/14/2017 2:57:31 PM,9/14/2017 3:00:02 PM,Approved,0.35,0.00,JDA335XQQ,,,
A3MELYYGRJ61SX,3TPWUS5F892KZH5ERX5ML81104FWCZ,1238,9/14/2017 2:42:52 PM,9/14/2017 3:03:31 PM,Approved,0.35,0.00,JDA335XQQ,,,
A15Y215D57OSO5,3OUYGIZWR7ZALGDX3VY7YDR4YIH0PH,991,9/14/2017 3:01:59 PM,9/14/2017 3:18:31 PM,Approved,0.35,0.00,JDA335XQQ,,,
A2BXIKA3RQU7B5,3OVR4I9USPKCKGWDM90YAL7RKQG4QP,271,9/14/2017 2:29:21 PM,9/14/2017 2:33:52 PM,Approved,0.35,0.00,JDA335XQQ,,,
A35728XKEGBA1,3N2BF7Y2VQVFBDMG9ND0N1WQFU8MH9,121,9/14/2017 3:03:45 PM,9/14/2017 3:05:47 PM,Approved,0.35,0.00,JDA335XQQ,,,
ALW83OCVEWDHC,3BXQMRHWKZZKGZS09MKZ6GLG926MU6,144,9/14/2017 2:28:52 PM,9/14/2017 2:31:17 PM,Approved,0.35,0.00,JDA335XQQ,,,
A1RYG32Q6PL0I3,3XUHV3NRVKZH361AHOWE6ZL4TZHH5D,266,9/14/2017 2:53:10 PM,9/14/2017 2:57:37 PM,Approved,0.35,0.00,JDA335XQQ,,,
A24L02VEKDS5B7,34FNN24DCMA3P1RZRO02SZG7JVU5Y0,310,9/14/2017 2:48:09 PM,9/14/2017 2:53:19 PM,Approved,0.35,0.00,JDA335XQQ,,,
A2MQMMCVZJTFL2,3HHRAGRYX86AWAP9OR4L2ON7RHB9OH,181,9/14/2017 2:19:47 PM,9/14/2017 2:22:48 PM,Approved,0.35,0.00,JDA335XQQ,,,
A1JIINGFTRE54O,3DHE4R9OCWCB4DNCFZCYNS6RUPC2GX,322,9/14/2017 2:37:44 PM,9/14/2017 2:43:07 PM,Approved,0.35,0.00,JDA335XQQ,,,
A14WLAP6TCEKO0,36TFCYNS44BQ5PLKNUF9YICOMYSXH4,545,9/14/2017 3:08:47 PM,9/14/2017 3:17:53 PM,Approved,0.35,0.00,JDA335XQQ,,,
AOB6ZJTDB416G,3E337GFOL997TZC51IAIFG9P5K1NG7,110,9/14/2017 2:25:10 PM,9/14/2017 2:27:00 PM,Approved,0.35,0.00,JDA335XQQ,,,
A2MFMT03E21ZIT,3YW4XOSQKQMNKA6BG011MOXDBSH1UL,2692,9/14/2017 3:17:40 PM,9/14/2017 4:02:32 PM,Approved,0.35,0.00,JDA335XQQ,,,
A10F69CGAET4KF,3EG49X351UDA8013RBO51RNYDKCX63,70,9/14/2017 3:08:08 PM,9/14/2017 3:09:18 PM,Approved,0.35,0.00,JDA335XQQ,,,
A1NYI79LUIBOTP,3I02618YA07Q12PD12CRNKFBE7KPU8,190,9/14/2017 2:57:41 PM,9/14/2017 3:00:51 PM,Approved,0.35,0.00,JDA335XQQ,,,
A2ZV96GRXVSXK4,386CSBG1OZNQZ30R5XTD7JR5GHL6QB,93,9/14/2017 2:19:13 PM,9/14/2017 2:20:46 PM,Approved,0.35,0.00, JDA335XQQ,,,
A2V995T3ER2ACH,3634BBTX0OV91Y5JTIR8SNDWI7CFIR,3014,9/14/2017 3:10:18 PM,9/14/2017 4:00:32 PM,Approved,0.35,0.00,JDA335XQQ,,,
A3SCEZTWZYV3BC,32EYX73OY0ABDF5SEUGGSFFQFP8RU2,792,9/14/2017 2:55:06 PM,9/14/2017 3:08:18 PM,Approved,0.35,0.00,JDA335XQQ,,,
A7RQ5DNXWAA74,3F0BG9B9MPOIC55IFHFZQJU3A1PY78,331,9/14/2017 3:00:36 PM,9/14/2017 3:06:08 PM,Approved,0.35,0.00,JDA335XQQ,,,
A2R2HMURPYBWWC,3DH6GAKTYYQ1WFBOYC7IH3N2KUYYZW,616,9/14/2017 2:19:20 PM,9/14/2017 2:29:36 PM,Approved,0.35,0.00,JDA335XQQ,,,
AAIF7WKRYBDGT,3WI0P0II61TPWDU6SZQRIFB2TQGRDX,142,9/14/2017 3:25:34 PM,9/14/2017 3:27:56 PM,Approved,0.35,0.00,JDA335XQQ,,,
A2H6RIWM50KWA4,3SEPORI8WN000XDLI6T2EH5VH3VZAN,301,9/14/2017 2:19:59 PM,9/14/2017 2:25:01 PM,Approved,0.35,0.00,JDA335XQQ,,,
A3DXGBBBJPCCK8,3QAVNHZ3EM5GV8WH352T62UX2UQALI,159,9/14/2017 2:39:18 PM,9/14/2017 2:41:57 PM,Approved,0.35,0.00,JDA335XQQ,,,
ACSS93E03ZUGX,3F1567XTNW6DHM2P34WPRTI76IT9QP,628,9/14/2017 2:20:07 PM,9/14/2017 2:30:35 PM,Approved,0.35,0.00,JDA335XQQ,,,
AZDRKFTM4LARP,3Z7VU45IPYI4690LMN093GCSD9Q1Z2,3038,9/14/2017 2:19:07 PM,9/14/2017 3:09:46 PM,Approved,0.35,0.00,JDA335XQQ,,,
A2QR5A1Z4D9SU1,3EKVH9QMEY58STDLD9BQH73UHXUD2W,304,9/14/2017 2:21:21 PM,9/14/2017 2:26:26 PM,Approved,0.35,0.00,JDA335XQQ,,,
A2I9PUZT19ZBO8,3WOKGM4L71HS0G1WOVLS9DMEODHO0K,190,9/14/2017 2:26:14 PM,9/14/2017 2:29:24 PM,Approved,0.35,0.00,JDA335XQQ,,,
A2TJHXRDWTQ75L,33SA9F9TRXVZWFPSNOBHBW14LGSWES,130,9/14/2017 2:42:57 PM,9/14/2017 2:45:07 PM,Approved,0.35,0.00, JDA335XQQ,,,
A12CEB35YXRM8X,3YGXWBAF70I8QFMUHRZ3QGIAGBE4CJ,121,9/14/2017 2:19:48 PM,9/14/2017 2:21:50 PM,Approved,0.35,0.00,JDA335XQQ,,,
A3S111A5IU2NXI,3OLQQLKKNSQDQVPTGPS2M67WJKIJEJ,149,9/14/2017 2:32:48 PM,9/14/2017 2:35:18 PM,Approved,0.35,0.00,JDA335XQQ,,,
A1HI3IYQNISJOZ,3U088ZLJVKU05PAYFHC2Q7Z0RFI0WA,410,9/14/2017 2:40:13 PM,9/14/2017 2:47:04 PM,Approved,0.35,0.00, JDA335XQQ,,,
A3VUBM4J59JB8U,3N2BF7Y2VQVFBDMG9ND0N1WQFU8HM4,952,9/14/2017 3:03:52 PM,9/14/2017 3:19:44 PM,Approved,0.35,0.00,JDA335XQQ,,,
A1AJWS2H14J8MQ,3KOPY89HM83AGX9WR5B63F3ZSVRJ3R,1543,9/14/2017 2:25:46 PM,9/14/2017 2:51:30 PM,Approved,0.35,0.00,JDA335XQQ,,,
A1N4P4XGQM7NXE,3MYYFCXHJ38L7R2ZJDVMG73PE38G47,128,9/14/2017 2:39:31 PM,9/14/2017 2:41:39 PM,Approved,0.35,0.00,JDA335XQQ,,,
A2X5ZE7AABXPCV,31QTRG6Q2TE7IB9IB39GQ5LOAVSYPC,197,9/14/2017 2:27:23 PM,9/14/2017 2:30:41 PM,Approved,0.35,0.00,JDA335XQQ,,,
A1T1CQSJWP9ZP3,3M68NM076H8QB4FRICIDC91AC3N6RC,562,9/14/2017 2:19:36 PM,9/14/2017 2:28:59 PM,Approved,0.35,0.00,JDA335XQQ,,,
A1NSWJKFJIZ06J,3D4CH1LGEAUM4X8B08RDXFE50VK9GU,176,9/14/2017 2:19:08 PM,9/14/2017 2:22:04 PM,Approved,0.35,0.00,JDA335XQQ,,,
A26APJ1QNNFDH8,3A7Y0R2P2OPMWVGABUIUAVS3ZQSJXR,168,9/14/2017 2:29:02 PM,9/14/2017 2:31:51 PM,Approved,0.35,0.00,JDA335XQQ,,,
AEXF5EUX32U0M,3VHP9MDGRNLIOVJJ18VMHKF151NCFF,125,9/14/2017 2:19:45 PM,9/14/2017 2:21:50 PM,Approved,0.35,0.00,JDA335XQQ,,,
AO4ULPWEA897C,3YDTZAI2WXHO3CCW1UAJ9KZJCEP41V,290,9/14/2017 2:35:18 PM,9/14/2017 2:40:09 PM,Approved,0.35,0.00,JDA335XQQ,,,
